Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 3:26:04 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
26:05.8,0,25,11.427,95,30.026,0,0,95,29.885,0,0,-2.688,-2.688,-2.688,37.289
26:07.2,1.373927,25,11.422,50,30.09,0,0,95,29.985,0,0,-2.688,-2.688,-2.688,36.792
26:08.3,2.4535502,25,11.426,50,30.196,100,4.693,50,30.07,0,0,-2.688,-2.688,-2.688,36.128
26:09.5,3.6802127,25,11.424,50,33.448,100,4.411,50,30.478,100,4.869,-2.688,-2.688,-2.688,35.793
26:10.3,4.441451,25,11.424,50,40.893,100,4.252,50,33.114,100,4.464,-2.688,-2.688,-2.688,35.721
26:11.1,5.2881828,25,11.43,50,45.838,100,4.146,50,38.382,100,4.322,-2.688,-2.688,-2.688,36.076
26:11.8,5.9710327,25,11.434,50,52.451,0,0,50,45.074,100,4.199,-2.688,-2.688,-2.688,37.276
26:12.6,6.7987614,25,11.428,50,57.595,0,0,50,51.176,0,0,-2.688,-2.688,-2.688,38.331
26:13.4,7.5883779,25,11.433,50,61.716,0,0,50,58.415,0,0,-2.688,-2.688,-2.688,40.999
26:14.3,8.4835387,25,11.427,50,63.802,0,0,50,62.095,0,0,-2.688,-2.688,-2.688,43.308
26:15.0,9.1641018,25,11.425,50,64.558,0,0,50,64.17,0,0,-2.688,-2.688,-2.688,44.212
26:15.8,9.9749912,25,11.424,50,64.464,0,0,50,64.528,0,0,-2.688,-2.688,-2.688,45.655
26:16.5,10.6669557,25,11.426,50,63.941,0,0,50,64.212,0,0,-2.688,-2.688,-2.688,46.243
26:17.4,11.5838515,25,11.428,50,63.283,0,0,50,63.59,0,0,-2.688,-2.688,-2.688,47.2
26:18.4,12.5947385,25,11.423,50,62.286,0,0,50,62.559,0,0,-2.688,-2.688,-2.688,47.925
26:19.2,13.3569814,25,11.43,50,61.091,0,0,50,61.289,0,0,-2.688,-2.688,-2.688,48.216
26:20.0,14.1606146,25,11.427,50,60.242,3.1,0.123,50,60.258,6,0.264,-2.688,-2.688,-2.688,48.675
26:20.7,14.8374342,25,11.429,50,59.319,4.1,0.176,50,59.33,5.5,0.229,-2.688,-2.688,-2.688,48.859
26:21.6,15.7431624,25,11.426,50,58.674,0,0,50,58.597,3.9,0.158,-2.688,-2.688,-2.688,49.17
26:22.4,16.5256498,25,11.433,50,57.986,6.1,0.194,50,57.943,8.9,0.37,-2.688,-2.688,-2.688,49.417
