Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 10:59:45 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 10:59:45.540",0,25,26.006,25,27.595,0,0,25,27.61,0,0
"2017-05-17 10:59:46.350",0.809304,25,26.007,95,27.601,100,4.781,95,27.611,0,4.675
"2017-05-17 10:59:47.245",1.7041513,25,26.011,95,28.989,100,4.517,95,27.983,100,4.658
"2017-05-17 10:59:47.931",2.390212,25,26.009,95,33.936,100,4.393,95,31.085,100,4.481
"2017-05-17 10:59:48.502",2.9616353,25,26.006,95,38.442,100,4.287,95,35.158,100,4.375
"2017-05-17 10:59:48.965",3.4242945,25,26.006,95,42.615,100,4.199,95,38.334,100,4.287
"2017-05-17 10:59:49.503",3.9623598,25,26.006,95,47.711,100,4.128,95,43.491,100,4.199
"2017-05-17 10:59:49.966",4.4258641,25,26.006,95,51.032,100,4.058,95,47.054,100,4.128
"2017-05-17 10:59:50.510",4.9692887,25,26.006,95,55.843,100,3.987,95,52.265,100,4.04
"2017-05-17 10:59:50.979",5.4387141,25,26.005,95,59.295,100,3.934,95,55.522,100,3.987
"2017-05-17 10:59:51.506",5.9651168,25,26.005,95,64.688,100,3.864,95,60.738,100,3.917
"2017-05-17 10:59:51.973",6.4328229,25,26.005,95,68.247,100,3.811,95,64.507,100,3.846
"2017-05-17 10:59:52.512",6.9718035,25,26.005,95,73.388,100,3.74,95,69.981,100,3.793
"2017-05-17 10:59:52.986",7.4456885,25,26.005,95,76.737,100,3.687,95,73.546,100,3.74
"2017-05-17 10:59:53.519",7.9788283,25,26.005,95,81.6,100,3.634,95,78.731,100,3.67
"2017-05-17 10:59:53.993",8.4520606,25,26.005,95,84.726,100,3.599,95,82.867,100,3.634
"2017-05-17 10:59:54.521",8.9808361,25,26.005,95,89.266,100,3.546,95,86.859,100,3.581
"2017-05-17 10:59:54.999",9.4585545,25,26.005,95,92.227,100,3.493,95,90.653,100,3.546
"2017-05-17 10:59:55.505",9.9646815,25,26.005,95,95.77,0,0,95,94.256,0,0
"2017-05-17 10:59:55.974",10.4338079,25,26.005,95,98.919,0,0,95,97.008,0,0
"2017-05-17 10:59:56.506",10.965941,25,26.005,95,101.087,0,0,95,100.058,0,0
"2017-05-17 10:59:56.975",11.4343667,25,26.005,95,102.225,0,0,95,101.207,0,0
"2017-05-17 10:59:57.507",11.9669695,25,26.005,95,102.618,0,0,95,101.868,0,0
"2017-05-17 10:59:57.977",12.4360569,25,26.005,95,102.465,0,0,95,101.814,0,0
"2017-05-17 10:59:58.509",12.9689088,25,26.005,95,101.927,0,0,95,101.23,0,0
"2017-05-17 10:59:58.982",13.4415502,25,26.005,95,101.153,0,0,95,100.604,0,0
"2017-05-17 10:59:59.638",14.0979408,25,26.005,95,100.218,12.5,0.494,95,99.218,25.6,1.023
"2017-05-17 11:00:00.234",14.6932106,25,26.005,95,98.532,24.1,0.97,95,97.98,30.1,1.199
"2017-05-17 11:00:00.831",15.2901116,25,26.005,95,97.791,17.7,0.705,95,96.989,23.1,0.917
"2017-05-17 11:00:01.528",15.9873457,25,26.005,95,96.797,11.6,0.282,95,96.224,16.6,0.652
"2017-05-17 11:00:02.119",16.5782467,25,26.005,95,96.361,12.8,0.546,95,95.667,23.1,0.917
"2017-05-17 11:00:02.641",17.1008774,25,26.005,95,95.692,24,0.97,95,95.21,23.8,0.952
"2017-05-17 11:00:03.233",17.6929136,25,26.005,95,95.32,20.5,0.829,95,94.722,27.4,1.093
"2017-05-17 11:00:03.701",18.1605623,25,26.005,95,94.886,19.7,0.794,95,94.396,20.8,0.829
"2017-05-17 11:00:04.340",18.7992716,25,26.005,95,94.634,16.1,0.652,95,94.105,20.4,0.811
"2017-05-17 11:00:04.809",19.2689334,25,26.005,95,94.392,18.6,0.758,95,93.895,22,0.882
"2017-05-17 11:00:05.597",20.0567647,25,26.005,95,94.175,20.2,0.829,95,93.657,26.4,0.988
"2017-05-17 11:00:06.199",20.6580636,25,26.005,95,93.862,21.3,0.864,95,93.449,26.2,1.111
"2017-05-17 11:00:06.790",21.2500387,25,26.005,95,93.679,19.1,0.741,95,93.253,23,0.917
"2017-05-17 11:00:07.451",21.9100703,25,26.005,95,93.592,19.2,0.776,95,93.135,22.1,0.882
"2017-05-17 11:00:08.052",22.511729,25,26.005,95,93.426,23.8,0.97,95,93.027,22.9,0.917
"2017-05-17 11:00:08.538",22.9976049,25,26.005,95,93.348,20.5,0.829,95,92.945,24.4,0.97
"2017-05-17 11:00:09.139",23.5980547,25,26.005,95,93.267,19.6,0.794,95,92.864,24.5,0.988
"2017-05-17 11:00:09.603",24.0624533,25,26.005,95,93.232,20.4,0.829,95,92.808,25.9,1.041
"2017-05-17 11:00:10.198",24.6578068,25,26.005,95,93.178,22.9,0.811,95,92.775,25.4,1.023
