Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 1:43:06 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
43:07.0,0,25,26.088,90,30.095,0,0,90,30.134,0,0,-2.688,-2.688,-2.688,30.272
43:08.2,1.2242416,25,26.089,37,30.058,0,0,90,30.113,0,0,-2.688,-2.688,-2.688,30.197
43:09.2,2.2260275,25,26.094,37,30.033,100,4.869,37,30.081,0,0,-2.688,-2.688,-2.688,30.13
43:10.5,3.4614395,25,26.094,37,32.005,100,4.499,37,30.212,100,4.975,-2.688,-2.688,-2.688,30.112
43:11.5,4.5171018,25,26.098,37,38.305,100,4.305,37,31.959,100,4.517,-2.688,-2.688,-2.688,30.723
43:12.4,5.4329075,25,26.096,37,45.46,0,0,37,38.882,100,4.34,-2.688,-2.688,-2.688,31.256
43:13.2,6.2203631,25,26.096,37,48.766,0,0,37,45.826,0,0,-2.688,-2.688,-2.688,32.712
43:14.1,7.1204318,25,26.099,37,50.219,0,0,37,49.471,0,0,-2.688,-2.688,-2.688,34.319
43:14.8,7.8024624,25,26.1,37,50.91,0,0,37,51.118,0,0,-2.688,-2.688,-2.688,35.054
43:15.6,8.617774,25,26.1,37,51.005,0,0,37,51.445,0,0,-2.688,-2.688,-2.688,36.324
43:16.4,9.400517,25,26.1,37,50.801,0,0,37,51.341,0,0,-2.688,-2.688,-2.688,36.876
43:17.4,10.4443109,25,26.1,37,50.462,0,0,37,50.973,0,0,-2.688,-2.688,-2.688,37.808
43:18.2,11.232279,25,26.1,37,49.758,0,0,37,50.16,0,0,-2.688,-2.688,-2.688,38.552
43:19.1,12.1259899,25,26.1,37,49.181,0,0,37,49.496,0,0,-2.688,-2.688,-2.688,39.137
43:19.9,12.9364396,25,26.098,37,48.5,0,0,37,48.727,0,0,-2.688,-2.688,-2.688,39.381
43:20.6,13.6126983,25,26.094,37,47.894,0,0,37,48.052,0,0,-2.688,-2.688,-2.688,39.784
43:21.5,14.5294242,25,26.092,37,47.442,0,0,37,47.475,0,0,-2.688,-2.688,-2.688,40.097
43:22.3,15.3162968,25,26.096,37,46.709,0,0,37,46.767,0,0,-2.688,-2.688,-2.688,40.224
43:23.2,16.2062175,25,26.099,37,46.21,0,0,37,46.236,0,0,-2.688,-2.688,-2.688,40.425
43:23.9,16.8941258,25,26.1,37,45.588,0,0,37,45.586,0,0,-2.688,-2.688,-2.688,40.502
43:24.7,17.7028606,25,26.1,37,45.125,0,0,37,45.103,0,0,-2.688,-2.688,-2.688,40.615
