MeltCurveTemperature,Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4
,2669431,2549834,2459409,2663055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2666512,2554003,2460076,2661542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2668941,2551517,2459930,2664424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2670557,2555759,2457305,2661731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2668775,2557232,2461612,2663325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2671671,2552967,2460925,2665941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672304,2556149,2459574,2663411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2671154,2556377,2462098,2663484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2670662,2553217,2462487,2666351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673426,2554418,2460832,2665363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673211,2557275,2463579,2664407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672149,2555541,2463349,2667095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673476,2556265,2463171,2666507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673723,2558180,2466101,2665093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674091,2557480,2465883,2667335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674921,2557000,2464251,2666472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674361,2558204,2465096,2665782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675177,2556661,2467072,2667882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676522,2558286,2463592,2667504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674203,2558255,2466237,2666459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672925,2557941,2465994,2667027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676635,2557594,2463958,2667743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675670,2561420,2466402,2664901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673576,2558796,2467115,2667676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675101,2557826,2465230,2666861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674080,2558756,2466278,2666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672759,2558757,2467521,2668470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674422,2558234,2466620,2667508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675414,2558456,2466457,2666321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672430,2557857,2466902,2669184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675782,2557049,2466163,2669473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675723,2558889,2466850,2666460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673067,2558099,2467308,2667908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674557,2555111,2466358,2669456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675974,2558635,2467611,2667766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2672947,2558273,2468208,2667880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675642,2557271,2467616,2669828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676549,2559643,2467107,2667255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674509,2558832,2467768,2668400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675065,2558137,2468126,2669958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676210,2559186,2466720,2668707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2673935,2560259,2469639,2668313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675501,2557309,2468205,2671691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676380,2560826,2468002,2669891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674528,2559334,2469213,2669442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2674501,2557796,2468664,2670818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2676866,2559520,2468673,2669564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675846,2560618,2470571,2670097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2675210,2558843,2469616,2671339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
