MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
49.7760009765625,0,0,3701698,0
52.2729988098145,0,0,3646422,0
55.2750015258789,0,0,3618738,0
58.6269989013672,0,0,3598698,0
62.056999206543,0,0,3582791,0
65.5579986572266,0,0,3569840,0
69.0110015869141,0,0,3558454,0
72.463996887207,0,0,3547800,0
