MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
39.8849983215332,0,0,2252924,0
42.4010009765625,0,0,2229028,0
45.3520011901855,0,0,2218752,0
48.6860008239746,0,0,2211674,0
52.0900001525879,0,0,2207256,0
55.4609985351563,0,0,2203111,0
58.7890014648438,0,0,2200916,0
62.1150016784668,0,0,2198866,0
65.4919967651367,0,0,2197550,0
68.8619995117188,0,0,2196003,0
72.2330017089844,0,0,2195835,0
75.6009979248047,0,0,2194610,0
78.9649963378906,0,0,2194211,0
