Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 10:02:49 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 10:02:49.737",0,25,26.086,25,31.949,0,0,25,31.894,0,0
"2017-05-17 10:02:50.365",0.628023,25,26.088,95,31.932,100,4.693,95,31.88,100,4.746
"2017-05-17 10:02:51.080",1.342366,25,26.088,95,32.75,100,4.534,95,32.795,100,4.534
"2017-05-17 10:02:51.852",2.1146478,25,26.088,95,36.613,100,4.34,95,36.033,100,4.393
"2017-05-17 10:02:52.677",2.9396653,25,26.088,95,41.798,100,4.217,95,42.409,100,4.27
"2017-05-17 10:02:53.189",3.4514039,25,26.088,95,47.68,100,4.128,95,46.41,100,4.164
"2017-05-17 10:02:53.664",3.9264919,25,26.088,95,51.907,100,4.04,95,50.475,100,4.093
"2017-05-17 10:02:54.132",4.3943836,25,26.088,95,56.266,100,3.987,95,54.537,100,4.022
"2017-05-17 10:02:54.600",4.8630318,25,26.088,95,59.94,100,3.917,95,57.996,100,3.952
"2017-05-17 10:02:55.069",5.3318651,25,26.088,95,64.538,100,3.864,95,62.482,100,3.899
"2017-05-17 10:02:55.538",5.8007409,25,26.088,95,69.032,100,3.811,95,66.954,100,3.846
"2017-05-17 10:02:56.007",6.269632,25,26.088,95,72.586,100,3.758,95,70.543,100,3.775
"2017-05-17 10:02:56.470",6.7327894,25,26.088,95,76.912,100,3.705,95,74.866,100,3.723
"2017-05-17 10:02:56.944",7.2066741,25,26.088,95,81.051,100,3.652,95,79.096,100,3.687
"2017-05-17 10:02:57.418",7.6802675,25,26.088,95,84.331,100,3.599,95,82.45,100,3.634
"2017-05-17 10:02:57.887",8.1494318,25,26.088,95,88.269,100,3.564,95,86.47,100,3.581
"2017-05-17 10:02:58.398",8.6609301,25,26.088,95,92.094,100,3.511,95,90.316,100,3.528
"2017-05-17 10:02:58.867",9.1296944,25,26.088,95,95.755,0,0,95,93.976,0,0
"2017-05-17 10:02:59.394",9.6566166,25,26.088,95,99.028,0,0,95,97.434,0,0
"2017-05-17 10:02:59.868",10.1306359,25,26.088,95,101.277,0,0,95,99.962,0,0
"2017-05-17 10:03:00.395",10.6575069,25,26.088,95,102.511,0,0,95,101.43,0,0
"2017-05-17 10:03:00.866",11.1283077,25,26.088,95,102.957,0,0,95,102.021,0,0
"2017-05-17 10:03:01.401",11.6638429,25,26.088,95,102.844,0,0,95,102.019,0,0
"2017-05-17 10:03:01.881",12.1434413,25,26.088,95,102.35,2.5,0.07,95,101.589,7.8,0.282
"2017-05-17 10:03:02.392",12.6545871,25,26.088,95,101.602,0,0,95,100.857,27.8,1.182
"2017-05-17 10:03:02.857",13.119614,25,26.088,95,100.737,0,0,95,100.067,0,0
"2017-05-17 10:03:03.399",13.6614815,25,26.088,95,99.784,12.6,0.511,95,99.397,0,0
"2017-05-17 10:03:03.868",14.1303389,25,26.088,95,98.82,16.1,0.652,95,98.605,17.6,0.705
"2017-05-17 10:03:04.523",14.7852538,25,26.088,95,97.758,21.8,0.882,95,97.52,29.1,1.129
"2017-05-17 10:03:04.986",15.2486679,25,26.088,95,97.085,14,0.564,95,96.725,25.3,1.005
"2017-05-17 10:03:05.530",15.7929051,25,26.088,95,96.567,10.5,0.423,95,96.162,17.8,0.705
"2017-05-17 10:03:06.125",16.3874322,25,26.088,95,96.118,14.8,0.599,95,95.649,16.1,0.635
"2017-05-17 10:03:06.596",16.8589986,25,26.088,95,95.608,16.6,0.67,95,95.256,20.9,0.829
"2017-05-17 10:03:07.238",17.5011693,25,26.088,95,95.223,18.3,0.741,95,94.796,24.8,0.988
"2017-05-17 10:03:07.703",17.9652189,25,26.088,95,94.846,16.9,0.723,95,94.463,23.6,0.917
"2017-05-17 10:03:08.405",18.6682068,25,26.088,95,94.596,17.9,0.723,95,94.115,22.1,0.864
"2017-05-17 10:03:09.136",19.3983455,25,26.088,95,94.274,18.4,0.723,95,93.881,21.7,0.935
"2017-05-17 10:03:09.733",19.9961937,25,26.088,95,94.026,18.5,0.758,95,93.647,24.2,0.97
"2017-05-17 10:03:10.413",20.6758761,25,26.088,95,93.877,20.4,0.829,95,93.433,23.8,0.935
"2017-05-17 10:03:11.010",21.272935,25,26.088,95,93.699,18.2,0.794,95,93.29,23.7,0.846
"2017-05-17 10:03:11.601",21.8636804,25,26.088,95,93.614,16.7,0.67,95,93.194,23.4,0.935
"2017-05-17 10:03:12.235",22.4976952,25,26.088,95,93.493,19.5,0.794,95,93.105,20.8,0.829
"2017-05-17 10:03:12.853",23.1157403,25,26.088,95,93.42,20.5,0.829,95,93.009,25.1,1.005
"2017-05-17 10:03:13.663",23.9255118,25,26.088,95,93.331,18.6,0.758,95,92.917,21.6,0.864
"2017-05-17 10:03:14.360",24.6229867,25,26.088,95,93.265,22.6,0.917,95,92.86,24.5,0.988
"2017-05-17 10:03:14.952",25.2145658,25,26.088,95,93.232,21.2,0.758,95,92.817,23.8,0.952
"2017-05-17 10:03:15.537",25.7999865,25,26.088,95,93.193,19.9,0.811,95,92.791,25.1,1.005
"2017-05-17 10:03:16.138",26.4011249,25,26.088,95,93.173,19.2,0.776,95,92.768,23.7,0.952
"2017-05-17 10:03:16.603",26.8654897,25,26.088,95,93.153,17.8,0.723,95,92.753,22.9,0.917
"2017-05-17 10:03:17.353",27.6156743,25,26.088,95,93.131,18.4,0.741,95,92.72,23.6,0.952
"2017-05-17 10:03:17.944",28.2067803,25,26.088,95,93.107,19,0.776,95,92.702,24.9,0.882
"2017-05-17 10:03:18.546",28.8085879,25,26.088,95,93.098,20.8,0.846,95,92.698,23.3,0.935
"2017-05-17 10:03:19.148",29.4109079,25,26.088,95,93.091,18.7,0.776,95,92.692,25.1,1.005
"2017-05-17 10:03:19.740",30.0028177,25,26.087,95,93.077,17.9,0.723,95,92.678,24.4,0.988
"2017-05-17 10:03:20.447",30.7098129,25,26.086,95,93.072,19.4,0.794,95,92.671,24.5,0.882
"2017-05-17 10:03:21.044",31.3064398,25,26.085,95,93.063,17.9,0.723,95,92.674,25.1,1.005
"2017-05-17 10:03:21.508",31.7705375,25,26.083,95,93.063,20.1,0.811,95,92.661,23.8,0.952
"2017-05-17 10:03:22.109",32.3719898,25,26.082,95,93.064,19.9,0.811,95,92.661,23,0.917
"2017-05-17 10:03:22.701",32.9638302,25,26.079,95,93.065,17.7,0.723,95,92.654,23.1,0.935
"2017-05-17 10:03:23.541",33.8037342,25,26.078,95,93.059,18.1,0.741,95,92.659,23.2,0.935
"2017-05-17 10:03:24.133",34.3959176,25,26.077,95,93.062,19.3,0.899,95,92.667,22.8,0.952
"2017-05-17 10:03:24.725",34.9874146,25,26.077,95,93.056,20.7,0.846,95,92.667,22.2,0.97
"2017-05-17 10:03:25.423",35.6852472,25,26.076,95,93.061,21,0.846,95,92.67,23,0.952
"2017-05-17 10:03:26.024",36.2870199,25,26.076,95,93.056,20.3,0.829,95,92.662,21.8,0.882
"2017-05-17 10:03:26.552",36.8143167,25,26.076,95,93.054,19.1,0.776,95,92.666,23.8,0.952
"2017-05-17 10:03:27.148",37.4106478,25,26.076,95,93.056,21,0.846,95,92.662,24.3,0.988
"2017-05-17 10:03:27.613",37.8754946,25,26.076,95,93.059,21,0.846,95,92.667,21.8,0.882
"2017-05-17 10:03:28.357",38.6194806,25,26.076,95,93.06,20.7,0.846,95,92.669,23.6,0.952
"2017-05-17 10:03:28.954",39.2167135,25,26.076,95,93.064,20,0.811,95,92.662,25.3,0.864
"2017-05-17 10:03:29.555",39.818208,25,26.076,95,93.069,18.6,0.758,95,92.681,23.7,0.952
"2017-05-17 10:03:30.156",40.4189855,25,26.076,95,93.073,18.3,0.723,95,92.678,23.6,0.952
"2017-05-17 10:03:30.755",41.0175196,25,26.076,95,93.07,17.4,0.705,95,92.676,23.4,0.952
"2017-05-17 10:03:31.483",41.7454224,25,26.076,95,93.07,21.4,0.864,95,92.684,21,0.846
"2017-05-17 10:03:32.081",42.3433592,25,26.076,95,93.078,18.1,0.723,95,92.685,24.7,0.988
"2017-05-17 10:03:32.554",42.8168431,25,26.076,95,93.08,19.2,0.776,95,92.687,22.2,0.899
"2017-05-17 10:03:33.150",43.4126043,25,26.075,95,93.074,16.1,0.652,95,92.694,22.9,0.917
