Protocol file: C:\HelixGen\Protocols\Protocol_pcr - HLG.xml,,,,,,,,,,,,,,,
Run date.time: 6/2/2017 11:40:49 AM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
40:50.4,0,25,11.437,90,28.12,0,0,90,28.17,0,0,-2.688,-2.688,-2.688,28.234
40:51.1,0.7189108,25,11.432,50,28.099,0,0,90,28.154,0,0,-2.688,-2.688,-2.688,28.216
40:52.0,1.629329,25,11.428,50,28.09,300,4.975,50,28.138,0,0,-2.688,-2.688,-2.688,28.207
40:52.7,2.3011146,25,11.433,50,29.206,300,4.517,50,28.189,300,4.975,-2.688,-2.688,-2.688,28.201
40:53.4,3.0671535,25,11.428,50,31.903,300,4.428,50,28.702,300,4.658,-2.688,-2.688,-2.688,28.25
40:53.9,3.5474272,25,11.437,50,36.935,300,4.305,50,31.417,300,4.481,-2.688,-2.688,-2.688,28.336
40:54.7,4.3455498,25,11.438,50,40.528,300,4.234,50,34.644,300,4.393,-2.688,-2.688,-2.688,28.488
40:55.2,4.825085,25,11.431,50,46.699,300,4.128,50,41.024,300,4.252,-2.688,-2.688,-2.688,28.721
40:55.8,5.4798248,25,11.433,50,50.544,300,4.075,50,45.343,300,4.164,-2.688,-2.688,-2.688,29.051
40:56.5,6.1506077,25,11.438,50,55.096,300,3.987,50,50.516,300,4.075,-2.688,-2.688,-2.688,30.053
40:57.0,6.6308826,25,11.425,50,60.598,300,3.917,50,56.232,300,3.97,-2.688,-2.688,-2.688,30.747
40:57.8,7.4768542,25,11.441,50,64.6,-100,4.869,50,60.371,300,3.917,-2.688,-2.688,-2.688,31.571
40:58.3,7.9565736,25,11.434,50,69.102,-100,4.711,50,66.795,-100,4.834,-2.688,-2.688,-2.688,32.517
40:59.2,8.7877829,25,11.438,50,70.079,-79.4,3.758,50,69.406,-100,4.781,-2.688,-2.688,-2.688,34.732
40:59.7,9.2981394,25,11.435,50,69.656,-11.2,0.564,50,69.946,-45.8,1.976,-2.688,-2.688,-2.688,35.903
41:00.1,9.7784151,25,11.437,50,68.826,16.4,0.741,50,69.356,4.6,0.176,-2.688,-2.688,-2.688,37.032
41:01.1,10.7369941,25,11.43,50,68.006,24.8,1.129,50,68.496,21.7,1.376,-2.688,-2.688,-2.688,39.037
41:01.6,11.2162396,25,11.426,50,67.142,5.8,0.247,50,67.243,15.4,0.688,-2.688,-2.688,-2.688,39.9
41:02.4,11.9825731,25,11.43,50,67.06,3.2,0.123,50,67.051,5.8,0.229,-2.688,-2.688,-2.688,40.681
41:03.0,12.6222377,25,11.433,50,66.867,16.1,0.741,50,66.826,15.3,0.688,-2.688,-2.688,-2.688,42.083
41:03.9,13.5647429,25,11.435,50,66.543,21.5,0.97,50,66.567,20.9,0.935,-2.688,-2.688,-2.688,43.348
41:04.6,14.2355258,25,11.429,50,66.383,11.3,0.494,50,66.349,12.8,0.564,-2.688,-2.688,-2.688,43.934
41:05.5,15.0978181,25,11.43,50,66.448,9.2,0.405,50,66.382,10.2,0.441,-2.688,-2.688,-2.688,45.024
41:05.9,15.5770928,25,11.435,50,66.397,17.7,0.811,50,66.36,16.7,0.741,-2.688,-2.688,-2.688,45.541
41:07.0,16.6158533,25,11.435,50,66.301,-100,5.046,50,66.271,17.7,0.776,-2.688,-2.688,-2.688,46.514
41:07.6,17.1913826,25,11.435,50,65.784,-100,4.693,50,66.211,18.3,0.811,-2.688,-2.688,-2.688,46.964
41:08.3,17.9584226,25,11.427,50,64.625,-100,4.622,50,66.155,-100,4.852,-2.688,-2.688,-2.688,47.396
41:08.9,18.5008636,25,11.433,50,62.583,-100,4.587,50,65.012,-100,4.711,-2.688,-2.688,-2.688,47.785
41:09.7,19.3000335,25,11.432,50,61.136,-100,4.569,50,63.949,-100,4.693,-2.688,-2.688,-2.688,48.423
41:10.1,19.7793087,25,11.434,50,58.664,-0.1,0,50,61.288,-100,4.675,-2.688,-2.688,-2.688,48.66
41:10.7,20.3698767,25,11.434,50,57.259,11.1,0.529,50,59.446,4.3,0.176,-2.688,-2.688,-2.688,48.845
41:11.5,21.1369171,25,11.434,50,56.056,6.4,0.282,50,57.348,26,1.235,-2.688,-2.688,-2.688,49.057
41:12.0,21.6171633,25,11.427,50,55.258,-2.1,0.088,50,55.777,-2.8,0.123,-2.688,-2.688,-2.688,49.114
41:12.8,22.447516,25,11.429,50,54.924,-0.3,0.017,50,55.464,-11,0.564,-2.688,-2.688,-2.688,49.146
41:13.3,22.9270992,25,11.432,50,54.436,6.8,0.317,50,54.891,4.2,0.176,-2.688,-2.688,-2.688,49.167
41:14.2,23.8696059,25,11.435,50,54.221,11.5,0.458,50,54.525,10.8,0.67,-2.688,-2.688,-2.688,49.189
41:14.9,24.5249189,25,11.427,50,53.89,5.5,0.247,50,53.989,6.7,0.299,-2.688,-2.688,-2.688,49.194
41:15.7,25.3233377,25,11.429,50,53.875,2.7,0.123,50,53.934,3.4,0.123,-2.688,-2.688,-2.688,49.196
41:16.2,25.8029316,25,11.427,50,53.826,7.5,0.37,50,53.869,7.8,0.352,-2.688,-2.688,-2.688,49.198
41:16.7,26.3293434,25,11.423,50,53.746,10,0.476,50,53.778,10.3,0.458,-2.688,-2.688,-2.688,49.2
41:17.5,27.1132745,25,11.419,50,53.679,8.7,0.388,50,53.682,9.6,0.441,-2.688,-2.688,-2.688,49.205
41:18.0,27.5923888,25,11.423,50,53.68,3.9,0.176,50,53.658,6,0.264,-2.688,-2.688,-2.688,49.209
