Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 11:12:52 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 11:12:52.548",0,25,25.958,25,28.126,0,0,25,28.154,0,0
"2017-05-17 11:12:53.113",0.5648883,25,25.957,95,28.123,100,4.975,95,28.152,100,4.887
"2017-05-17 11:12:53.800",1.2513207,25,25.958,95,28.684,100,4.605,95,28.803,100,4.622
"2017-05-17 11:12:54.550",2.0021054,25,25.958,95,32.022,100,4.428,95,31.69,100,4.464
"2017-05-17 11:12:55.364",2.8160855,25,25.958,95,37.085,100,4.305,95,37.085,100,2.223
"2017-05-17 11:12:55.834",3.2859524,25,25.958,95,43,100,4.199,95,41.078,100,4.252
"2017-05-17 11:12:56.310",3.7612196,25,25.958,95,46.52,100,4.128,95,45.275,100,4.164
"2017-05-17 11:12:56.774",4.2258344,25,25.958,95,50.804,100,4.058,95,49.471,100,4.093
"2017-05-17 11:12:57.240",4.6920459,25,25.958,95,55.045,100,3.987,95,52.753,100,4.04
"2017-05-17 11:12:57.710",5.1613791,25,25.958,95,58.645,100,3.934,95,56.9,100,3.97
"2017-05-17 11:12:58.226",5.678192,25,25.958,95,64.149,100,3.864,95,61.406,100,3.899
"2017-05-17 11:12:58.690",6.1415781,25,25.958,95,67.778,100,3.811,95,65.944,100,3.846
"2017-05-17 11:12:59.232",6.6840381,25,25.958,95,73.017,100,3.74,95,70.385,100,3.775
"2017-05-17 11:12:59.696",7.1481245,25,25.958,95,76.436,100,3.705,95,74.714,100,3.723
"2017-05-17 11:13:00.229",7.6803959,25,25.958,95,81.357,100,3.634,95,78.915,100,3.67
"2017-05-17 11:13:00.692",8.1432659,25,25.958,95,84.565,100,3.599,95,82.993,100,3.617
"2017-05-17 11:13:01.235",8.6870724,25,25.958,95,89.169,100,3.546,95,86.921,100,3.564
"2017-05-17 11:13:01.699",9.1503653,25,25.958,95,92.171,100,3.493,95,90.695,100,3.528
"2017-05-17 11:13:02.236",9.6880229,25,25.958,95,96.46,0,0,95,94.266,0,0
"2017-05-17 11:13:02.711",10.1622484,25,25.958,95,98.96,0,0,95,97.661,0,0
"2017-05-17 11:13:03.237",10.6889513,25,25.958,95,101.442,0,0,95,100.086,0,0
"2017-05-17 11:13:03.701",11.1527858,25,25.958,95,102.302,0,0,95,101.455,0,0
"2017-05-17 11:13:04.233",11.6846363,25,25.958,95,102.7,0,0,95,101.979,0,0
"2017-05-17 11:13:04.696",12.1481721,25,25.958,95,102.536,0,0,95,101.893,0,0
"2017-05-17 11:13:05.240",12.6912672,25,25.958,95,101.869,0,0,95,101.397,20.3,0.794
"2017-05-17 11:13:05.714",13.1660605,25,25.958,95,101.222,0,0,95,100.61,0,0
"2017-05-17 11:13:06.230",13.6816274,25,25.958,95,100.09,7.8,0.299,95,99.771,5.6,0.194
"2017-05-17 11:13:06.832",14.2840353,25,25.958,95,99.044,19.7,0.794,95,98.61,24,1.023
"2017-05-17 11:13:07.303",14.754285,25,25.958,95,98.056,28,0.811,95,97.639,27.2,1.076
"2017-05-17 11:13:07.903",15.3545833,25,25.958,95,97.169,16.2,0.405,95,96.736,22.4,0.882
"2017-05-17 11:13:08.500",15.9517609,25,25.958,95,96.657,12.7,0.511,95,96.108,18.1,0.705
"2017-05-17 11:13:09.334",16.7857221,25,25.958,95,96.022,16.6,0.67,95,95.404,21.3,0.846
"2017-05-17 11:13:09.927",17.3788245,25,25.958,95,95.389,20.1,1.058,95,94.89,24.3,0.952
"2017-05-17 11:13:10.523",17.9751044,25,25.958,95,94.941,17.7,0.758,95,94.459,24,0.935
"2017-05-17 11:13:11.226",18.6772623,25,25.958,95,94.574,14.8,0.599,95,94.12,21.1,0.864
"2017-05-17 11:13:11.823",19.2743931,25,25.958,95,94.327,20.1,0.758,95,93.864,24.4,0.97
"2017-05-17 11:13:12.360",19.8121401,25,25.958,95,94.05,20.1,0.811,95,93.622,24.1,0.97
"2017-05-17 11:13:12.830",20.2821888,25,25.958,95,93.902,21.6,0.882,95,93.475,26.4,1.005
"2017-05-17 11:13:13.426",20.8776202,25,25.958,95,93.733,18,0.723,95,93.301,25.6,1.041
"2017-05-17 11:13:13.899",21.3503856,25,25.958,95,93.638,18.1,0.776,95,93.172,25.8,1.041
"2017-05-17 11:13:14.496",21.9479118,25,25.958,95,93.523,21.4,0.829,95,93.06,25.5,1.023
"2017-05-17 11:13:15.156",22.6079865,25,25.958,95,93.437,21,0.846,95,93.003,23.2,0.935
"2017-05-17 11:13:15.753",23.2047624,25,25.958,95,93.324,21.1,0.864,95,92.921,25.6,1.023
"2017-05-17 11:13:16.248",23.6995856,25,25.958,95,93.267,22.4,0.917,95,92.848,26.2,1.058
"2017-05-17 11:13:16.982",24.4337385,25,25.958,95,93.207,22.7,0.917,95,92.796,23.1,0.935
"2017-05-17 11:13:17.452",24.903596,25,25.958,95,93.164,20.6,0.829,95,92.764,24.5,0.988
"2017-05-17 11:13:18.138",25.5898138,25,25.959,95,93.123,21.6,0.882,95,92.719,25.7,1.005
"2017-05-17 11:13:18.736",26.1873372,25,25.961,95,93.099,21.2,0.741,95,92.682,24.5,1.041
"2017-05-17 11:13:19.237",26.6882252,25,25.965,95,93.061,19.2,0.776,95,92.637,26.1,1.093
"2017-05-17 11:13:19.837",27.2891635,25,25.967,95,93.047,20.8,0.741,95,92.591,25.4,0.97
