Protocol file: C:\HelixGen\Protocols\Protocol_pcr - HLG.xml,,,,,,,,,,,,,,,
Run date.time: 6/1/2017 11:18:16 AM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
18:17.4,0,25,11.423,90,26.841,0,0,90,26.88,0,0,-2.688,-2.688,-2.688,26.858
18:18.5,1.1658914,25,11.427,50,26.826,0,0,90,26.868,0,0,-2.688,-2.688,-2.688,26.847
18:19.4,1.9968874,25,11.43,50,27.214,100,4.658,50,26.863,0,0,-2.688,-2.688,-2.688,26.845
18:20.1,2.7484537,25,11.422,50,29.688,100,4.481,50,27.108,100,4.764,-2.688,-2.688,-2.688,26.878
18:20.7,3.323531,25,11.431,50,34.415,100,4.358,50,28.857,100,4.552,-2.688,-2.688,-2.688,27.167
18:21.4,3.9946622,25,11.43,50,37.893,100,4.287,50,32.258,100,4.446,-2.688,-2.688,-2.688,27.462
18:22.0,4.6503796,25,11.425,50,43.159,100,4.181,50,37.608,100,4.305,-2.688,-2.688,-2.688,27.876
18:22.6,5.2244952,25,11.433,50,48.59,100,4.093,50,42.801,100,4.217,-2.688,-2.688,-2.688,28.421
18:23.2,5.8000348,25,11.427,50,52.385,100,4.022,50,48.06,100,4.128,-2.688,-2.688,-2.688,29.876
18:23.8,6.423146,25,11.441,50,56.931,0,0,50,52.328,100,4.058,-2.688,-2.688,-2.688,30.758
18:24.5,7.0941705,25,11.437,50,61.211,0,0,50,57.174,0,0,-2.688,-2.688,-2.688,31.719
18:25.1,7.68539,25,11.432,50,64.494,0,0,50,62.215,0,0,-2.688,-2.688,-2.688,32.726
18:25.6,8.2604123,25,11.423,50,65.923,0,0,50,64.882,0,0,-2.688,-2.688,-2.688,33.739
18:26.2,8.8360991,25,11.434,50,66.495,0,0,50,66.203,0,0,-2.688,-2.688,-2.688,35.72
18:26.8,9.4427788,25,11.416,50,66.489,0,0,50,66.617,0,0,-2.688,-2.688,-2.688,36.679
18:27.5,10.1138616,25,11.42,50,66.126,0,0,50,66.465,0,0,-2.688,-2.688,-2.688,37.602
18:28.1,10.6886836,25,11.426,50,65.529,0,0,50,65.962,0,0,-2.688,-2.688,-2.688,38.483
18:28.6,11.2633419,25,11.432,50,64.796,0,0,50,65.252,0,0,-2.688,-2.688,-2.688,39.316
18:29.2,11.8392109,25,11.431,50,63.984,0,0,50,64.422,0,0,-2.688,-2.688,-2.688,40.829
18:29.9,12.5097354,25,11.429,50,63.128,0,0,50,63.53,0,0,-2.688,-2.688,-2.688,41.506
18:30.5,13.181404,25,11.427,50,62.249,0,0,50,62.602,0,0,-2.688,-2.688,-2.688,42.126
18:31.1,13.756128,25,11.425,50,61.222,0,0,50,61.52,0,0,-2.688,-2.688,-2.688,42.692
18:31.9,14.5065403,25,11.421,50,60.352,0,0,50,60.605,0,0,-2.688,-2.688,-2.688,43.681
18:32.4,14.9865994,25,11.421,50,59.36,0,0,50,59.561,0,0,-2.688,-2.688,-2.688,44.111
18:33.1,15.737328,25,11.412,50,58.664,0,0,50,58.833,0,0,-2.688,-2.688,-2.688,44.497
18:33.7,16.3284027,25,11.423,50,57.72,0,0,50,57.718,0,0,-2.688,-2.688,-2.688,45.151
18:34.3,16.9037565,25,11.42,50,56.936,0,0,50,57.04,0,0,-2.688,-2.688,-2.688,45.427
18:35.0,17.6547124,25,11.422,50,56.177,0,0,50,56.254,0,0,-2.688,-2.688,-2.688,45.668
18:35.6,18.2292402,25,11.423,50,55.202,0,0,50,55.248,0,0,-2.688,-2.688,-2.688,45.878
18:36.3,18.9005626,25,11.423,50,54.611,0,0,50,54.645,0,0,-2.688,-2.688,-2.688,46.216
18:36.8,19.4107435,25,11.424,50,53.815,0,0,50,53.828,0,0,-2.688,-2.688,-2.688,46.347
18:37.4,19.9864812,25,11.416,50,53.264,0,0,50,53.263,0,0,-2.688,-2.688,-2.688,46.454
18:38.1,20.737849,25,11.42,50,52.623,0,0,50,52.614,0,0,-2.688,-2.688,-2.688,46.538
18:38.7,21.3126637,25,11.425,50,51.903,0,0,50,51.881,0,0,-2.688,-2.688,-2.688,46.647
18:39.4,21.9839397,25,11.427,50,51.307,0,0,50,51.277,0,0,-2.688,-2.688,-2.688,46.674
18:40.0,22.6393241,25,11.421,50,50.636,0,0,50,50.597,0,0,-2.688,-2.688,-2.688,46.684
18:40.6,23.2138852,25,11.431,50,50.08,0,0,50,50.035,0,0,-2.688,-2.688,-2.688,46.678
18:41.2,23.7893107,25,11.428,50,49.543,0,0,50,49.492,0,0,-2.688,-2.688,-2.688,46.656
18:41.8,24.3969565,25,11.417,50,49.023,0,0,50,48.965,0,0,-2.688,-2.688,-2.688,46.572
18:42.4,25.0676384,25,11.426,50,48.52,0,0,50,48.46,0,0,-2.688,-2.688,-2.688,46.511
18:43.0,25.6750898,25,11.43,50,47.951,7.2,0.352,50,47.887,9.4,0.441,-2.688,-2.688,-2.688,46.439
18:43.9,26.5687092,25,11.427,50,47.448,12.4,0.599,50,47.402,11.6,0.546,-2.688,-2.688,-2.688,46.265
18:44.5,27.1448781,25,11.426,50,47.18,2.5,0.105,50,47.135,4.3,0.176,-2.688,-2.688,-2.688,46.167
18:45.1,27.7202208,25,11.428,50,47.146,0.8,0.017,50,47.083,3.3,0.123,-2.688,-2.688,-2.688,46.073
18:45.7,28.2948816,25,11.431,50,47.076,5.4,0.247,50,47.01,6.7,0.317,-2.688,-2.688,-2.688,45.984
18:46.2,28.869958,25,11.436,50,46.931,10.9,0.529,50,46.897,9.6,0.458,-2.688,-2.688,-2.688,45.817
18:47.0,29.620863,25,11.423,50,46.838,7.2,0.335,50,46.818,8,0.37,-2.688,-2.688,-2.688,45.734
18:47.6,30.1964879,25,11.427,50,46.868,2.1,0.07,50,46.817,4.4,0.194,-2.688,-2.688,-2.688,45.656
18:48.1,30.7714929,25,11.421,50,46.897,4.7,0.211,50,46.831,5.4,0.247,-2.688,-2.688,-2.688,45.585
18:48.7,31.3465192,25,11.432,50,46.84,9.4,0.458,50,46.802,8.6,0.405,-2.688,-2.688,-2.688,45.458
18:49.3,31.9215193,25,11.437,50,46.78,8.4,0.405,50,46.764,8.5,0.405,-2.688,-2.688,-2.688,45.397
18:50.0,32.6723234,25,11.438,50,46.781,4.4,0.194,50,46.749,7,0.299,-2.688,-2.688,-2.688,45.339
18:50.6,33.2478265,25,11.433,50,46.843,3.6,0.158,50,46.782,5.1,0.229,-2.688,-2.688,-2.688,45.285
18:51.3,33.9193162,25,11.437,50,46.835,7.5,0.352,50,46.786,7.2,0.335,-2.688,-2.688,-2.688,45.191
18:51.8,34.430517,25,11.423,50,46.778,8.4,0.405,50,46.757,8.2,0.37,-2.688,-2.688,-2.688,45.147
18:52.4,35.0218502,25,11.428,50,46.77,5.7,0.247,50,46.743,7.1,0.317,-2.688,-2.688,-2.688,45.104
18:53.1,35.7723717,25,11.433,50,46.806,3.4,0.141,50,46.755,5.9,0.264,-2.688,-2.688,-2.688,45.062
18:53.8,36.3959144,25,11.431,50,46.823,6.6,0.317,50,46.774,6.3,0.282,-2.688,-2.688,-2.688,44.992
18:54.4,37.0662743,25,11.438,50,46.79,8.2,0.388,50,46.761,7.9,0.37,-2.688,-2.688,-2.688,44.959
18:55.1,37.6898992,25,11.43,50,46.775,6.1,0.282,50,46.747,7.1,0.317,-2.688,-2.688,-2.688,44.927
