MeltCurveTemperature,Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4
45.0060005187988,-2710556,-5109249,-1006517,-2876489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.3419990539551,-2700483,-5045954,-1025435,-2865776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.4850006103516,-2699640,-5060019,-1049668,-2881706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.8009986877441,-2680934,-5062174,-1051629,-2882432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.0279998779297,-2681320,-5066267,-1050312,-2869715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.1559982299805,-2690668,-5116932,-1056701,-2860939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.4690017700195,-2695395,-5044947,-1077429,-2879862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.6180000305176,-2712818,-5041808,-1084274,-2860189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.8079986572266,-2679662,-4982905,-1095440,-2879483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.0470008850098,-2718580,-5014057,-1120939,-2870805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.226001739502,-2679917,-5047234,-1103630,-2860615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.5089988708496,-2688553,-5020550,-1126334,-2860611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.7410011291504,-2695327,-4983562,-1117156,-2849128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47.8190002441406,-2696849,-5035564,-1131544,-2853915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.2150001525879,-2685992,-4957038,-1156763,-2863281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.2859992980957,-2708940,-4988031,-1163616,-2870598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.5260009765625,-2686467,-5030814,-1153689,-2862237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.7849998474121,-2688354,-5059357,-1166932,-2857032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.9080009460449,-2694402,-5015576,-1165437,-2831240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.3040008544922,-2697669,-4968030,-1162454,-2858587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.3610000610352,-2683532,-4950082,-1190823,-2839966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.5929985046387,-2706686,-4943501,-1206317,-2859352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.882999420166,-2688295,-4996216,-1193795,-2861936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.9630012512207,-2697467,-4941301,-1199306,-2853517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.3950004577637,-2696916,-4992412,-1188239,-2831177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.4480018615723,-2678029,-4982364,-1196192,-2860174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.6829986572266,-2701418,-4933768,-1218568,-2843821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.0250015258789,-2687063,-4963055,-1232276,-2849577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.076000213623,-2680561,-4969760,-1235417,-2863688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
