Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 12:11:29 PM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 12:11:29.576",0,25,25.899,25,47.609,0,0,25,47.455,0,0
"2017-05-17 12:11:30.370",0.7937946,25,25.899,95,47.267,100,4.481,95,47.274,0,0
"2017-05-17 12:11:31.258",1.6815551,25,25.899,95,48.135,100,4.252,95,47.043,100,2.24
"2017-05-17 12:11:31.989",2.4124296,25,25.899,95,52.019,100,4.128,95,49.609,100,4.217
"2017-05-17 12:11:32.458",2.8813851,25,25.899,95,55.824,100,4.04,95,52.46,100,4.146
"2017-05-17 12:11:32.932",3.3560231,25,25.899,95,59.487,100,3.97,95,55.867,100,4.058
"2017-05-17 12:11:33.405",3.8289171,25,25.899,95,62.66,100,3.917,95,58.947,100,3.987
"2017-05-17 12:11:33.876",4.2997782,25,25.899,95,66.754,100,3.864,95,63.066,100,3.917
"2017-05-17 12:11:34.349",4.7726632,25,25.899,95,70.922,100,3.793,95,67.357,100,3.864
"2017-05-17 12:11:34.828",5.2516683,25,25.899,95,74.277,100,3.74,95,70.85,100,3.793
"2017-05-17 12:11:35.297",5.7208819,25,25.899,95,78.437,100,3.687,95,75.225,100,3.74
"2017-05-17 12:11:35.760",6.1840331,25,25.899,95,82.529,100,3.634,95,79.563,100,3.687
"2017-05-17 12:11:36.229",6.6527597,25,25.899,95,86.536,100,3.599,95,83.794,100,3.634
"2017-05-17 12:11:36.709",7.1323622,25,25.899,95,89.721,100,3.546,95,87.124,100,3.581
"2017-05-17 12:11:37.177",7.6005357,25,25.899,95,93.532,0,0,95,91.111,100,3.564
"2017-05-17 12:11:37.709",8.1330173,25,25.899,95,97.229,0,0,95,94.942,0,0
"2017-05-17 12:11:38.172",8.5961316,25,25.899,95,100.227,0,0,95,98.441,0,0
"2017-05-17 12:11:38.706",9.1295814,25,25.899,95,102.203,0,0,95,100.866,0,0
"2017-05-17 12:11:39.174",9.5980836,25,25.899,95,103.236,0,0,95,102.244,0,0
"2017-05-17 12:11:39.712",10.1359047,25,25.899,95,103.589,0,0,95,102.799,0,0
"2017-05-17 12:11:40.182",10.6053964,25,25.899,95,103.464,0,0,95,102.799,0,0
"2017-05-17 12:11:40.718",11.1420947,25,25.899,95,103.014,0,0,95,102.395,0,0
"2017-05-17 12:11:41.192",11.6159827,25,25.9,95,102.344,12.1,0.511,95,101.74,17.9,0.741
"2017-05-17 12:11:41.843",12.2667038,25,25.9,95,101.371,0,0,95,100.617,29,1.146
"2017-05-17 12:11:42.306",12.7296499,25,25.9,95,100.58,0,0,95,100.078,0,0
"2017-05-17 12:11:42.769",13.1928561,25,25.9,95,99.783,0,0,95,99.58,0,0
"2017-05-17 12:11:43.239",13.6623154,25,25.9,95,98.963,8.2,0.317,95,98.991,0,0
