Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 12:44:09 PM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 12:44:10.314",0,25,26.219,25,34.671,0,0,25,34.649,0,0
"2017-05-17 12:44:10.777",0.4632769,25,26.219,95,34.665,0,0,95,34.644,0,0
"2017-05-17 12:44:11.416",1.1021329,25,26.219,95,34.663,100,4.64,95,34.64,100,4.658
"2017-05-17 12:44:12.172",1.8581723,25,26.219,95,35.716,100,4.464,95,35.753,100,4.464
"2017-05-17 12:44:12.838",2.5247021,25,26.219,95,39.243,100,4.305,95,39.167,100,4.34
"2017-05-17 12:44:13.530",3.2163572,25,26.219,95,44.398,100,4.217,95,44.094,100,4.252
"2017-05-17 12:44:14.078",3.7645047,25,26.219,95,49.283,100,4.111,95,48.055,100,4.146
"2017-05-17 12:44:14.541",4.2277373,25,26.219,95,53.452,100,4.022,95,52.039,100,4.075
"2017-05-17 12:44:15.096",4.7822126,25,26.219,95,57.779,100,3.97,95,56.885,100,3.987
"2017-05-17 12:44:15.564",5.2504561,25,26.219,95,63.295,100,3.881,95,61.329,100,3.934
"2017-05-17 12:44:16.135",5.8210499,25,26.219,95,66.963,100,3.828,95,65.871,100,3.864
"2017-05-17 12:44:16.599",6.2848085,25,26.219,95,72.348,100,3.758,95,70.375,100,3.793
"2017-05-17 12:44:17.173",6.8593941,25,26.219,95,76.693,100,3.705,95,75.653,100,3.723
"2017-05-17 12:44:17.642",7.3281443,25,26.219,95,80.968,100,3.652,95,79.121,100,3.687
"2017-05-17 12:44:18.217",7.903294,25,26.219,95,85.908,100,3.599,95,84.179,100,3.617
"2017-05-17 12:44:18.680",8.3663941,25,26.219,95,89.858,100,3.546,95,88.197,100,3.564
"2017-05-17 12:44:19.212",8.8986946,25,26.219,95,93.712,0,0,95,92.085,100,3.546
"2017-05-17 12:44:19.681",9.3675338,25,26.219,95,97.355,0,0,95,95.752,0,0
"2017-05-17 12:44:20.209",9.8949309,25,26.219,95,100.34,0,0,95,98.994,0,0
"2017-05-17 12:44:20.673",10.3588979,25,26.219,95,102.216,0,0,95,101.14,0,0
"2017-05-17 12:44:21.205",10.8909608,25,26.219,95,103.175,0,0,95,102.294,0,0
"2017-05-17 12:44:21.668",11.3538562,25,26.219,95,103.422,0,0,95,102.68,0,0
"2017-05-17 12:44:22.206",11.8922888,25,26.219,95,103.199,0,0,95,102.534,0,0
"2017-05-17 12:44:22.669",12.3555211,25,26.219,95,102.658,0.1,0,95,102.027,5.3,0.194
"2017-05-17 12:44:23.207",12.8932513,25,26.218,95,101.883,0,0,95,101.27,25.2,0.988
"2017-05-17 12:44:23.671",13.3569434,25,26.218,95,101.014,0,0,95,100.452,0,0
"2017-05-17 12:44:24.208",13.89464,25,26.218,95,100.075,5.4,0.211,95,99.732,0,0
"2017-05-17 12:44:24.671",14.3575473,25,26.217,95,99.103,16.6,0.67,95,98.929,12.7,0.494
"2017-05-17 12:44:25.212",14.8981867,25,26.217,95,98.181,22.9,0.935,95,98.004,25.9,1.041
"2017-05-17 12:44:25.812",15.497786,25,26.217,95,97.296,17,0.688,95,97.025,23,0.917
"2017-05-17 12:44:26.275",15.9616049,25,26.217,95,96.769,8.2,0.317,95,96.432,18.3,0.723
"2017-05-17 12:44:27.035",16.721214,25,26.216,95,96.228,12.9,0.529,95,95.819,17.4,0.741
