MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
40.4980010986328,0,0,1880818,0,0,0,0,0,5939039,0,0,0,0,0,6653321,0,0,0,0,0,5652204,0,0,0,0,0,6427048,0,0,0
