Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 9:35:40 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 09:35:41.630",0,25,25.747,40,45.688,0,0,25,-2.709,0,0
"2017-05-17 09:35:42.985",1.355077,25,25.747,95,45.238,100,4.675,25,-2.709,0,0
"2017-05-17 09:35:44.675",3.0453949,25,25.749,95,47.842,100,4.234,25,-2.709,0,0
"2017-05-17 09:35:46.215",4.5850585,25,25.757,95,59.395,100,3.952,25,-2.709,0,0
"2017-05-17 09:35:47.198",5.5682232,25,25.757,95,71.154,100,3.811,25,-2.709,0,0
"2017-05-17 09:35:48.097",6.4678597,25,25.756,95,77.816,100,3.687,25,-2.709,0,0
"2017-05-17 09:35:48.689",7.0595241,25,25.755,95,85.059,100,3.599,25,-2.709,0,0
"2017-05-17 09:35:49.291",7.6617477,25,25.755,95,89.69,100,3.564,25,-2.709,0,0
"2017-05-17 09:35:50.497",8.8673342,25,25.752,95,94.063,0,0,25,-2.709,0,0
"2017-05-17 09:35:51.688",10.0582605,25,25.75,95,100.9,0,0,25,-2.709,0,0
"2017-05-17 09:35:52.285",10.6550248,25,25.75,95,101.837,0,0,25,-2.709,0,0
"2017-05-17 09:35:53.497",11.8672927,25,25.752,95,100.982,23.9,0.935,25,-2.709,0,0
"2017-05-17 09:35:54.694",13.0640345,25,25.753,95,99.417,24.8,1.005,25,-2.709,0,0
"2017-05-17 09:35:55.752",14.122949,25,25.754,95,98.656,19.3,0.758,25,-2.709,0,0
"2017-05-17 09:35:56.348",14.7183935,25,25.757,95,97.999,27.6,1.093,25,-2.709,0,0
"2017-05-17 09:35:57.701",16.0718138,25,25.757,95,97.673,0,0,25,-2.709,0,0
"2017-05-17 09:35:58.754",17.1248234,25,25.758,95,96.629,33.4,1.34,25,-2.709,0,0
"2017-05-17 09:35:59.352",17.7227455,25,25.758,95,95.255,25.6,1.023,25,-2.709,0,0
"2017-05-17 09:36:01.003",19.3730827,25,25.759,95,94.691,19.4,0.776,25,-2.709,0,0
"2017-05-17 09:36:02.200",20.5708919,25,25.759,95,93.969,25.1,1.005,25,-2.709,0,0
"2017-05-17 09:36:03.740",22.1108866,25,25.759,95,93.481,24.4,0.988,25,-2.709,0,0
"2017-05-17 09:36:04.448",22.8185801,25,25.759,95,93.135,24.6,0.988,25,-2.709,0,0
"2017-05-17 09:36:05.663",24.0333453,25,25.759,95,93.036,21.3,0.846,25,-2.709,0,0
"2017-05-17 09:36:07.159",25.5298306,25,25.759,95,92.931,26.2,1.058,25,-2.709,0,0
"2017-05-17 09:36:07.756",26.1260181,25,25.759,95,92.798,23.9,0.952,25,-2.709,0,0
"2017-05-17 09:36:08.481",26.8514536,25,25.759,95,92.773,22.5,0.899,25,-2.709,0,0
"2017-05-17 09:36:10.158",28.5287016,25,25.759,95,92.728,24.2,0.899,25,-2.709,0,0
"2017-05-17 09:36:11.213",29.5830236,25,25.759,95,92.688,22.1,0.882,25,-2.709,0,0
"2017-05-17 09:36:12.747",31.1175143,25,25.759,95,92.663,23.6,0.952,25,-2.709,0,0
"2017-05-17 09:36:13.460",31.8307553,25,25.759,95,92.644,25,1.005,25,-2.709,0,0
"2017-05-17 09:36:14.673",33.043927,25,25.759,95,92.629,26.4,1.058,25,-2.709,0,0
"2017-05-17 09:36:16.165",34.5353863,25,25.759,95,92.646,24,0.97,25,-2.709,0,0
"2017-05-17 09:36:17.224",35.5947442,25,25.759,95,92.633,23.5,0.952,25,-2.709,0,0
