Protocol file: C:\HelixGen\Protocols\Protocol_pcr - HLG.xml,,,,,,,,,,,,,,,
Run date.time: 6/2/2017 11:51:59 AM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
51:59.7,0,25,11.421,90,31.382,0,0,90,31.439,0,0,-2.688,-2.688,-2.688,31.803
52:00.5,0.7821325,25,11.419,50,31.341,0,0,90,31.399,0,0,-2.688,-2.688,-2.688,31.781
52:01.5,1.7572419,25,11.416,50,31.311,300,4.905,50,31.365,0,0,-2.688,-2.688,-2.688,31.743
52:02.1,2.3481668,25,11.42,50,32.721,300,4.464,50,31.415,300,4.852,-2.688,-2.688,-2.688,31.711
52:02.8,3.1152499,25,11.422,50,35.017,300,4.393,50,31.713,300,4.605,-2.688,-2.688,-2.688,31.716
52:03.4,3.6591563,25,11.421,50,39.942,300,4.252,50,35.16,300,4.428,-2.688,-2.688,-2.688,31.755
52:04.0,4.234192,25,11.418,50,43.516,300,4.181,50,37.791,300,4.322,-2.688,-2.688,-2.688,31.846
52:04.6,4.9049544,25,11.42,50,48.029,300,4.111,50,42.438,300,4.234,-2.688,-2.688,-2.688,32.252
52:05.1,5.3996556,25,11.419,50,53.306,300,4.022,50,48.336,300,4.128,-2.688,-2.688,-2.688,32.604
52:05.9,6.1671714,25,11.429,50,57.137,300,3.97,50,52.531,300,4.058,-2.688,-2.688,-2.688,33.075
52:06.4,6.662442,25,11.417,50,62.771,-100,4.905,50,59.097,300,3.952,-2.688,-2.688,-2.688,33.673
52:07.0,7.2371832,25,11.427,50,66.497,-100,4.746,50,62.523,-100,4.993,-2.688,-2.688,-2.688,34.404
52:07.6,7.9084301,25,11.425,50,69.229,-100,4.675,50,67.251,-100,4.799,-2.688,-2.688,-2.688,36.241
52:08.1,8.3871288,25,11.427,50,70.106,-65.5,3.123,50,70.058,-100,4.746,-2.688,-2.688,-2.688,37.286
52:08.9,9.1544264,25,11.427,50,69.729,-19.5,0.97,50,70.419,-65.7,3.193,-2.688,-2.688,-2.688,38.342
52:09.4,9.6661987,25,11.425,50,68.654,18.8,0.864,50,69.408,7.9,0.335,-2.688,-2.688,-2.688,39.353
52:10.3,10.5765669,25,11.428,50,67.772,22.8,1.005,50,68.51,21.4,0.97,-2.688,-2.688,-2.688,41.147
52:10.8,11.0560467,25,11.428,50,67.157,6.4,0.282,50,67.395,13.8,0.617,-2.688,-2.688,-2.688,41.922
52:11.3,11.6152191,25,11.422,50,67.054,3.1,0.123,50,67.172,5.9,0.247,-2.688,-2.688,-2.688,42.624
52:12.1,12.381665,25,11.426,50,66.93,10.6,0.476,50,67.045,6.2,0.264,-2.688,-2.688,-2.688,43.88
52:12.7,12.9575714,25,11.429,50,66.648,19.2,0.864,50,66.683,20.3,0.917,-2.688,-2.688,-2.688,44.46
52:13.6,13.8996831,25,11.427,50,66.435,16,0.723,50,66.477,17.5,0.776,-2.688,-2.688,-2.688,45.52
52:14.2,14.507383,25,11.426,50,66.471,7.7,0.335,50,66.435,10.6,0.458,-2.688,-2.688,-2.688,46.013
52:15.0,15.2738868,25,11.428,50,66.485,13.1,0.582,50,66.445,11.4,0.494,-2.688,-2.688,-2.688,46.483
52:15.6,15.8490477,25,11.425,50,66.365,18.1,0.829,50,66.36,17.2,0.776,-2.688,-2.688,-2.688,46.93
52:16.5,16.7919364,25,11.426,50,66.323,-100,4.887,50,66.303,16.2,0.705,-2.688,-2.688,-2.688,47.787
52:17.0,17.2868525,25,11.423,50,65.734,-100,4.658,50,66.276,-100,5.222,-2.688,-2.688,-2.688,48.182
52:17.8,18.0543355,25,11.426,50,64.76,-100,4.587,50,66.165,-100,4.781,-2.688,-2.688,-2.688,48.921
52:18.3,18.6134267,25,11.426,50,62.755,-100,4.552,50,65.124,-100,4.675,-2.688,-2.688,-2.688,49.238
52:18.8,19.092548,25,11.424,50,61.028,-100,4.534,50,63.506,-100,4.658,-2.688,-2.688,-2.688,49.512
52:19.7,19.9391189,25,11.427,50,59.801,-20.2,0.952,50,61.854,-100,4.658,-2.688,-2.688,-2.688,49.905
52:20.1,20.4185663,25,11.423,50,57.148,12.2,0.582,50,58.997,8.5,0.388,-2.688,-2.688,-2.688,50.025
52:20.9,21.1851813,25,11.419,50,56.136,8.8,0.405,50,57.306,22.8,1.093,-2.688,-2.688,-2.688,50.101
52:21.4,21.6651563,25,11.432,50,55.343,-3.5,0.158,50,55.783,-3.4,0.141,-2.688,-2.688,-2.688,50.143
52:22.0,22.239815,25,11.427,50,55.023,-3.8,0.176,50,55.481,-11.8,0.599,-2.688,-2.688,-2.688,50.159
52:22.6,22.9106746,25,11.429,50,54.704,2.4,0.088,50,55.128,-3.7,0.158,-2.688,-2.688,-2.688,50.151
52:23.1,23.3901516,25,11.426,50,54.322,8.7,0.405,50,54.647,7.9,0.352,-2.688,-2.688,-2.688,50.138
52:24.0,24.2527705,25,11.432,50,54.126,8.9,0.423,50,54.259,13.1,0.617,-2.688,-2.688,-2.688,50.119
52:24.5,24.7323492,25,11.427,50,53.93,3.1,0.123,50,54.021,5.2,0.211,-2.688,-2.688,-2.688,50.099
52:25.3,25.5466141,25,11.436,50,53.921,1.8,0.052,50,53.967,2.6,0.088,-2.688,-2.688,-2.688,50.057
52:25.8,26.0268545,25,11.437,50,53.854,7.5,0.352,50,53.882,7.4,0.335,-2.688,-2.688,-2.688,50.035
52:26.5,26.7767425,25,11.441,50,53.747,10.9,0.458,50,53.759,9.6,0.441,-2.688,-2.688,-2.688,50.015
52:27.2,27.4482426,25,11.435,50,53.698,6.6,0.282,50,53.706,6.9,0.299,-2.688,-2.688,-2.688,49.98
52:27.7,27.9271484,25,11.431,50,53.736,2.8,0.105,50,53.709,4.3,0.176,-2.688,-2.688,-2.688,49.963
52:28.5,28.7739487,25,11.435,50,53.754,4.8,0.211,50,53.719,5.5,0.247,-2.688,-2.688,-2.688,49.949
52:29.0,29.2535627,25,11.433,50,53.7,9,0.423,50,53.681,8.1,0.37,-2.688,-2.688,-2.688,49.937
52:29.7,30.0204611,25,11.426,50,53.664,8.2,0.388,50,53.652,8.3,0.388,-2.688,-2.688,-2.688,49.916
52:30.3,30.6109631,25,11.437,50,53.684,3.8,0.158,50,53.652,6.1,0.264,-2.688,-2.688,-2.688,49.907
52:30.8,31.0910218,25,11.43,50,53.714,5.1,0.229,50,53.669,6,0.264,-2.688,-2.688,-2.688,49.899
52:31.7,31.9368141,25,11.435,50,53.71,6.8,0.317,50,53.669,6.7,0.299,-2.688,-2.688,-2.688,49.887
52:32.1,32.4164765,25,11.437,50,53.66,8.5,0.388,50,53.641,8,0.37,-2.688,-2.688,-2.688,49.882
52:32.9,33.2153006,25,11.42,50,53.66,6.5,0.299,50,53.635,7.7,0.352,-2.688,-2.688,-2.688,49.877
52:33.4,33.6948387,25,11.432,50,53.695,4.5,0.194,50,53.653,5.9,0.264,-2.688,-2.688,-2.688,49.871
52:34.0,34.270137,25,11.431,50,53.699,6.1,0.282,50,53.657,6.7,0.299,-2.688,-2.688,-2.688,49.867
52:34.7,34.9410996,25,11.432,50,53.68,7.8,0.37,50,53.649,7.4,0.335,-2.688,-2.688,-2.688,49.86
52:35.1,35.4197634,25,11.437,50,53.661,6.9,0.317,50,53.637,7.5,0.335,-2.688,-2.688,-2.688,49.859
52:35.9,36.1866602,25,11.432,50,53.669,5.6,0.247,50,53.639,6.2,0.282,-2.688,-2.688,-2.688,49.857
52:36.4,36.698693,25,11.428,50,53.69,5.8,0.264,50,53.65,6.7,0.299,-2.688,-2.688,-2.688,49.855
52:37.0,37.2737066,25,11.431,50,53.688,6.6,0.317,50,53.648,7.5,0.335,-2.688,-2.688,-2.688,49.854
52:37.7,37.9446007,25,11.435,50,53.671,7.1,0.317,50,53.643,7.8,0.352,-2.688,-2.688,-2.688,49.854
