Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 3:23:15 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
23:16.8,0,25,11.426,95,30.439,0,0,95,30.357,0,0,-2.688,-2.688,-2.688,35.611
23:18.2,1.4453115,25,11.422,50,30.465,0,0,95,30.413,0,0,-2.688,-2.688,-2.688,35.062
23:19.2,2.3897658,25,11.42,50,30.543,100,4.675,50,30.458,0,0,-2.688,-2.688,-2.688,34.738
23:20.2,3.3824694,25,11.433,50,33.288,100,4.411,50,30.762,100,4.834,-2.688,-2.688,-2.688,34.488
23:21.1,4.3079292,25,11.435,50,38.611,100,4.287,50,32.414,100,4.517,-2.688,-2.688,-2.688,34.447
23:21.8,4.9847672,25,11.423,50,44.88,100,4.164,50,37.867,100,4.322,-2.688,-2.688,-2.688,34.885
23:22.6,5.7726397,25,11.419,50,50.019,100,4.075,50,43.518,100,4.217,-2.688,-2.688,-2.688,35.43
23:23.4,6.6192841,25,11.42,50,55.979,0,0,50,49.603,100,4.111,-2.688,-2.688,-2.688,37.085
23:24.2,7.4209657,25,11.43,50,60.736,0,0,50,57.086,0,0,-2.688,-2.688,-2.688,39.496
23:24.9,8.0946645,25,11.424,50,63.307,0,0,50,61.775,0,0,-2.688,-2.688,-2.688,40.809
23:25.8,9.0032538,25,11.426,50,64.271,0,0,50,63.795,0,0,-2.688,-2.688,-2.688,42.929
23:26.6,9.7988185,25,11.425,50,64.434,0,0,50,64.572,0,0,-2.688,-2.688,-2.688,43.785
23:27.4,10.6463474,25,11.42,50,64.013,0,0,50,64.319,0,0,-2.688,-2.688,-2.688,45.186
23:28.1,11.3178336,25,11.421,50,63.302,0,0,50,63.621,0,0,-2.688,-2.688,-2.688,45.765
23:28.9,12.1178377,25,11.419,50,62.55,0,0,50,62.826,0,0,-2.688,-2.688,-2.688,46.712
23:29.7,12.8990891,25,11.42,50,61.622,0,0,50,61.821,0,0,-2.688,-2.688,-2.688,47.439
23:30.6,13.8102441,25,11.428,50,60.66,1.1,0.035,50,60.784,2.6,0.088,-2.688,-2.688,-2.688,47.732
23:31.3,14.4846661,25,11.421,50,59.589,7.8,0.352,50,59.656,7.5,0.335,-2.688,-2.688,-2.688,48.199
23:32.1,15.2857036,25,11.42,50,58.885,3.1,0.123,50,59.042,1.9,0.052,-2.688,-2.688,-2.688,48.395
23:32.8,15.983036,25,11.424,50,58.26,2.8,0.123,50,58.277,5.4,0.229,-2.688,-2.688,-2.688,48.733
23:33.7,16.8895227,25,11.423,50,57.723,8.9,0.423,50,57.795,6.6,0.282,-2.688,-2.688,-2.688,48.994
23:34.7,17.9330119,25,11.424,50,57.117,4.9,0.211,50,57.123,4.8,0.194,-2.688,-2.688,-2.688,49.204
23:35.5,18.7095612,25,11.424,50,56.661,5.8,0.247,50,56.612,7.5,0.335,-2.688,-2.688,-2.688,49.298
23:36.3,19.5089364,25,11.425,50,56.27,9.6,0.441,50,56.235,8.2,0.37,-2.688,-2.688,-2.688,49.452
23:37.0,20.1848312,25,11.424,50,55.979,4.2,0.176,50,55.937,7,0.299,-2.688,-2.688,-2.688,49.52
23:37.9,21.095014,25,11.422,50,55.814,8.1,0.37,50,55.713,9.5,0.441,-2.688,-2.688,-2.688,49.645
23:39.2,22.3761547,25,11.426,50,55.577,11.2,0.529,50,55.505,9.7,0.441,-2.688,-2.688,-2.688,49.815
23:39.8,23.0450514,25,11.418,50,55.486,4.5,0.194,50,55.418,7.9,0.37,-2.688,-2.688,-2.688,49.872
23:40.9,24.0709119,25,11.421,50,55.435,10.4,0.494,50,55.35,11,0.511,-2.688,-2.688,-2.688,49.976
23:41.8,24.973806,25,11.422,50,55.34,5.9,0.247,50,55.302,8.4,0.388,-2.688,-2.688,-2.688,50.072
