Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 1:05:42 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
05:43.0,0,25,26.029,90,29.26,0,0,90,29.287,0,0,-2.688,-2.688,-2.688,29.133
05:44.2,1.1813285,25,26.029,95,29.228,0,0,90,29.264,0,0,-2.688,-2.688,-2.688,29.109
05:45.3,2.3377126,25,26.029,95,29.204,100,4.922,95,29.241,0,0,-2.688,-2.688,-2.688,29.077
05:46.8,3.7687525,25,26.029,95,32.63,100,4.428,95,29.505,100,4.817,-2.688,-2.688,-2.688,29.286
05:47.7,4.6870296,25,26.029,95,39.492,100,4.287,95,32.153,100,4.464,-2.688,-2.688,-2.688,29.563
05:48.4,5.4375679,25,26.029,95,45.978,100,4.164,95,38.281,100,4.305,-2.688,-2.688,-2.688,30.699
05:49.3,6.2940634,25,26.029,95,51.138,100,4.058,95,45.107,100,4.181,-2.688,-2.688,-2.688,32.521
05:50.0,6.9770753,25,26.03,95,57.912,100,3.97,95,52.013,100,4.058,-2.688,-2.688,-2.688,33.677
05:50.8,7.8241485,25,26.031,95,63.493,100,3.881,95,58.673,100,3.952,-2.688,-2.688,-2.688,36.384
05:51.6,8.606462,25,26.036,95,69.753,100,3.793,95,65.671,100,3.846,-2.688,-2.688,-2.688,37.894
05:52.6,9.6480729,25,26.04,95,75.809,100,3.723,95,72.418,100,3.775,-2.688,-2.688,-2.688,41.023
05:53.4,10.4319872,25,26.041,95,83.023,100,3.617,95,80.391,100,3.67,-2.688,-2.688,-2.688,44.343
05:54.3,11.2901217,25,26.041,95,88.481,100,3.564,95,86.361,100,3.599,-2.688,-2.688,-2.688,47.681
05:55.1,12.1059054,25,26.041,95,94.294,100,3.493,95,91.966,100,3.528,-2.688,-2.688,-2.688,49.368
05:55.8,12.7818901,25,26.041,95,99.175,100,3.423,95,97.214,100,3.458,-2.688,-2.688,-2.688,52.851
05:56.7,13.6929512,25,26.041,95,103.233,100,3.387,95,101.485,100,3.405,-2.688,-2.688,-2.688,54.676
05:57.4,14.4375388,25,26.041,95,108.176,100,3.334,95,106.656,100,3.352,-2.688,-2.688,-2.688,58.411
05:58.3,15.3160051,25,26.041,95,111.82,100,3.281,95,110.953,100,3.299,-2.688,-2.688,-2.688,62.257
05:59.0,16.0038839,25,26.041,95,116.256,100,3.228,95,115.5,100,3.264,-2.688,-2.688,-2.688,64.213
05:59.8,16.8356496,25,26.041,95,119.507,40.2,1.34,95,118.721,100,3.228,-2.688,-2.688,-2.688,68.149
06:04.2,21.222635,25,26.041,95,124.166,100,0,95,119.754,100,0,-2.688,-2.688,-2.688,81.913
06:04.9,21.9095223,25,26.053,95,116.862,100,3.37,95,116.857,100,3.387,-2.688,-2.688,-2.688,82.713
06:05.8,22.8263109,25,26.053,95,117.244,100,3.299,95,117.074,100,3.334,-2.688,-2.688,-2.688,84.329
06:07.0,24.042553,25,26.053,95,119.469,100,3.246,95,119.082,100,3.281,-2.688,-2.688,-2.688,86.277
06:10.9,27.9556169,25,26.053,95,123.222,100,0,95,120.404,100,0,-2.688,-2.688,-2.688,93.661
06:11.8,28.8334699,25,26.053,95,116.109,0,0,95,116.902,0,0,-2.688,-2.688,-2.688,94.472
06:12.6,29.6200997,25,26.053,95,113.907,0,0,95,115.823,0,0,-2.688,-2.688,-2.688,94.813
06:13.7,30.6709574,25,26.053,95,111.848,66.8,2.593,95,114.249,0,0,-2.688,-2.688,-2.688,95.295
06:14.4,31.4584902,25,26.053,95,109.804,13.9,0.511,95,111.158,87.7,3.228,-2.688,-2.688,-2.688,95.497
06:15.3,32.3105766,25,26.053,95,109.516,0,0,95,109.62,14.1,0.511,-2.688,-2.688,-2.688,95.59
06:16.1,33.1263747,25,26.053,95,108.731,29.8,1.146,95,109.399,6.6,0.229,-2.688,-2.688,-2.688,95.673
06:16.8,33.8134736,25,26.053,95,107.826,25,0.952,95,108.413,38.8,1.482,-2.688,-2.688,-2.688,95.768
06:18.0,35.0057436,25,26.053,95,107.182,17.3,0.635,95,107.4,15.3,0.529,-2.688,-2.688,-2.688,95.738
06:19.0,35.9699595,25,26.044,95,106.312,22.7,1.005,95,106.64,25.7,0.97,-2.688,-2.688,-2.688,95.699
06:19.8,36.8381201,25,26.041,95,105.682,33.2,1.27,95,105.877,26.5,1.005,-2.688,-2.688,-2.688,95.601
06:20.7,37.7545183,25,26.041,95,105.302,34.6,1.305,95,105.4,36.4,1.376,-2.688,-2.688,-2.688,95.481
06:21.6,38.6280311,25,26.041,95,105.258,18.8,0.758,95,105.219,27.1,1.023,-2.688,-2.688,-2.688,95.43
06:22.8,39.7987688,25,26.041,95,105.276,29.7,1.146,95,105.218,29.7,1.129,-2.688,-2.688,-2.688,95.321
06:23.7,40.7199075,25,26.041,95,105.106,34.1,1.305,95,105.098,33.4,1.323,-2.688,-2.688,-2.688,95.274
06:24.9,41.8905061,25,26.041,95,105.276,18.9,0.723,95,105.193,26.5,1.005,-2.688,-2.688,-2.688,95.17
06:25.8,42.7995028,25,26.047,95,105.186,40.7,1.57,95,105.138,36,1.358,-2.688,-2.688,-2.688,95.114
06:26.7,43.7188219,25,26.049,95,105.16,22.5,0.864,95,105.131,29.6,1.164,-2.688,-2.688,-2.688,95.081
06:27.6,44.6357731,25,26.05,95,105.353,18.5,0.705,95,105.229,27.7,1.058,-2.688,-2.688,-2.688,95.049
06:28.7,45.6843219,25,26.05,95,105.179,39.3,1.499,95,105.173,34.7,1.305,-2.688,-2.688,-2.688,95.023
06:29.9,46.8707289,25,26.051,95,105.222,10.7,0.405,95,105.193,20.5,0.776,-2.688,-2.688,-2.688,94.978
06:31.0,48.0101625,25,26.051,95,105.306,36.6,2.54,95,105.282,14.7,0.546,-2.688,-2.688,-2.688,94.974
06:32.6,49.5762926,25,26.052,95,105.359,34.9,1.905,95,105.271,43.6,1.676,-2.688,-2.688,-2.688,94.954
06:33.9,50.8709751,25,26.053,95,106.975,0,0,95,105.603,100,3.687,-2.688,-2.688,-2.688,95.089
06:35.2,52.1662229,25,26.053,95,106.276,57.2,2.117,95,106.634,0,0,-2.688,-2.688,-2.688,95.181
