MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
49.8209991455078,0,0,3157493,0
52.1940002441406,0,0,3115956,0
55.0299987792969,0,0,3094118,0
58.273998260498,0,0,3079423,0
61.6069984436035,0,0,3066519,0
64.9660034179688,0,0,3058332,0
68.3249969482422,0,0,3049196,0
71.6869964599609,0,0,3042848,0
