Protocol file: C:\HelixGen\Protocols\Protocol_111.xml
PCR Cycle#, Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,0,0,0,0,0,0,18422909,16464292,18588893,15624250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0
2,0,0,0,0,0,0,0,0,19284256,17202815,19084521,16114619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
3,0,0,0,0,0,0,0,0,19481342,17437035,19183548,16231511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
4,0,0,0,0,0,0,0,0,19767410,17466119,19041140,16176941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,0,0,0
5,0,0,0,0,0,0,0,0,19717844,17362539,18862666,16027257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,0,0,0
6,0,0,0,0,0,0,0,0,19347879,16930206,18277517,15588431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0
7,0,0,0,0,0,0,0,0,19244032,17373049,18607183,15938630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
8,0,0,0,0,0,0,0,0,20151667,17758614,18755194,16008325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
9,0,0,0,0,0,0,0,0,20223427,17938541,18800516,16042305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
10,0,0,0,0,0,0,0,0,20632116,18051808,18736893,15947799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.75,0,0,0
11,0,0,0,0,0,0,0,0,20565352,18094912,18708818,16064335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,0,0,0
12,0,0,0,0,0,0,0,0,21109685,18443381,19006448,16285100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,0,0,0
13,0,0,0,0,0,0,0,0,21389102,18835490,19193241,16395803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0
14,0,0,0,0,0,0,0,0,21748298,19033401,19323309,16568033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0
15,0,0,0,0,0,0,0,0,21901315,19327858,19479264,16671028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
16,0,0,0,0,0,0,0,0,22359462,19702512,19680153,16849569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0
17,0,0,0,0,0,0,0,0,22824093,20017388,19838666,17021205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0
18,0,0,0,0,0,0,0,0,23106589,20314490,19913062,17102870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0
19,0,0,0,0,0,0,0,0,23230337,20299830,19986411,17079674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,0,0,0
20,0,0,0,0,0,0,0,0,23302651,20313918,20056916,17216594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
21,0,0,0,0,0,0,0,0,23434891,20578651,20037505,17097716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
22,0,0,0,0,0,0,0,0,23418645,20561440,19959279,17176922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,0,0,0
23,0,0,0,0,0,0,0,0,23540682,20649166,20067379,17383470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
24,0,0,0,0,0,0,0,0,23718386,20874027,20245501,17516334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
25,0,0,0,0,0,0,0,0,23915320,21227185,20444966,17621922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
26,0,0,0,0,0,0,0,0,24122272,21659221,20555989,17698178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
27,0,0,0,0,0,0,0,0,24224215,21774236,20719120,17898871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,0,0,0
28,0,0,0,0,0,0,0,0,24599523,22099745,20829679,18063124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0
29,0,0,0,0,0,0,0,0,24797383,22387436,21079504,18497774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0
30,0,0,0,0,0,0,0,0,25168405,22500276,21209254,18681360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0
31,0,0,0,0,0,0,0,0,25318251,22913176,21509565,18752240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.75,0,0,0
32,0,0,0,0,0,0,0,0,25539411,22765461,21447749,18968718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
33,0,0,0,0,0,0,0,0,25590722,22896642,21647906,19041543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
34,0,0,0,0,0,0,0,0,25632925,23186619,21915501,19273539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
35,0,0,0,0,0,0,0,0,25982759,23466751,22091028,19507857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0,0
36,0,0,0,0,0,0,0,0,26390458,23736514,22369988,19775439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
37,0,0,0,0,0,0,0,0,26596088,23756292,22321833,19709546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
38,0,0,0,0,0,0,0,0,26585399,23677057,22296664,19844949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
39,0,0,0,0,0,0,0,0,26557162,23732223,22560494,19892798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
40,0,0,0,0,0,0,0,0,26670163,23791878,22403188,19963553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75,0,0,0
41,0,0,0,0,0,0,0,0,26549851,23653741,22459011,20020940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
42,0,0,0,0,0,0,0,0,26722899,23681088,22428028,19947055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
43,0,0,0,0,0,0,0,0,26619162,23765399,22650897,19971416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
44,0,0,0,0,0,0,0,0,26704232,24155699,22826920,20137414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
45,0,0,0,0,0,0,0,0,26911873,24404659,23093561,20504904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
46,0,0,0,0,0,0,0,0,27305286,24777503,23470338,20815824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.25,0,0,0
47,0,0,0,0,0,0,0,0,27384222,24685956,23468140,20965814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
