Protocol file: C:\HelixGen\Protocols\Protocol_111.xml
PCR Cycle#, Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,0,0,0,0,0,0,9738340,9738340,9738340,9664261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0
2,0,0,0,0,0,0,0,0,9537164,9537164,9537164,9524499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
3,0,0,0,0,0,0,0,0,9453684,9453684,9453684,9442276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25,0,0,0
4,0,0,0,0,0,0,0,0,9401642,9401642,9401642,9392217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
5,0,0,0,0,0,0,0,0,9350289,9350289,9350289,9350292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.75,0,0,0
6,0,0,0,0,0,0,0,0,9326298,9326298,9326298,9313900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,0,0,0
7,0,0,0,0,0,0,0,0,9291522,9291522,9291522,9294335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.25,0,0,0
8,0,0,0,0,0,0,0,0,9276145,9276145,9276145,9259530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,0,0
9,0,0,0,0,0,0,0,0,9238833,9238833,9238833,9253485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
10,0,0,0,0,0,0,0,0,9235695,9235695,9235695,9224141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0
11,0,0,0,0,0,0,0,0,9209879,9209879,9209879,9219102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0
12,0,0,0,0,0,0,0,0,9204980,9204980,9204980,9195102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
13,0,0,0,0,0,0,0,0,9180945,9180945,9180945,9194594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,0,0,0
14,0,0,0,0,0,0,0,0,9184877,9184877,9184877,9172025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
15,0,0,0,0,0,0,0,0,9159303,9159303,9159303,9166984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
