MeltCurveTemperature,Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731221,2583661,2499461,2714108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731221,2583661,2499461,2714108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732639,2584156,2498859,2715691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731221,2583661,2499461,2714108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732639,2584156,2498859,2715691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732736,2583440,2499176,2716447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731221,2583661,2499461,2714108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732639,2584156,2498859,2715691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732736,2583440,2499176,2716447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732847,2584079,2499368,2716596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2732403,2583036,2499477,2715479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732126,2583752,2499124,2715884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732012,2584165,2499609,2716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731221,2583661,2499461,2714108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732639,2584156,2498859,2715691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732736,2583440,2499176,2716447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732847,2584079,2499368,2716596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732356,2584206,2499571,2715800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
