Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 9:54:19 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 09:54:20.358",0,25,26.124,25,42.889,0,0,40,45.562,0,0
"2017-05-17 09:54:21.135",0.7772936,25,26.124,95,43.22,100,4.464,95,46.21,100,4.569
"2017-05-17 09:54:22.012",1.6542856,25,26.124,95,45.059,100,4.27,95,47.072,100,4.358
"2017-05-17 09:54:22.691",2.3325982,25,26.124,95,49.339,100,4.164,95,50.306,100,4.181
"2017-05-17 09:54:23.155",2.7965928,25,26.124,95,53.427,100,4.058,95,53.222,100,4.128
"2017-05-17 09:54:23.624",3.2657625,25,26.124,95,56.423,100,4.005,95,55.816,100,4.04
"2017-05-17 09:54:24.092",3.734329,25,26.127,95,60.481,100,3.934,95,59.389,100,3.97
"2017-05-17 09:54:24.561",4.2031602,25,26.132,95,64.722,100,3.881,95,63.278,100,3.917
"2017-05-17 09:54:25.030",4.6722568,25,26.134,95,68.978,100,3.811,95,66.532,100,3.846
"2017-05-17 09:54:25.504",5.1458429,25,26.135,95,72.386,100,3.758,95,70.627,100,3.793
"2017-05-17 09:54:25.973",5.6150371,25,26.135,95,76.56,100,3.705,95,74.746,100,3.74
"2017-05-17 09:54:26.436",6.077911,25,26.135,95,80.634,100,3.652,95,78.018,100,3.687
"2017-05-17 09:54:26.904",6.5459176,25,26.135,95,83.854,100,3.617,95,82.059,100,3.634
"2017-05-17 09:54:27.428",7.0694318,25,26.135,95,87.766,100,3.564,95,86.003,100,3.581
"2017-05-17 09:54:27.901",7.5426445,25,26.135,95,91.546,100,3.511,95,89.826,100,3.546
"2017-05-17 09:54:28.423",8.0647327,25,26.135,95,95.203,0,0,95,93.498,0,0
"2017-05-17 09:54:28.896",8.5383229,25,26.134,95,98.452,0,0,95,96.957,0,0
"2017-05-17 09:54:29.425",9.0668177,25,26.135,95,100.703,0,0,95,99.668,0,0
"2017-05-17 09:54:29.898",9.5398737,25,26.135,95,101.949,0,0,95,101.234,0,0
"2017-05-17 09:54:30.429",10.0713489,25,26.135,95,102.439,0,0,95,101.896,0,0
"2017-05-17 09:54:30.899",10.540864,25,26.135,95,102.375,0,0,95,101.903,0,0
"2017-05-17 09:54:31.564",11.2061026,25,26.135,95,101.921,3.8,0.123,95,101.499,21,0.829
"2017-05-17 09:54:32.154",11.7963069,25,26.134,95,100.742,33.6,1.323,95,100.318,32,1.252
"2017-05-17 09:54:32.624",12.2654634,25,26.133,95,100.147,0,0,95,99.724,30.6,1.199
"2017-05-17 09:54:33.086",12.7282888,25,26.132,95,99.583,0,0,95,99.222,0,0
