MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
49.7980003356934,0,0,3865216,0
52.2620010375977,0,0,3814149,0
55.2350006103516,0,0,3786648,0
58.576000213623,0,0,3769997,0
62.0530014038086,0,0,3753656,0
65.5559997558594,0,0,3741111,0
68.9680023193359,0,0,3731033,0
72.4240036010742,0,0,3720465,0
