Protocol file: C:\HelixGen\Protocols\Protocol_111.xml
PCR Cycle#, Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,0,0,0,0,0,0,8313045,6526873,13081670,5206386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,0,0,0
2,0,0,0,0,0,0,0,0,3538402,5559284,6771382,5746889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
3,0,0,0,0,0,0,0,0,3547618,5507607,4438070,5644178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0,0
4,0,0,0,0,0,0,0,0,3450293,4965032,4290920,5643031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.25,0,0,0
5,0,0,0,0,0,0,0,0,3434196,4903790,4332348,5534875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25,0,0,0
6,0,0,0,0,0,0,0,0,3427054,4872342,4305282,5544912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.75,0,0,0
7,0,0,0,0,0,0,0,0,3384513,4878271,4293420,5527823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,0,0,0
8,0,0,0,0,0,0,0,0,3396016,5427470,6471495,5537632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.75,0,0,0
9,0,0,0,0,0,0,0,0,3278565,5198337,6575196,5328705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,0,0,0
10,0,0,0,0,0,0,0,0,3434384,5345835,6641096,5462721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.75,0,0,0
11,0,0,0,0,0,0,0,0,3380379,5365917,6521419,5468367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
12,0,0,0,0,0,0,0,0,3405674,5308853,6683152,5453808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
13,0,0,0,0,0,0,0,0,3353191,5224926,6494242,5461357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.25,0,0,0
14,0,0,0,0,0,0,0,0,3414838,5354431,6542212,5473652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.25,0,0,0
15,0,0,0,0,0,0,0,0,3268866,5346134,6328620,5321471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0
16,0,0,0,0,0,0,0,0,3326877,5343165,6345851,5440777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0
17,0,0,0,0,0,0,0,0,3307740,4771820,4247832,5300984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0
18,0,0,0,0,0,0,0,0,3398251,4797532,4251847,5481333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0
19,0,0,0,0,0,0,0,0,4005517,4864883,4208497,8453134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
20,0,0,0,0,0,0,0,0,3917417,4738216,4310724,8200067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
21,0,0,0,0,0,0,0,0,4078129,4770917,4288770,8452836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
22,0,0,0,0,0,0,0,0,4101403,4774907,4251240,8540929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
23,0,0,0,0,0,0,0,0,4027102,4740077,4153446,8505080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
24,0,0,0,0,0,0,0,0,4094113,4845977,4246853,8509258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
25,0,0,0,0,0,0,0,0,4025710,4837814,4251017,8587840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
26,0,0,0,0,0,0,0,0,4107725,4909725,4193933,8459147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0
27,0,0,0,0,0,0,0,0,4087174,4896485,4201884,8442889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
28,0,0,0,0,0,0,0,0,4014716,4820580,4208323,8588329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0
29,0,0,0,0,0,0,0,0,4005326,4824975,4228447,8535033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
30,0,0,0,0,0,0,0,0,3339936,4767969,4295204,5451594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
31,0,0,0,0,0,0,0,0,3285824,5178621,6706425,5350637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0
32,0,0,0,0,0,0,0,0,3355917,5297457,6638613,5462357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
33,0,0,0,0,0,0,0,0,3437913,5276463,6550032,5450038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
34,0,0,0,0,0,0,0,0,3363668,5363125,6434373,5464263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
35,0,0,0,0,0,0,0,0,3355229,5325310,6491258,5385449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
36,0,0,0,0,0,0,0,0,3391146,5376108,6435569,5506119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
