MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
39.9160003662109,0,0,2205523,0
42.4659996032715,0,0,2183792,0
45.4290008544922,0,0,2164516,0
50.2540016174316,0,0,2163070,0
53.6640014648438,0,0,2160500,0
56.9939994812012,0,0,2157402,0
62.0550003051758,0,0,2152508,0
65.3860015869141,0,0,2158402,0
72.0770034790039,0,0,2151834,0
75.4020004272461,0,0,2149154,0
78.7239990234375,0,0,2147647,0
