MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
49.8540000915527,0,0,2412108,0
52.0830001831055,0,0,2387362,0
54.7779998779297,0,0,2377361,0
58.0530014038086,0,0,2372016,0
61.3849983215332,0,0,2367162,0
64.7389984130859,0,0,2363769,0
68.0999984741211,0,0,2362636,0
71.4580001831055,0,0,2360803,0
74.7720031738281,0,0,2358379,0
