Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/22/2017 4:33:00 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
33:01.2,0,0,26.493,90,25.719,0,0,90,25.749,0,0,-2.688,-2.688,-2.688,25.691
33:02.7,1.5077192,0,26.496,95,25.716,100,5.416,90,25.749,0,0,-2.688,-2.688,-2.688,25.691
33:03.6,2.4399191,0,26.502,95,27.93,100,4.587,95,25.927,100,4.817,-2.688,-2.688,-2.688,25.744
33:04.3,3.1273396,0,26.501,95,33.03,100,4.393,95,28.51,100,4.552,-2.688,-2.688,-2.688,25.86
33:05.2,4.0386235,0,26.494,95,37.967,100,4.287,95,32.271,100,4.411,-2.688,-2.688,-2.688,26.451
33:06.1,4.9528555,0,26.493,95,45.033,100,4.164,95,39.546,100,4.252,-2.688,-2.688,-2.688,27.594
33:07.0,5.848523,0,26.491,95,52.062,100,4.04,95,48.323,100,4.111,-2.688,-2.688,-2.688,28.383
33:07.7,6.5246734,0,26.481,95,59.069,100,3.934,95,55.686,100,4.005,-2.688,-2.688,-2.688,30.52
33:08.5,7.3393224,0,26.481,95,64.822,100,3.864,95,60.655,100,3.917,-2.688,-2.688,-2.688,31.817
33:09.2,8.0430305,0,26.481,95,71.179,100,3.775,95,68.352,100,3.828,-2.688,-2.688,-2.688,34.742
33:10.1,8.9602306,0,26.481,95,76.453,100,3.705,95,73.283,100,3.758,-2.688,-2.688,-2.688,38.139
33:11.0,9.8792987,0,26.481,95,82.936,100,3.617,95,81.028,100,3.67,-2.688,-2.688,-2.688,41.829
33:11.7,10.5553018,0,26.481,95,88.989,100,3.546,95,87.514,100,3.581,-2.688,-2.688,-2.688,43.728
33:12.5,11.3653371,0,26.481,95,93.463,100,3.493,95,92.228,100,3.528,-2.688,-2.688,-2.688,45.619
33:13.2,12.0627318,0,26.481,95,98.332,100,3.44,95,97.313,100,3.458,-2.688,-2.688,-2.688,49.386
33:14.1,12.994023,0,26.481,95,102.342,100,3.387,95,101.479,100,3.423,-2.688,-2.688,-2.688,53.189
33:15.1,13.9108572,0,26.481,95,107.755,100,3.334,95,106.499,100,3.352,-2.688,-2.688,-2.688,57.042
33:15.7,14.5869481,0,26.481,95,112.328,100,3.281,95,111.189,100,3.299,-2.688,-2.688,-2.688,58.993
33:16.6,15.3975426,0,26.481,95,115.192,0,0,95,114.437,83.4,2.805,-2.688,-2.688,-2.688,62.876
33:17.2,16.0835805,0,26.481,95,118.618,0,0,95,117.806,0,0,-2.688,-2.688,-2.688,64.845
33:18.1,16.9966195,0,26.481,95,119.376,20.6,0.758,95,119.066,10.5,0.37,-2.688,-2.688,-2.688,68.554
33:19.1,17.9214012,0,26.481,95,118.627,97.2,3.299,95,118.624,92.5,3.158,-2.688,-2.688,-2.688,71.716
33:19.8,18.6503232,0,26.481,95,118.679,14.8,0.511,95,118.561,32.6,1.111,-2.688,-2.688,-2.688,73.139
33:20.6,19.4543199,0,26.481,95,119.425,0,0,95,119.176,14.9,0.529,-2.688,-2.688,-2.688,75.884
33:21.5,20.316995,0,26.481,95,119.156,82.7,2.911,95,119.056,65.2,2.293,-2.688,-2.688,-2.688,77.198
33:22.2,21.0583207,0,26.481,95,118.573,66.2,1.905,95,118.665,53.4,1.87,-2.688,-2.688,-2.688,79.546
33:23.5,22.3662889,0,26.481,95,119.178,0,0,95,119.209,13.5,0.37,-2.688,-2.688,-2.688,81.698
33:24.2,23.0552282,0,26.481,95,119.17,0,0,95,118.902,0,0,-2.688,-2.688,-2.688,83.713
33:25.1,23.9865641,0,26.478,95,117.946,0,0,95,117.916,0,0,-2.688,-2.688,-2.688,85.382
33:26.1,24.9024765,0,26.469,95,115.666,0,0,95,115.445,0,0,-2.688,-2.688,-2.688,86.559
33:26.7,25.5770737,0,26.469,95,113.016,0,0,95,112.768,0,0,-2.688,-2.688,-2.688,86.976
33:27.5,26.3880583,0,26.469,95,110.866,27.9,1.235,95,110.594,35.4,1.376,-2.688,-2.688,-2.688,87.301
33:28.2,27.0749401,0,26.469,95,108.501,28.2,1.058,95,108.312,35.8,1.358,-2.688,-2.688,-2.688,87.741
33:29.1,27.9693826,0,26.469,95,107.288,15,0.37,95,107.178,14,0.529,-2.688,-2.688,-2.688,88.075
33:30.2,29.0236836,0,26.469,95,106.425,18.3,0.635,95,106.078,24.3,0.935,-2.688,-2.688,-2.688,88.447
