MeltCurveTemperature, Site1, Site2, Site3, Site4
49.6949996948242,0,0,4971080,0
52.1279983520508,0,0,4879059,0
55.1150016784668,0,0,4828232,0
58.5540008544922,0,0,4790765,0
62.0289993286133,0,0,4755061,0
65.4810028076172,0,0,4726868,0
68.9850006103516,0,0,4701104,0
72.4899978637695,0,0,4677967,0
