Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 3:19:38 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
19:39.3,0,25,11.426,95,30.66,0,0,95,30.667,0,0,-2.688,-2.688,-2.688,33.325
19:40.7,1.3463459,25,11.427,50,30.687,0,0,95,30.698,0,0,-2.688,-2.688,-2.688,33.008
19:42.0,2.7206041,25,11.428,50,30.705,100,4.781,50,30.719,0,0,-2.688,-2.688,-2.688,32.736
19:42.9,3.5465605,25,11.429,50,34.62,100,4.393,50,31.127,100,4.799,-2.688,-2.688,-2.688,32.671
19:43.7,4.3831578,25,11.438,50,38.91,100,4.287,50,32.677,100,4.517,-2.688,-2.688,-2.688,32.724
19:44.5,5.1649662,25,11.435,50,44.362,100,4.181,50,37.287,100,4.34,-2.688,-2.688,-2.688,33.494
19:45.4,6.0549898,25,11.429,50,50.145,100,4.075,50,42.864,100,4.217,-2.688,-2.688,-2.688,34.203
19:46.1,6.7362754,25,11.441,50,56.716,0,0,50,50.64,100,4.111,-2.688,-2.688,-2.688,36.159
19:46.9,7.5352009,25,11.432,50,60.707,0,0,50,56.448,0,0,-2.688,-2.688,-2.688,37.492
19:47.6,8.2535896,25,11.433,50,63.257,0,0,50,61.875,0,0,-2.688,-2.688,-2.688,40.356
19:48.5,9.138645,25,11.438,50,64.222,0,0,50,63.687,0,0,-2.688,-2.688,-2.688,42.524
19:49.3,10.022267,25,11.43,50,64.41,0,0,50,64.612,0,0,-2.688,-2.688,-2.688,43.389
19:50.2,10.8898369,25,11.437,50,63.932,0,0,50,64.358,0,0,-2.688,-2.688,-2.688,44.803
19:51.0,11.6881565,25,11.439,50,63.209,0,0,50,63.543,0,0,-2.688,-2.688,-2.688,45.913
19:51.7,12.3660673,25,11.434,50,62.348,0,0,50,62.606,0,0,-2.688,-2.688,-2.688,46.375
19:52.6,13.2699379,25,11.432,50,61.535,0,0,50,61.71,0,0,-2.688,-2.688,-2.688,47.134
19:53.4,14.0530391,25,11.437,50,60.462,1.7,0.052,50,60.668,3.9,0.158,-2.688,-2.688,-2.688,47.447
19:54.2,14.9118225,25,11.423,50,59.518,8.3,0.388,50,59.672,7,0.194,-2.688,-2.688,-2.688,47.953
19:54.9,15.587054,25,11.428,50,58.664,1.3,0.035,50,58.785,3.7,0.141,-2.688,-2.688,-2.688,48.168
19:55.7,16.3846728,25,11.44,50,58.207,1.8,0.052,50,58.206,4,0.158,-2.688,-2.688,-2.688,48.544
19:56.5,17.1914166,25,11.43,50,57.602,9.2,0.423,50,57.579,9,0.352,-2.688,-2.688,-2.688,48.838
19:57.4,18.1024662,25,11.429,50,57.08,2.8,0.105,50,57.073,5.1,0.211,-2.688,-2.688,-2.688,48.964
19:58.1,18.7734134,25,11.424,50,56.673,5.2,0.229,50,56.617,6.5,0.282,-2.688,-2.688,-2.688,49.187
19:58.9,19.5767262,25,11.428,50,56.336,8.9,0.405,50,56.332,8.2,0.37,-2.688,-2.688,-2.688,49.282
19:59.6,20.2593582,25,11.434,50,56.009,7,0.141,50,56.006,6.6,0.282,-2.688,-2.688,-2.688,49.444
20:00.6,21.2703744,25,11.425,50,55.839,4.6,0.194,50,55.794,8.7,0.388,-2.688,-2.688,-2.688,49.588
20:01.6,22.2982135,25,11.43,50,55.589,10.5,0.494,50,55.561,9.8,0.441,-2.688,-2.688,-2.688,49.719
20:02.4,23.0601558,25,11.436,50,55.481,5.2,0.229,50,55.432,7.4,0.335,-2.688,-2.688,-2.688,49.785
20:03.2,23.9020396,25,11.436,50,55.447,8.1,0.37,50,55.384,9.5,0.441,-2.688,-2.688,-2.688,49.909
20:04.0,24.7060367,25,11.436,50,55.339,10.4,0.494,50,55.316,9.7,0.441,-2.688,-2.688,-2.688,50.02
20:04.8,25.5074681,25,11.428,50,55.351,4.5,0.194,50,55.306,8.5,0.388,-2.688,-2.688,-2.688,50.075
20:05.6,26.2667625,25,11.433,50,55.37,9.7,0.423,50,55.312,9.9,0.458,-2.688,-2.688,-2.688,50.185
20:06.9,27.5534171,25,11.43,50,55.313,10.7,0.494,50,55.283,10.2,0.458,-2.688,-2.688,-2.688,50.281
20:07.7,28.3965424,25,11.428,50,55.376,6.5,0.299,50,55.309,7.2,0.317,-2.688,-2.688,-2.688,50.376
20:09.0,29.685704,25,11.428,50,55.335,10.9,0.511,50,55.306,11.6,0.529,-2.688,-2.688,-2.688,50.506
20:09.7,30.3622885,25,11.429,50,55.369,5,0.141,50,55.32,7.6,0.335,-2.688,-2.688,-2.688,50.547
20:10.6,31.2735018,25,11.433,50,55.412,7.5,0.335,50,55.353,8.8,0.388,-2.688,-2.688,-2.688,50.63
20:11.5,32.1836468,25,11.436,50,55.362,11.2,0.511,50,55.339,10.8,0.494,-2.688,-2.688,-2.688,50.702
20:12.4,33.0940121,25,11.434,50,55.408,3.8,0.158,50,55.358,7.6,0.335,-2.688,-2.688,-2.688,50.739
20:13.1,33.7696288,25,11.439,50,55.443,9.4,0.476,50,55.396,10.1,0.458,-2.688,-2.688,-2.688,50.814
20:14.4,35.0384463,25,11.436,50,55.394,11.1,0.441,50,55.377,10.8,0.494,-2.688,-2.688,-2.688,50.876
20:15.2,35.8848827,25,11.44,50,55.483,5,0.211,50,55.425,7.6,0.335,-2.688,-2.688,-2.688,50.944
20:16.0,36.6937938,25,11.434,50,55.459,11.8,0.564,50,55.424,11.5,0.529,-2.688,-2.688,-2.688,51.005
20:16.8,37.5224038,25,11.441,50,55.435,7.1,0.317,50,55.418,9.2,0.423,-2.688,-2.688,-2.688,51.031
20:17.6,38.2708811,25,11.438,50,55.523,4.8,0.299,50,55.464,8.3,0.37,-2.688,-2.688,-2.688,51.092
20:18.9,39.6079692,25,11.432,50,55.493,12,0.546,50,55.463,10.9,0.564,-2.688,-2.688,-2.688,51.146
20:20.1,40.7788505,25,11.427,95,55.538,100,4.34,50,55.483,6.8,0.299,-2.688,-2.688,-2.688,51.229
20:21.3,41.972581,25,11.434,95,57.682,100,4.181,50,55.628,100,4.693,-2.688,-2.688,-2.688,51.322
