MeltCurveTemperature, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4
51.34999847,-2165665,-1355652,-1912150,-3199219,-2845162,-1636176,-1418822,-1347349,0,0,0,0,0,0,0,0,0,0,0,0
51.63600159,-2161088,-1362332,-1914918,-3215876,-2814757,-1632032,-1422937,-1348356,0,0,0,0,0,0,0,0,0,0,0,0
51.76399994,-2185347,-1373457,-1899085,-3229131,-2800345,-1637803,-1423994,-1350853,0,0,0,0,0,0,0,0,0,0,0,0
51.88199997,-2162102,-1370543,-1917645,-3199876,-2823604,-1644911,-1425948,-1348207,0,0,0,0,0,0,0,0,0,0,0,0
52.125,-2185284,-1366893,-1900532,-3218973,-2823805,-1638172,-1422623,-1342193,0,0,0,0,0,0,0,0,0,0,0,0
52.22800064,-2191707,-1360497,-1907930,-3205248,-2829913,-1646961,-1424647,-1350742,0,0,0,0,0,0,0,0,0,0,0,0
52.39099884,-2159635,-1362603,-1923266,-3204583,-2834182,-1658254,-1422462,-1349936,0,0,0,0,0,0,0,0,0,0,0,0
52.59400177,-2182214,-1355023,-1907013,-3230378,-2825923,-1642112,-1423317,-1353245,0,0,0,0,0,0,0,0,0,0,0,0
52.66600037,-2183429,-1376698,-1914526,-3240349,-2828580,-1657570,-1427091,-1362501,0,0,0,0,0,0,0,0,0,0,0,0
52.89799881,-2164017,-1364925,-1918220,-3227728,-2796324,-1650670,-1428982,-1353082,0,0,0,0,0,0,0,0,0,0,0,0
53.0890007,-2180492,-1366109,-1915357,-3225780,-2831636,-1655806,-1426687,-1353180,0,0,0,0,0,0,0,0,0,0,0,0
53.13700104,-2176012,-1347847,-1925574,-3226373,-2820319,-1659964,-1427489,-1355931,0,0,0,0,0,0,0,0,0,0,0,0
53.47700119,-2166486,-1358780,-1921065,-3234674,-2839493,-1649043,-1424454,-1347479,0,0,0,0,0,0,0,0,0,0,0,0
53.60300064,-2169834,-1358127,-1931301,-3234956,-2824194,-1658556,-1427912,-1351992,0,0,0,0,0,0,0,0,0,0,0,0
53.64099884,-2167174,-1357838,-1922863,-3244766,-2822699,-1658978,-1428668,-1354931,0,0,0,0,0,0,0,0,0,0,0,0
53.95399857,-2163259,-1344041,-1931237,-3246971,-2800301,-1654386,-1434838,-1350353,0,0,0,0,0,0,0,0,0,0,0,0
54.04800034,-2169377,-1357298,-1935117,-3242419,-2831505,-1658821,-1426076,-1347099,0,0,0,0,0,0,0,0,0,0,0,0
54.14899826,-2154492,-1353059,-1927938,-3241305,-2808142,-1657793,-1430879,-1353902,0,0,0,0,0,0,0,0,0,0,0,0
54.41899872,-2162013,-1338826,-1943652,-3242840,-2814818,-1664924,-1431882,-1348645,0,0,0,0,0,0,0,0,0,0,0,0
54.47200012,-2156382,-1333946,-1933949,-3274840,-2820583,-1658748,-1421149,-1355960,0,0,0,0,0,0,0,0,0,0,0,0
54.6609993,-2133548,-1340105,-1930397,-3262627,-2788059,-1660236,-1426222,-1352080,0,0,0,0,0,0,0,0,0,0,0,0
54.84000015,-2163630,-1339185,-1936572,-3289781,-2780494,-1656660,-1423240,-1349395,0,0,0,0,0,0,0,0,0,0,0,0
54.94300079,-2147097,-1328802,-1935312,-3244383,-2819394,-1658251,-1433816,-1353966,0,0,0,0,0,0,0,0,0,0,0,0
55.30400085,-2138839,-1324603,-1937789,-3259508,-2789552,-1649840,-1428774,-1353161,0,0,0,0,0,0,0,0,0,0,0,0
55.3429985,-2145854,-1320010,-1922655,-3267089,-2809471,-1652467,-1429507,-1353003,0,0,0,0,0,0,0,0,0,0,0,0
55.56399918,-2118830,-1311475,-1945237,-3253580,-2832199,-1649022,-1427880,-1351166,0,0,0,0,0,0,0,0,0,0,0,0
55.7519989,-2124985,-1314001,-1946081,-3284000,-2789646,-1648615,-1435401,-1354171,0,0,0,0,0,0,0,0,0,0,0,0
55.80099869,-2140756,-1319564,-1928293,-3290700,-2784633,-1646126,-1426449,-1352123,0,0,0,0,0,0,0,0,0,0,0,0
55.98400116,-2104799,-1316800,-1946107,-3261478,-2796020,-1647620,-1432588,-1350214,0,0,0,0,0,0,0,0,0,0,0,0
56.13299942,-2123377,-1307605,-1924845,-3260880,-2796230,-1641065,-1436954,-1350270,0,0,0,0,0,0,0,0,0,0,0,0
56.25899887,-2125704,-1299352,-1939264,-3263922,-2798717,-1642686,-1432449,-1357869,0,0,0,0,0,0,0,0,0,0,0,0
56.52000046,-2100663,-1279080,-1938119,-3254403,-2803647,-1641989,-1433248,-1354931,0,0,0,0,0,0,0,0,0,0,0,0
56.74700165,-2098125,-1282130,-1934335,-3267199,-2787706,-1627445,-1429245,-1353662,0,0,0,0,0,0,0,0,0,0,0,0
56.75600052,-2105397,-1296598,-1923990,-3298513,-2776913,-1642745,-1434494,-1350044,0,0,0,0,0,0,0,0,0,0,0,0
57.09199905,-2080119,-1280975,-1933583,-3257227,-2768281,-1631072,-1439328,-1355188,0,0,0,0,0,0,0,0,0,0,0,0
57.11299896,-2089412,-1272100,-1938298,-3263162,-2788362,-1622218,-1432546,-1353875,0,0,0,0,0,0,0,0,0,0,0,0
57.33100128,-2086169,-1248248,-1925612,-3274847,-2789510,-1630411,-1436842,-1356476,0,0,0,0,0,0,0,0,0,0,0,0
57.46099854,-2078108,-1269075,-1938172,-3257423,-2801012,-1629979,-1431072,-1351694,0,0,0,0,0,0,0,0,0,0,0,0
57.58200073,-2073279,-1237891,-1922802,-3257540,-2771056,-1618295,-1428612,-1357033,0,0,0,0,0,0,0,0,0,0,0,0
57.81499863,-2064841,-1241909,-1918930,-3281598,-2764575,-1604549,-1435155,-1354783,0,0,0,0,0,0,0,0,0,0,0,0
57.93600082,-2062490,-1235231,-1936068,-3275364,-2740093,-1604582,-1440155,-1351444,0,0,0,0,0,0,0,0,0,0,0,0
58.03699875,-2060290,-1242893,-1916049,-3245584,-2773908,-1609163,-1439118,-1351394,0,0,0,0,0,0,0,0,0,0,0,0
58.4129982,-2044731,-1232631,-1940704,-3247066,-2759656,-1602456,-1436220,-1358645,0,0,0,0,0,0,0,0,0,0,0,0
58.40999985,-2047373,-1210368,-1937673,-3260105,-2755872,-1610680,-1439916,-1355501,0,0,0,0,0,0,0,0,0,0,0,0
58.58499908,-2037463,-1202638,-1930114,-3245335,-2784066,-1597551,-1427446,-1352091,0,0,0,0,0,0,0,0,0,0,0,0
58.90399933,-2034650,-1204333,-1917993,-3257328,-2738852,-1593793,-1436196,-1349464,0,0,0,0,0,0,0,0,0,0,0,0
59.08100128,-2026385,-1197756,-1915695,-3253886,-2717898,-1595028,-1438202,-1351426,0,0,0,0,0,0,0,0,0,0,0,0
59.25500107,-2026953,-1193982,-1925960,-3232849,-2764190,-1598239,-1439141,-1351109,0,0,0,0,0,0,0,0,0,0,0,0
59.29499817,-2009983,-1188444,-1919111,-3232286,-2739073,-1584621,-1435788,-1353928,0,0,0,0,0,0,0,0,0,0,0,0
59.50999832,-1999196,-1180703,-1904182,-3208468,-2755957,-1587444,-1438684,-1350192,0,0,0,0,0,0,0,0,0,0,0,0
59.7159996,-1995745,-1170665,-1916965,-3214587,-2772467,-1592163,-1434142,-1354706,0,0,0,0,0,0,0,0,0,0,0,0
59.6969986,-1960181,-1164955,-1914515,-3208878,-2730458,-1584564,-1435392,-1360067,0,0,0,0,0,0,0,0,0,0,0,0
60.0379982,-1983246,-1157463,-1903375,-3234088,-2730411,-1580248,-1444044,-1351882,0,0,0,0,0,0,0,0,0,0,0,0
60.24300003,-1948404,-1155559,-1903815,-3195002,-2750925,-1579928,-1447739,-1350347,0,0,0,0,0,0,0,0,0,0,0,0
60.26699829,-1980215,-1152575,-1889940,-3201343,-2739404,-1578623,-1440106,-1355624,0,0,0,0,0,0,0,0,0,0,0,0
60.59999847,-1969813,-1138624,-1898327,-3169417,-2740137,-1582012,-1437823,-1353897,0,0,0,0,0,0,0,0,0,0,0,0
60.55500031,-1941371,-1140120,-1886908,-3177743,-2754312,-1571628,-1437899,-1352155,0,0,0,0,0,0,0,0,0,0,0,0
60.95999908,-1945859,-1127433,-1881457,-3173396,-2733140,-1569921,-1435397,-1347597,0,0,0,0,0,0,0,0,0,0,0,0
61.09400177,-1942931,-1135162,-1872212,-3196594,-2733885,-1577846,-1445434,-1347964,0,0,0,0,0,0,0,0,0,0,0,0
61.02899933,-1932710,-1119484,-1880954,-3166119,-2726100,-1582114,-1442570,-1351492,0,0,0,0,0,0,0,0,0,0,0,0
61.42699814,-1930896,-1112255,-1861785,-3162590,-2745957,-1577872,-1436386,-1351964,0,0,0,0,0,0,0,0,0,0,0,0
61.41400146,-1944236,-1102876,-1862520,-3150730,-2743965,-1574486,-1436205,-1350698,0,0,0,0,0,0,0,0,0,0,0,0
61.67699814,-1919308,-1102689,-1877249,-3154928,-2751560,-1575452,-1440112,-1342226,0,0,0,0,0,0,0,0,0,0,0,0
61.90800095,-1911443,-1095297,-1848185,-3147225,-2739434,-1578440,-1432783,-1351109,0,0,0,0,0,0,0,0,0,0,0,0
61.85100174,-1921848,-1104104,-1860183,-3158963,-2730119,-1572912,-1431272,-1346034,0,0,0,0,0,0,0,0,0,0,0,0
62.19300079,-1908846,-1094023,-1854238,-3135485,-2706572,-1576506,-1439888,-1344076,0,0,0,0,0,0,0,0,0,0,0,0
62.32899857,-1928518,-1103252,-1852346,-3113490,-2741344,-1575370,-1431931,-1341920,0,0,0,0,0,0,0,0,0,0,0,0
62.40299988,-1916386,-1083882,-1863025,-3112468,-2728198,-1576608,-1429385,-1347629,0,0,0,0,0,0,0,0,0,0,0,0
62.7859993,-1910276,-1083033,-1865285,-3118214,-2729813,-1580812,-1428881,-1342383,0,0,0,0,0,0,0,0,0,0,0,0
62.68500137,-1888544,-1078325,-1841563,-3107862,-2746950,-1575435,-1424691,-1341238,0,0,0,0,0,0,0,0,0,0,0,0
62.95199966,-1897375,-1072518,-1839196,-3102450,-2721331,-1576976,-1425166,-1345754,0,0,0,0,0,0,0,0,0,0,0,0
63.19400024,-1899392,-1070101,-1842006,-3125878,-2698721,-1585372,-1429383,-1333886,0,0,0,0,0,0,0,0,0,0,0,0
63.21099854,-1892806,-1071846,-1835206,-3104128,-2743782,-1585369,-1428564,-1331635,0,0,0,0,0,0,0,0,0,0,0,0
63.5320015,-1899419,-1080533,-1833108,-3113307,-2710918,-1581924,-1422289,-1328724,0,0,0,0,0,0,0,0,0,0,0,0
63.63199997,-1898489,-1068950,-1829835,-3079387,-2731060,-1587459,-1416796,-1327570,0,0,0,0,0,0,0,0,0,0,0,0
63.93299866,-1869599,-1064072,-1836309,-3086700,-2753371,-1577900,-1413428,-1327969,0,0,0,0,0,0,0,0,0,0,0,0
64.06500244,-1872719,-1066295,-1834292,-3095418,-2720405,-1580942,-1412188,-1323026,0,0,0,0,0,0,0,0,0,0,0,0
64.06500244,-1896846,-1067207,-1820213,-3116217,-2710398,-1580783,-1407347,-1316057,0,0,0,0,0,0,0,0,0,0,0,0
64.34899902,-1873263,-1064371,-1831925,-3072386,-2734660,-1581513,-1407484,-1312913,0,0,0,0,0,0,0,0,0,0,0,0
64.37599945,-1879032,-1065476,-1825904,-3088919,-2723137,-1584799,-1398228,-1309612,0,0,0,0,0,0,0,0,0,0,0,0
64.53800201,-1890430,-1057047,-1814143,-3068684,-2722366,-1589042,-1393024,-1300446,0,0,0,0,0,0,0,0,0,0,0,0
64.91999817,-1867211,-1058355,-1827418,-3073400,-2744565,-1585163,-1391181,-1301692,0,0,0,0,0,0,0,0,0,0,0,0
64.81700134,-1851969,-1049291,-1820359,-3081720,-2733177,-1586575,-1381986,-1299697,0,0,0,0,0,0,0,0,0,0,0,0
65.06199646,-1880085,-1060723,-1812774,-3103931,-2715710,-1582358,-1383186,-1289679,0,0,0,0,0,0,0,0,0,0,0,0
65.3030014,-1852879,-1053862,-1823077,-3069622,-2718561,-1596225,-1378445,-1284708,0,0,0,0,0,0,0,0,0,0,0,0
65.41300201,-1867330,-1050141,-1806385,-3067190,-2733937,-1585965,-1368290,-1276571,0,0,0,0,0,0,0,0,0,0,0,0
65.6269989,-1872320,-1042444,-1798368,-3043906,-2726630,-1587305,-1361513,-1271058,0,0,0,0,0,0,0,0,0,0,0,0
65.76799774,-1851170,-1047128,-1834754,-3066822,-2720516,-1597038,-1354312,-1273769,0,0,0,0,0,0,0,0,0,0,0,0
65.82900238,-1855972,-1033046,-1801571,-3070575,-2717387,-1590134,-1350437,-1261778,0,0,0,0,0,0,0,0,0,0,0,0
66.20899963,-1870555,-1047550,-1806988,-3085413,-2710456,-1594314,-1342595,-1255560,0,0,0,0,0,0,0,0,0,0,0,0
66.14800262,-1863275,-1037642,-1797767,-3071579,-2692666,-1590156,-1343595,-1252455,0,0,0,0,0,0,0,0,0,0,0,0
66.61399841,-1881504,-1048798,-1797554,-3061356,-2734274,-1595186,-1332620,-1241909,0,0,0,0,0,0,0,0,0,0,0,0
66.66899872,-1867335,-1027225,-1819755,-3055849,-2713158,-1592457,-1331282,-1240292,0,0,0,0,0,0,0,0,0,0,0,0
66.87599945,-1849688,-1034387,-1819999,-3054097,-2724044,-1594274,-1320737,-1228871,0,0,0,0,0,0,0,0,0,0,0,0
67.07099915,-1847084,-1032498,-1808636,-3059763,-2719148,-1591192,-1313842,-1228358,0,0,0,0,0,0,0,0,0,0,0,0
67.01499939,-1855575,-1029731,-1815336,-3065680,-2710046,-1589493,-1312844,-1231029,0,0,0,0,0,0,0,0,0,0,0,0
67.43900299,-1845168,-1020459,-1814781,-3096271,-2685174,-1596890,-1309282,-1214907,0,0,0,0,0,0,0,0,0,0,0,0
67.57499695,-1856880,-1031426,-1814971,-3048982,-2716811,-1596623,-1305882,-1212832,0,0,0,0,0,0,0,0,0,0,0,0
67.46600342,-1844879,-1026817,-1808814,-3073593,-2698896,-1597861,-1298377,-1212843,0,0,0,0,0,0,0,0,0,0,0,0
67.91899872,-1852544,-1024458,-1819877,-3062742,-2719130,-1596655,-1296775,-1202245,0,0,0,0,0,0,0,0,0,0,0,0
67.83699799,-1845082,-1014452,-1812160,-3066187,-2717596,-1593513,-1294865,-1203792,0,0,0,0,0,0,0,0,0,0,0,0
67.94799805,-1823648,-1015364,-1807592,-3072489,-2701061,-1589700,-1283174,-1202400,0,0,0,0,0,0,0,0,0,0,0,0
68.26300049,-1848499,-1016123,-1804968,-3087041,-2676482,-1587956,-1287482,-1193563,0,0,0,0,0,0,0,0,0,0,0,0
68.28399658,-1824743,-1009286,-1815899,-3056556,-2717344,-1595289,-1277726,-1189680,0,0,0,0,0,0,0,0,0,0,0,0
68.71499634,-1837815,-1010327,-1816116,-3060809,-2697143,-1592949,-1276659,-1191664,0,0,0,0,0,0,0,0,0,0,0,0
68.80000305,-1839259,-1005017,-1805181,-3068594,-2695302,-1598672,-1276905,-1189187,0,0,0,0,0,0,0,0,0,0,0,0
68.85900116,-1823288,-1007033,-1808257,-3055348,-2716518,-1594301,-1267617,-1183507,0,0,0,0,0,0,0,0,0,0,0,0
69.23300171,-1816652,-1005274,-1799369,-3082203,-2693327,-1593929,-1269088,-1185623,0,0,0,0,0,0,0,0,0,0,0,0
69.26300049,-1828686,-1010144,-1802271,-3073942,-2693303,-1599594,-1269743,-1180911,0,0,0,0,0,0,0,0,0,0,0,0
69.44300079,-1816059,-1001755,-1808946,-3062917,-2705333,-1599679,-1264848,-1178266,0,0,0,0,0,0,0,0,0,0,0,0
69.73200226,-1823590,-1003471,-1800678,-3063582,-2708417,-1601706,-1262826,-1177840,0,0,0,0,0,0,0,0,0,0,0,0
69.63200378,-1830546,-996774,-1794816,-3051099,-2710931,-1598018,-1264094,-1175096,0,0,0,0,0,0,0,0,0,0,0,0
70.16300201,-1806660,-998038,-1814980,-3040470,-2708639,-1595310,-1266785,-1173837,0,0,0,0,0,0,0,0,0,0,0,0
70.14499664,-1800501,-984068,-1792784,-3059939,-2704722,-1590114,-1262225,-1176014,0,0,0,0,0,0,0,0,0,0,0,0
70.09700012,-1834612,-1002619,-1802023,-3068508,-2698968,-1599088,-1261248,-1168602,0,0,0,0,0,0,0,0,0,0,0,0
70.58100128,-1801941,-990645,-1793987,-3061015,-2691003,-1594325,-1261654,-1168788,0,0,0,0,0,0,0,0,0,0,0,0
70.44400024,-1826027,-996360,-1806049,-3063139,-2717227,-1596501,-1261501,-1167832,0,0,0,0,0,0,0,0,0,0,0,0
70.89900208,-1830813,-978491,-1809610,-3059416,-2690716,-1600861,-1255935,-1170961,0,0,0,0,0,0,0,0,0,0,0,0
70.86499786,-1798803,-988997,-1803899,-3056921,-2710705,-1592054,-1252144,-1167700,0,0,0,0,0,0,0,0,0,0,0,0
71.10099792,-1798395,-984049,-1810456,-3064003,-2691244,-1590870,-1250805,-1165478,0,0,0,0,0,0,0,0,0,0,0,0
71.3259964,-1803407,-989817,-1801641,-3048671,-2690010,-1596650,-1252616,-1173829,0,0,0,0,0,0,0,0,0,0,0,0
71.3219986,-1813105,-984544,-1806077,-3071995,-2663424,-1593508,-1258212,-1163384,0,0,0,0,0,0,0,0,0,0,0,0
71.41799927,-1816434,-981113,-1796483,-3045722,-2702379,-1593243,-1253782,-1165860,0,0,0,0,0,0,0,0,0,0,0,0
71.96800232,-1806588,-993113,-1793896,-3051158,-2672884,-1594948,-1251586,-1163321,0,0,0,0,0,0,0,0,0,0,0,0
71.81900024,-1805109,-980109,-1800427,-3034061,-2692020,-1601808,-1254727,-1163093,0,0,0,0,0,0,0,0,0,0,0,0
72.00299835,-1800019,-976367,-1797975,-3055754,-2688996,-1589394,-1249234,-1164209,0,0,0,0,0,0,0,0,0,0,0,0
72.34100342,-1781519,-982372,-1792666,-3075479,-2676511,-1591921,-1245487,-1161038,0,0,0,0,0,0,0,0,0,0,0,0
72.30799866,-1806285,-982516,-1794620,-3061894,-2651069,-1591964,-1255843,-1165542,0,0,0,0,0,0,0,0,0,0,0,0
72.59400177,-1811273,-983367,-1807082,-3050264,-2689792,-1599252,-1250708,-1163247,0,0,0,0,0,0,0,0,0,0,0,0
72.71399689,-1790721,-978744,-1803729,-3045954,-2670604,-1592204,-1251403,-1165463,0,0,0,0,0,0,0,0,0,0,0,0
72.95200348,-1806029,-977649,-1799617,-3063146,-2684518,-1590333,-1253756,-1165171,0,0,0,0,0,0,0,0,0,0,0,0
73.26300049,-1780067,-977963,-1805329,-3037799,-2694012,-1588037,-1252561,-1159000,0,0,0,0,0,0,0,0,0,0,0,0
73.09400177,-1780923,-975425,-1805820,-3064096,-2672318,-1587529,-1257785,-1160537,0,0,0,0,0,0,0,0,0,0,0,0
73.66500092,-1795963,-979463,-1792248,-3066649,-2664830,-1589125,-1249510,-1158977,0,0,0,0,0,0,0,0,0,0,0,0
73.74099731,-1778086,-983011,-1800323,-3040686,-2689962,-1595961,-1253062,-1160982,0,0,0,0,0,0,0,0,0,0,0,0
73.57800293,-1800813,-977587,-1781556,-3044054,-2677685,-1583226,-1249779,-1160016,0,0,0,0,0,0,0,0,0,0,0,0
74.09400177,-1798747,-975591,-1781068,-3030200,-2688720,-1592226,-1252505,-1159184,0,0,0,0,0,0,0,0,0,0,0,0
74,-1771332,-973350,-1795189,-3020016,-2683197,-1591472,-1249919,-1158089,0,0,0,0,0,0,0,0,0,0,0,0
74.11599731,-1789283,-969079,-1780806,-3046365,-2681993,-1581982,-1249521,-1159680,0,0,0,0,0,0,0,0,0,0,0,0
74.49500275,-1789931,-985955,-1786847,-3051111,-2681813,-1594155,-1251729,-1165970,0,0,0,0,0,0,0,0,0,0,0,0
74.47599792,-1776232,-972670,-1788239,-3032574,-2651342,-1589749,-1253121,-1160558,0,0,0,0,0,0,0,0,0,0,0,0
74.55200195,-1790835,-975399,-1785687,-3027890,-2684172,-1589036,-1250711,-1157496,0,0,0,0,0,0,0,0,0,0,0,0
