Protocol file: C:\HelixGen\Protocols\Protocol_pcr - HLG.xml,,,,,,,,,,,,,,,
Run date.time: 6/2/2017 11:27:20 AM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
27:20.9,0,25,11.419,25,30.344,0,0,25,30.39,0,0,-2.688,-2.688,-2.688,30.469
27:21.7,0.8631334,25,11.422,50,30.324,100,4.693,25,30.351,0,0,-2.688,-2.688,-2.688,30.445
27:22.8,1.917532,25,11.423,50,31.961,300,4.499,50,30.415,100,4.764,-2.688,-2.688,-2.688,30.44
27:23.3,2.4130237,25,11.42,50,37.356,300,4.322,50,32.758,300,4.499,-2.688,-2.688,-2.688,30.474
27:24.1,3.1797031,25,11.426,50,40.83,300,4.252,50,35.653,300,4.393,-2.688,-2.688,-2.688,30.714
27:24.6,3.7232374,25,11.42,50,46.868,300,4.128,50,41.676,300,4.252,-2.688,-2.688,-2.688,30.955
27:25.4,4.506208,25,11.427,50,50.695,300,4.058,50,45.841,300,4.164,-2.688,-2.688,-2.688,31.299
27:25.9,4.9855537,25,11.432,50,56.775,300,3.97,50,52.602,300,4.058,-2.688,-2.688,-2.688,31.754
27:26.5,5.6244392,25,11.421,50,59.982,300,3.917,50,55.805,300,3.987,-2.688,-2.688,-2.688,32.335
27:27.2,6.2949292,25,11.417,50,65.594,-100,4.817,50,61.638,-100,5.222,-2.688,-2.688,-2.688,33.901
27:27.7,6.7753513,25,11.428,50,69.013,-100,4.693,50,67.205,-100,4.817,-2.688,-2.688,-2.688,34.878
27:28.5,7.5731769,25,11.415,50,70.274,-100,4.64,50,69.24,-100,4.764,-2.688,-2.688,-2.688,35.95
27:28.9,8.0525263,25,11.418,50,70.146,-27.9,1.288,50,70.436,-57.1,2.805,-2.688,-2.688,-2.688,37.063
27:29.8,8.8998131,25,11.42,50,69.345,5.9,0.247,50,69.955,-16.6,0.846,-2.688,-2.688,-2.688,39.244
