Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 12:51:59 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
52:00.8,0,25,25.947,90,25.37,0,0,90,25.404,0,0,-2.688,-2.688,-2.688,25.39
52:01.9,1.1355747,25,25.947,95,25.368,0,0,90,25.402,0,0,-2.688,-2.688,-2.688,25.388
52:02.7,1.9980784,25,25.947,95,25.367,100,4.993,95,25.4,0,0,-2.688,-2.688,-2.688,25.388
52:04.2,3.4015336,25,25.947,95,26.611,100,4.605,95,25.465,0,0,-2.688,-2.688,-2.688,25.459
52:05.0,4.2635334,25,25.947,95,33.175,100,4.375,95,27.277,100,4.587,-2.688,-2.688,-2.688,25.881
52:05.7,4.9405446,25,25.947,95,39.578,100,4.252,95,32.667,100,4.411,-2.688,-2.688,-2.688,26.358
52:06.5,5.7826852,25,25.947,95,44.973,100,4.164,95,38.437,100,4.287,-2.688,-2.688,-2.688,27.936
52:07.5,6.6993024,25,25.947,95,51.101,100,4.058,95,45.578,100,4.146,-2.688,-2.688,-2.688,30.101
52:08.4,7.6148156,25,25.947,95,57.723,100,3.952,95,53.369,100,4.022,-2.688,-2.688,-2.688,32.771
52:09.3,8.509416,25,25.95,95,64.914,100,3.846,95,60.536,100,3.917,-2.688,-2.688,-2.688,34.31
52:09.9,9.1857564,25,25.954,95,71.938,100,3.758,95,68.309,100,3.811,-2.688,-2.688,-2.688,37.658
52:10.7,9.9893486,25,25.957,95,77.103,100,3.687,95,74.067,100,3.74,-2.688,-2.688,-2.688,39.43
52:11.4,10.6724319,25,25.958,95,82.776,100,3.617,95,80.279,100,3.67,-2.688,-2.688,-2.688,42.802
52:12.3,11.5979085,25,25.958,95,87.502,100,3.564,95,85.391,100,3.599,-2.688,-2.688,-2.688,46.234
52:13.1,12.3270283,25,25.958,95,93.232,100,3.493,95,91.589,100,3.528,-2.688,-2.688,-2.688,47.961
52:13.9,13.1375263,25,25.957,95,97.453,100,3.44,95,96.092,100,3.476,-2.688,-2.688,-2.688,51.485
52:14.6,13.8303335,25,25.95,95,102.607,100,3.387,95,100.868,100,3.423,-2.688,-2.688,-2.688,53.308
52:15.5,14.7406155,25,25.947,95,105.882,100,3.352,95,105.349,100,3.37,-2.688,-2.688,-2.688,57.049
52:16.3,15.5388765,25,25.947,95,111.014,100,3.299,95,109.589,100,3.317,-2.688,-2.688,-2.688,58.974
52:17.3,16.5775615,25,25.947,95,114.88,100,3.246,95,113.576,100,3.264,-2.688,-2.688,-2.688,62.86
52:18.5,17.7547201,25,25.947,95,119.469,100,3.193,95,118.68,100,3.211,-2.688,-2.688,-2.688,68.778
