Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 12:31:06 PM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 12:31:06.642",0,25,26.266,90,97.034,0,0,90,95.282,0,0
"2017-05-17 12:31:07.286",0.6440602,25,26.266,95,95.557,0,0,95,93.818,100,3.899
"2017-05-17 12:31:07.994",1.3522729,25,26.266,95,94.411,100,3.37,95,93.43,6.1,0.141
"2017-05-17 12:31:08.766",2.1240963,25,26.266,95,94.552,6.2,0.229,95,94.635,0,0
"2017-05-17 12:31:09.565",2.9231283,25,26.266,95,95.85,0,0,95,95.738,100,3.97
"2017-05-17 12:31:10.039",3.396638,25,26.266,95,96.65,0,0,95,96.017,20.3,0.811
"2017-05-17 12:31:10.509",3.8668469,25,26.266,95,96.944,13.7,0.564,95,96.192,16.2,0.617
"2017-05-17 12:31:11.339",4.6973459,25,26.266,95,96.873,29.6,1.199,95,96.377,25.4,1.023
"2017-05-17 12:31:11.808",5.1655281,25,26.266,95,96.751,20.7,0.811,95,96.378,26.7,0.864
"2017-05-17 12:31:12.448",5.8056268,25,26.266,95,96.896,9.3,0.37,95,96.48,18.4,0.723
"2017-05-17 12:31:13.043",6.4010023,25,26.266,95,97.094,10,0.388,95,96.605,16.3,0.635
"2017-05-17 12:31:13.512",6.8702348,25,26.266,95,97.148,17,0.688,95,96.656,19.9,0.829
"2017-05-17 12:31:14.151",7.5091811,25,26.266,95,97.094,21.7,0.882,95,96.694,22,0.882
"2017-05-17 12:31:14.748",8.106388,25,26.266,95,97.073,18.7,0.741,95,96.712,23.2,0.935
"2017-05-17 12:31:15.573",8.9307553,25,26.266,95,97.177,11.7,0.458,95,96.758,20.6,0.829
"2017-05-17 12:31:16.281",9.6392134,25,26.266,95,97.237,17.4,0.723,95,96.814,19.9,0.794
"2017-05-17 12:31:16.873",10.2304774,25,26.266,95,97.226,20.1,0.811,95,96.797,23.9,0.952
"2017-05-17 12:31:17.447",10.8050295,25,26.266,95,97.209,13.2,0.529,95,96.824,20.6,0.811
"2017-05-17 12:31:18.049",11.407109,25,26.266,95,97.237,17.4,0.635,95,96.872,19.6,0.776
"2017-05-17 12:31:18.780",12.1376097,25,26.266,95,97.282,16.6,0.67,95,96.889,20.6,0.829
"2017-05-17 12:31:19.328",12.6854899,25,26.266,95,97.281,0,0,95,96.871,20.7,0.829
"2017-05-17 12:31:19.796",13.1541041,25,26.266,95,97.235,0,0,95,96.876,0,0
"2017-05-17 12:31:20.324",13.6823646,25,26.266,95,97.041,0,0,95,96.832,0,0
"2017-05-17 12:31:20.798",14.1556142,25,26.266,95,96.688,7.6,0.299,95,96.562,6.4,0.247
"2017-05-17 12:31:21.330",14.6876171,25,26.266,95,96.192,21.6,0.811,95,96.06,22.6,0.917
"2017-05-17 12:31:22.065",15.4227603,25,26.266,95,95.602,21,0.741,95,95.411,24.8,1.005
"2017-05-17 12:31:22.529",15.8872428,25,26.266,95,95.239,11.3,0.405,95,95.003,13.8,0.546
"2017-05-17 12:31:23.005",16.3629068,25,26.266,95,95.085,5.7,0.211,95,94.825,9.3,0.37
"2017-05-17 12:31:23.470",16.8283969,25,26.266,95,94.947,7.2,0.282,95,94.648,14.7,0.582
"2017-05-17 12:31:24.067",17.4253597,25,26.266,95,94.685,18.2,0.741,95,94.376,20.8,0.846
"2017-05-17 12:31:24.530",17.888371,25,26.266,95,94.497,18.3,0.688,95,94.199,19.5,0.794
"2017-05-17 12:31:25.351",18.7092425,25,26.266,95,94.291,16.5,0.582,95,93.987,15.3,0.546
"2017-05-17 12:31:25.822",19.1797402,25,26.265,95,94.194,10.7,0.423,95,93.888,16.2,0.617
"2017-05-17 12:31:26.582",19.940078,25,26.264,95,94.11,15.2,0.617,95,93.726,22.6,0.917
"2017-05-17 12:31:27.290",20.6477459,25,26.263,95,93.988,17.8,0.723,95,93.589,17,0.688
"2017-05-17 12:31:27.882",21.2400572,25,26.262,95,93.854,14,0.564,95,93.513,20.2,0.829
"2017-05-17 12:31:28.462",21.8195989,25,26.261,95,93.804,12.7,0.511,95,93.463,18.8,0.758
"2017-05-17 12:31:29.064",22.4217781,25,26.262,95,93.779,14.8,0.599,95,93.407,17.6,0.705
"2017-05-17 12:31:29.787",23.1446083,25,26.261,95,93.718,17.1,0.705,95,93.338,20.8,0.846
"2017-05-17 12:31:30.470",23.8281954,25,26.261,95,93.654,14.7,0.635,95,93.299,16.7,0.67
"2017-05-17 12:31:31.065",24.4232009,25,26.26,95,93.628,15.9,0.546,95,93.28,18.6,0.758
"2017-05-17 12:31:31.663",25.0205526,25,26.26,95,93.614,14.5,0.599,95,93.259,17.6,0.705
"2017-05-17 12:31:32.365",25.7229967,25,26.258,95,93.593,15.3,0.617,95,93.237,19.2,0.723
"2017-05-17 12:31:33.094",26.4522015,25,26.256,95,93.555,14.5,0.599,95,93.206,18.7,0.758
"2017-05-17 12:31:33.564",26.9219303,25,26.255,95,93.544,14.5,0.599,95,93.194,19.3,0.776
"2017-05-17 12:31:34.378",27.7359649,25,26.255,95,93.539,17.1,0.705,95,93.184,17.4,0.741
"2017-05-17 12:31:34.975",28.3331727,25,26.254,95,93.523,16.4,0.67,95,93.177,18.3,0.741
"2017-05-17 12:31:35.566",28.9241506,25,26.254,95,93.516,14.4,0.67,95,93.18,15.7,0.635
"2017-05-17 12:31:36.380",29.7384117,25,26.254,95,93.51,17.9,0.741,95,93.167,17,0.811
"2017-05-17 12:31:36.844",30.2023707,25,26.254,95,93.493,14.9,0.582,95,93.147,17.9,0.723
"2017-05-17 12:31:37.596",30.953854,25,26.254,95,93.494,17,0.705,95,93.15,19.5,0.794
"2017-05-17 12:31:38.324",31.6820959,25,26.254,95,93.485,15.7,0.546,95,93.148,19.7,0.776
"2017-05-17 12:31:38.915",32.2734295,25,26.254,95,93.488,14.8,0.599,95,93.133,18.4,0.741
"2017-05-17 12:31:39.475",32.8328297,25,26.254,95,93.486,17.1,0.688,95,93.143,19.4,0.794
"2017-05-17 12:31:40.072",33.4295902,25,26.254,95,93.478,14.5,0.617,95,93.15,20.2,0.829
"2017-05-17 12:31:40.801",34.1590739,25,26.254,95,93.477,14,0.564,95,93.139,19.5,0.794
"2017-05-17 12:31:41.488",34.8463095,25,26.254,95,93.468,17.9,0.794,95,93.145,17.3,0.705
"2017-05-17 12:31:42.137",35.4947848,25,26.254,95,93.465,16.3,0.67,95,93.149,17.8,0.741
"2017-05-17 12:31:42.735",36.0926481,25,26.254,95,93.461,16,0.652,95,93.145,19,0.776
"2017-05-17 12:31:43.410",36.7678997,25,26.254,95,93.465,14.1,0.529,95,93.128,18.6,0.758
"2017-05-17 12:31:44.177",37.534738,25,26.254,95,93.458,16.1,0.652,95,93.117,16.7,0.67
"2017-05-17 12:31:44.780",38.137581,25,26.254,95,93.452,16,0.705,95,93.127,16.4,0.652
"2017-05-17 12:31:45.478",38.8354865,25,26.254,95,93.456,14.8,0.652,95,93.124,20.2,0.829
"2017-05-17 12:31:46.073",39.4313342,25,26.254,95,93.459,16.4,0.67,95,93.127,17.2,0.688
"2017-05-17 12:31:46.542",39.9002023,25,26.254,95,93.458,14.6,0.599,95,93.117,19.4,0.688
"2017-05-17 12:31:47.153",40.51112,25,26.253,95,93.447,16.3,0.652,95,93.112,18.4,0.741
"2017-05-17 12:31:47.751",41.1092122,25,26.253,95,93.447,16,0.652,95,93.124,17.4,0.829
"2017-05-17 12:31:48.577",41.9344571,25,26.252,95,93.444,16.6,0.652,95,93.113,20.7,0.829
"2017-05-17 12:31:49.040",42.3979636,25,26.25,95,93.442,15.6,0.617,95,93.108,19.4,0.794
"2017-05-17 12:31:49.637",42.9950207,25,26.249,95,93.445,13.9,0.564,95,93.11,20,0.794
"2017-05-17 12:31:50.253",43.6105328,25,26.247,95,93.439,16.8,0.688,95,93.101,18.6,0.776
"2017-05-17 12:31:50.856",44.2135949,25,26.246,95,93.439,14.7,0.582,95,93.103,17.7,0.705
"2017-05-17 12:31:51.490",44.8475726,25,26.244,95,93.438,14.1,0.564,95,93.108,21.2,0.864
"2017-05-17 12:31:52.086",45.4438766,25,26.243,95,93.438,16.7,0.635,95,93.109,19.2,0.758
"2017-05-17 12:31:52.682",46.0400677,25,26.242,95,93.433,15.9,0.635,95,93.099,17.7,0.705
"2017-05-17 12:31:53.358",46.716445,25,26.242,95,93.434,14.5,0.582,95,93.094,19.9,0.741
"2017-05-17 12:31:54.199",47.5567848,25,26.242,95,93.431,100,3.952,95,93.091,100,3.934
"2017-05-17 12:31:54.664",48.0217136,25,26.242,95,93.637,28.6,0.952,95,93.132,42.8,1.676
"2017-05-17 12:31:55.362",48.7195038,25,26.242,95,94.272,1.8,0.052,95,93.899,8.2,0.211
"2017-05-17 12:31:55.836",49.1936954,25,26.242,95,95.25,2.9,0.105,95,94.614,3.1,0.105
"2017-05-17 12:31:56.480",49.8381975,25,26.242,95,95.609,24.7,1.182,95,95.069,29,1.164
"2017-05-17 12:31:56.954",50.3120822,25,26.242,95,95.637,32.9,1.323,95,95.173,34.2,1.34
"2017-05-17 12:31:57.428",50.7858275,25,26.242,95,95.706,26,1.041,95,95.289,26.6,1.058
"2017-05-17 12:31:58.030",51.387779,25,26.242,95,95.89,8.1,0.299,95,95.574,17.7,0.688
"2017-05-17 12:31:58.622",51.979497,25,26.242,95,96.263,10.9,0.423,95,95.878,17.7,0.688
"2017-05-17 12:31:59.318",52.6763875,25,26.242,95,96.535,21.1,0.864,95,96.075,25.2,1.005
"2017-05-17 12:31:59.915",53.2734406,25,26.242,95,96.558,24.4,0.988,95,96.153,23.7,0.935
"2017-05-17 12:32:00.612",53.9702035,25,26.242,95,96.631,19.2,0.776,95,96.245,20.3,0.794
"2017-05-17 12:32:01.081",54.4388312,25,26.242,95,96.785,14.5,0.546,95,96.386,20.9,0.829
"2017-05-17 12:32:01.544",54.9022959,25,26.242,95,96.902,16.6,0.67,95,96.475,19,0.741
"2017-05-17 12:32:02.187",55.5451064,25,26.242,95,96.951,20.9,0.846,95,96.545,23.3,0.917
"2017-05-17 12:32:02.786",56.1442292,25,26.242,95,96.97,18.5,0.741,95,96.569,23.5,0.846
"2017-05-17 12:32:03.361",56.7189377,25,26.242,95,97.006,16.2,0.652,95,96.633,21.5,0.794
"2017-05-17 12:32:04.090",57.4475299,25,26.242,95,97.088,0,0,95,96.699,20.7,0.829
"2017-05-17 12:32:04.559",57.916869,25,26.242,95,97.12,0,0,95,96.725,0,0
"2017-05-17 12:32:05.022",58.3800579,25,26.242,95,96.989,0,0,95,96.666,0,0
"2017-05-17 12:32:05.496",58.8538052,25,26.242,95,96.749,7.9,0.317,95,96.371,11.3,0.441
"2017-05-17 12:32:06.093",59.4513912,25,26.24,95,96.176,18.2,0.741,95,95.753,24.6,0.988
"2017-05-17 12:32:06.561",59.9194257,25,26.238,95,95.658,22.2,0.899,95,95.343,25.7,0.864
"2017-05-17 12:32:07.396",60.7537438,25,26.234,95,95.232,13.9,0.564,95,94.868,10.9,0.458
