Protocol file: C:\HelixGen\Protocols\Protocol_111.xml
PCR Cycle#, Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,0,0,0,0,0,0,2451309,2511582,2374746,2381271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0
2,0,0,0,0,0,0,0,0,5875588,5262056,6280323,7070209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,0
3,0,0,0,0,0,0,0,0,5808817,5251355,6232938,6982025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
4,0,0,0,0,0,0,0,0,5829129,5204412,6212725,6996049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,0,0
5,0,0,0,0,0,0,0,0,5790307,5242845,6213809,6964576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.25,0,0,0
6,0,0,0,0,0,0,0,0,5794218,5200027,6207173,6981559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0
7,0,0,0,0,0,0,0,0,5791548,5237844,6209242,6955523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
8,0,0,0,0,0,0,0,0,5802241,5232901,6201957,6918217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,0,0,0
9,0,0,0,0,0,0,0,0,5774134,5235629,6205987,6935689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,0,0,0
10,0,0,0,0,0,0,0,0,5808065,5235362,6205239,6916872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0
11,0,0,0,0,0,0,0,0,5793671,5237163,6203126,6935786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,0,0,0
12,0,0,0,0,0,0,0,0,5783855,5238412,6201805,6929609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,0,0,0
13,0,0,0,0,0,0,0,0,5781216,5239909,6199751,6926866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.75,0,0,0
14,0,0,0,0,0,0,0,0,5788208,5274831,6198160,6970853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0
15,0,0,0,0,0,0,0,0,5800499,5259790,6195534,6997188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,0,0,0
16,0,0,0,0,0,0,0,0,5759228,5276282,6195457,6915342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0
17,0,0,0,0,0,0,0,0,5785805,5216011,6193029,6936644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0
18,0,0,0,0,0,0,0,0,5805091,5856605,6197860,6917310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
19,0,0,0,0,0,0,0,0,5757574,5852448,6195624,6913086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
20,0,0,0,0,0,0,0,0,5776210,5804888,6195252,6935198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
21,0,0,0,0,0,0,0,0,5760411,5853737,6195829,6917565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.25,0,0,0
22,0,0,0,0,0,0,0,0,7690459,5211736,6191398,6931061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,0,0,0
23,0,0,0,0,0,0,0,0,7620628,5254469,6191393,6915199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0
24,0,0,0,0,0,0,0,0,7668911,5221576,6186021,6929423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0
25,0,0,0,0,0,0,0,0,7643064,5252438,6192456,6898906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,0
26,0,0,0,0,0,0,0,0,7616694,5249433,6191009,6896899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
27,0,0,0,0,0,0,0,0,7645527,5249580,6190351,6894563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
28,0,0,0,0,0,0,0,0,7591746,5218100,6185315,6914960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
29,0,0,0,0,0,0,0,0,7601693,5254110,6189717,6892801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
30,0,0,0,0,0,0,0,0,7616327,5227021,6182484,6927048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
31,0,0,0,0,0,0,0,0,7558462,5252301,6187408,7679719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,0,0,0
32,0,0,0,0,0,0,0,0,5792529,5228367,6185172,7714066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
33,0,0,0,0,0,0,0,0,5788776,5258003,6187721,7677313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0
34,0,0,0,0,0,0,0,0,5784691,5219249,6185876,7715796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0
35,0,0,0,0,0,0,0,0,5793988,5259554,6187783,7691366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.75,0,0,0
36,0,0,0,0,0,0,0,0,5769260,5259674,6186979,7688698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
37,0,0,0,0,0,0,0,0,5810762,5221189,6183603,7712113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
38,0,0,0,0,0,0,0,0,5772689,5260761,6186499,7684365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
39,0,0,0,0,0,0,0,0,5774486,5261846,7653975,6891622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
40,0,0,0,0,0,0,0,0,5745472,5260986,7650577,6891728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
41,0,0,0,0,0,0,0,0,5767458,5261197,7644434,6883000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0
42,0,0,0,0,0,0,0,0,5771449,5260695,7637212,6888833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
43,0,0,0,0,0,0,0,0,5789841,5267299,7632249,6890804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
44,0,0,0,0,0,0,0,0,5778329,5221679,6177325,6900395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.25,0,0,0
45,0,0,0,0,0,0,0,0,7933677,5260785,6179853,6875116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0
46,0,0,0,0,0,0,0,0,7872074,5261885,6180029,6875297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0
47,0,0,0,0,0,0,0,0,5794993,6161168,6184260,6872598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.75,0,0,0
48,0,0,0,0,0,0,0,0,5786000,6114445,6180551,6898930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0
49,0,0,0,0,0,0,0,0,5726606,6122714,6174928,6878738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0
