Protocol file: C:\HelixGen\Protocols\Protocol_pcr - jacky - Copy.xml
PCR Cycle#, Well1Cartridge1, Well1Cartridge2, Well1Cartridge3, Well1Cartridge4,Well2Cartridge1, Well2Cartridge2, Well2Cartridge3, Well2Cartridge4,Well3Cartridge1, Well3Cartridge2, Well3Cartridge3, Well3Cartridge4,Well4Cartridge1, Well4Cartridge2, Well4Cartridge3, Well4Cartridge4,Well5Cartridge1, Well5Cartridge2, Well5Cartridge3, Well5Cartridge4,Well6Cartridge1, Well6Cartridge2, Well6Cartridge3, Well6Cartridge4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,1591236,0,0,0,0,0,4055510,0,0,0,0,0,4958128,0,0,0,0,0,4812325,0,0,0,0,0,5114340,0,0,0,0,0,37.25,0,0,0
2,0,0,1507536,0,0,0,0,0,4872552,0,0,0,0,0,5901234,0,0,0,0,0,5785389,0,0,0,0,0,6467068,0,0,0,0,0,37.5,0,0,0
3,0,0,1516056,0,0,0,0,0,4640888,0,0,0,0,0,5597581,0,0,0,0,0,5561845,0,0,0,0,0,6146557,0,0,0,0,0,38,0,0,0
4,0,0,1523783,0,0,0,0,0,4974077,0,0,0,0,0,5894778,0,0,0,0,0,5653626,0,0,0,0,0,6215878,0,0,0,0,0,38.75,0,0,0
5,0,0,1528324,0,0,0,0,0,4924700,0,0,0,0,0,5809596,0,0,0,0,0,5558565,0,0,0,0,0,6270805,0,0,0,0,0,38.75,0,0,0
6,0,0,1531874,0,0,0,0,0,5067508,0,0,0,0,0,5770732,0,0,0,0,0,5580990,0,0,0,0,0,6182680,0,0,0,0,0,39.25,0,0,0
7,0,0,1540803,0,0,0,0,0,4128926,0,0,0,0,0,4859091,0,0,0,0,0,4654585,0,0,0,0,0,4936481,0,0,0,0,0,40.25,0,0,0
8,0,0,1565000,0,0,0,0,0,4147192,0,0,0,0,0,4860888,0,0,0,0,0,4653196,0,0,0,0,0,4930806,0,0,0,0,0,41,0,0,0
9,0,0,1583567,0,0,0,0,0,4168187,0,0,0,0,0,4867215,0,0,0,0,0,4660069,0,0,0,0,0,4933646,0,0,0,0,0,41.25,0,0,0
10,0,0,1600860,0,0,0,0,0,4188418,0,0,0,0,0,4876109,0,0,0,0,0,4668661,0,0,0,0,0,4939021,0,0,0,0,0,42,0,0,0
11,0,0,1617785,0,0,0,0,0,4207298,0,0,0,0,0,4884501,0,0,0,0,0,4676669,0,0,0,0,0,4944125,0,0,0,0,0,42.5,0,0,0
12,0,0,1632499,0,0,0,0,0,4222816,0,0,0,0,0,4890958,0,0,0,0,0,4680921,0,0,0,0,0,4945752,0,0,0,0,0,42.75,0,0,0
13,0,0,1641067,0,0,0,0,0,4966172,0,0,0,0,0,5481929,0,0,0,0,0,5299709,0,0,0,0,0,5485144,0,0,0,0,0,43.25,0,0,0
14,0,0,1663882,0,0,0,0,0,5033632,0,0,0,0,0,5511435,0,0,0,0,0,5243576,0,0,0,0,0,5522699,0,0,0,0,0,43.75,0,0,0
15,0,0,1681954,0,0,0,0,0,5067540,0,0,0,0,0,5597211,0,0,0,0,0,5243304,0,0,0,0,0,5529887,0,0,0,0,0,44.25,0,0,0
16,0,0,1699454,0,0,0,0,0,5126602,0,0,0,0,0,5646893,0,0,0,0,0,5250465,0,0,0,0,0,5538300,0,0,0,0,0,44.75,0,0,0
17,0,0,1698081,0,0,0,0,0,4302373,0,0,0,0,0,4944097,0,0,0,0,0,4731747,0,0,0,0,0,4984915,0,0,0,0,0,44.75,0,0,0
18,0,0,1725596,0,0,0,0,0,4329105,0,0,0,0,0,4961514,0,0,0,0,0,4748369,0,0,0,0,0,5000432,0,0,0,0,0,45.25,0,0,0
19,0,0,1734843,0,0,0,0,0,4717605,0,0,0,0,0,5232565,0,0,0,0,0,4974296,0,0,0,0,0,5329429,0,0,0,0,0,45.5,0,0,0
