Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 2:22:30 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
22:31.0,0,25,11.439,95,28.628,0,0,95,28.648,0,0,-2.688,-2.688,-2.688,29.185
22:32.0,1.0228082,25,11.439,37,28.68,0,0,95,28.689,0,0,-2.688,-2.688,-2.688,29.105
22:33.1,2.0938189,25,11.441,37,28.72,100,4.869,37,28.74,0,0,-2.688,-2.688,-2.688,29.039
22:34.4,3.4418326,25,11.445,37,30.722,100,4.517,37,28.928,0,5.311,-2.688,-2.688,-2.688,29.116
22:35.1,4.1231961,25,11.44,37,37.71,0,0,37,31.305,100,4.552,-2.688,-2.688,-2.688,29.392
22:35.9,4.9376933,25,11.44,37,41.49,0,0,37,34.875,0,0,-2.688,-2.688,-2.688,30.809
22:36.9,5.9300055,25,11.436,37,44.103,0,0,37,41.293,0,0,-2.688,-2.688,-2.688,32.717
22:37.7,6.6751457,25,11.437,37,45.529,0,0,37,45.335,0,0,-2.688,-2.688,-2.688,33.52
22:38.6,7.5876637,25,11.44,37,45.947,0,0,37,46.429,0,0,-2.688,-2.688,-2.688,34.764
22:39.3,8.3566951,25,11.446,37,46.049,0,0,37,46.783,0,0,-2.688,-2.688,-2.688,35.26
22:40.2,9.1829625,25,11.441,37,45.883,0,0,37,46.601,0,0,-2.688,-2.688,-2.688,36.066
22:40.8,9.8696245,25,11.436,37,45.576,0,0,37,46.193,0,0,-2.688,-2.688,-2.688,36.401
22:41.8,10.7860903,25,11.44,37,45.239,0,0,37,45.685,0,0,-2.688,-2.688,-2.688,36.952
22:42.6,11.5735262,25,11.438,37,44.75,0,0,37,45.133,0,0,-2.688,-2.688,-2.688,37.382
22:43.5,12.4893246,25,11.439,37,44.294,0,0,37,44.572,0,0,-2.688,-2.688,-2.688,37.713
22:44.5,13.5300195,25,11.441,37,43.77,0,0,37,43.958,0,0,-2.688,-2.688,-2.688,37.96
