Protocol file: C:\HelixGen\Protocols\.xml
Run date.time: 8/1/2018 3:02:42 PM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp
"2018-08-01 15:03:31.701",0,25,14.746,25,-6.537,0,0,25,-6.537,0,0,-2.688,27.648,27.34,27.083
