MeltCurveTemperature, Cartridge1, Cartridge2, Cartridge3, Cartridge4
49.7949981689453,0,0,4169690,0
52.3660011291504,0,0,4101485,0
55.3419990539551,0,0,4066631,0
58.726001739502,0,0,4037858,0
62.2999992370605,0,0,4016303,0
65.8440017700195,0,0,3997258,0
69.3430023193359,0,0,4006523,0
74.6689987182617,0,0,3974422,0
