Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 1:22:02 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
22:03.0,0,25,26.112,90,25.886,0,0,90,25.926,0,0,-2.688,-2.688,-2.688,25.88
22:04.4,1.3835089,25,26.112,95,25.884,0,0,90,25.925,0,0,-2.688,-2.688,-2.688,25.875
22:05.4,2.357788,25,26.112,95,25.883,100,4.94,95,25.923,0,0,-2.688,-2.688,-2.688,25.875
22:06.7,3.711729,25,26.112,95,27.851,100,4.569,95,26.096,100,5.134,-2.688,-2.688,-2.688,26.073
22:07.5,4.4732581,25,26.112,95,34.863,100,4.358,95,28.311,100,4.552,-2.688,-2.688,-2.688,26.328
22:08.4,5.3414733,25,26.11,95,40.545,100,4.234,95,33.298,100,4.393,-2.688,-2.688,-2.688,27.403
22:09.1,6.0233152,25,26.103,95,47.345,100,4.128,95,39.952,100,4.252,-2.688,-2.688,-2.688,28.228
22:09.9,6.8271117,25,26.101,95,52.538,100,4.04,95,46.187,100,4.146,-2.688,-2.688,-2.688,30.264
22:10.8,7.7387094,25,26.1,95,58.636,100,3.952,95,53.848,100,4.022,-2.688,-2.688,-2.688,32.783
22:11.7,8.6656905,25,26.1,95,65.79,100,3.846,95,60.502,100,3.917,-2.688,-2.688,-2.688,35.853
22:12.6,9.5802002,25,26.1,95,72.707,100,3.758,95,69.057,100,3.811,-2.688,-2.688,-2.688,37.55
22:13.4,10.326698,25,26.1,95,79.283,100,3.67,95,76.347,100,3.723,-2.688,-2.688,-2.688,41.114
22:14.2,11.1311956,25,26.1,95,84.814,100,3.599,95,81.702,100,3.652,-2.688,-2.688,-2.688,42.952
22:14.9,11.8130941,25,26.1,95,90.075,100,3.546,95,87.472,100,3.581,-2.688,-2.688,-2.688,46.463
22:15.8,12.723523,25,26.1,95,93.858,100,3.493,95,92.213,100,3.511,-2.688,-2.688,-2.688,49.942
22:16.5,13.5111005,25,26.1,95,99.235,100,3.423,95,97.906,100,3.458,-2.688,-2.688,-2.688,51.746
22:17.4,14.3632919,25,26.1,95,103.733,100,3.37,95,102.618,100,3.405,-2.688,-2.688,-2.688,55.459
22:18.1,15.0397221,25,26.1,95,108.522,100,3.317,95,107.037,100,3.352,-2.688,-2.688,-2.688,57.38
22:18.9,15.8496819,25,26.1,95,112.028,100,3.281,95,110.697,100,3.299,-2.688,-2.688,-2.688,61.267
22:19.8,16.7657572,25,26.1,95,115.878,100,3.228,95,115.116,100,3.246,-2.688,-2.688,-2.688,65.22
22:22.8,19.7367882,25,26.1,95,119.933,27,0.899,95,118.709,58.3,0,-2.688,-2.688,-2.688,76.618
22:25.2,22.1216924,25,26.1,95,118.509,100,3.44,95,118.448,100,3.476,-2.688,-2.688,-2.688,81.511
