Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
Run date.time: 5/17/2017 11:59:59 AM
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 Amps
"2017-05-17 12:00:00.008",0,25,25.829,25,33.063,0,0,25,33.064,0,0
"2017-05-17 12:00:00.748",0.7401483,25,25.829,95,33.05,100,4.869,95,33.056,100,5.116
"2017-05-17 12:00:01.610",1.602621,25,25.829,95,33.463,100,4.517,95,33.345,100,4.587
"2017-05-17 12:00:02.410",2.4017748,25,25.829,95,36.566,100,4.375,95,36.236,100,4.393
"2017-05-17 12:00:02.878",2.8705166,25,25.829,95,41.254,100,4.252,95,40.059,100,4.322
"2017-05-17 12:00:03.374",3.3661195,25,25.829,95,45.243,100,4.164,95,43.849,100,4.234
"2017-05-17 12:00:03.837",3.8296173,25,25.829,95,49.366,100,4.093,95,47.075,100,4.146
"2017-05-17 12:00:04.375",4.3675324,25,25.829,95,53.562,100,4.022,95,51.979,100,4.075
"2017-05-17 12:00:04.837",4.8294881,25,25.829,95,57.947,100,3.952,95,55.29,100,4.005
"2017-05-17 12:00:05.376",5.3682052,25,25.829,95,62.568,100,3.881,95,60.626,100,3.934
"2017-05-17 12:00:05.839",5.8308489,25,25.829,95,67.094,100,3.828,95,64.288,100,3.864
"2017-05-17 12:00:06.377",6.3689014,25,25.829,95,71.586,100,3.775,95,69.754,100,3.811
"2017-05-17 12:00:06.840",6.8325769,25,25.829,95,75.902,100,3.723,95,73.286,100,3.758
"2017-05-17 12:00:07.383",7.3754885,25,25.829,95,80.154,100,3.652,95,78.499,100,3.687
"2017-05-17 12:00:07.847",7.8389687,25,25.829,95,84.234,100,3.617,95,81.871,100,3.634
"2017-05-17 12:00:08.374",8.3666376,25,25.829,95,88.232,100,3.564,95,86.764,100,3.581
"2017-05-17 12:00:08.838",8.8299956,25,25.829,95,92.054,100,3.511,95,89.902,100,3.546
"2017-05-17 12:00:09.381",9.3732349,25,25.829,95,95.799,0,0,95,94.369,0,0
"2017-05-17 12:00:09.844",9.836149,25,25.829,95,99.064,0,0,95,97.215,0,0
"2017-05-17 12:00:10.381",10.373388,25,25.829,95,101.352,0,0,95,100.408,0,0
"2017-05-17 12:00:10.846",10.8380895,25,25.829,95,102.621,0,0,95,101.66,0,0
"2017-05-17 12:00:11.378",11.3700419,25,25.829,95,103.109,0,0,95,102.475,0,0
"2017-05-17 12:00:11.841",11.8333494,25,25.829,95,103.053,0,0,95,102.506,0,0
"2017-05-17 12:00:12.384",12.376222,25,25.829,95,102.598,0,0,95,102.027,4.9,0.158
"2017-05-17 12:00:12.853",12.8451427,25,25.829,95,101.905,0,0,95,101.477,0,0
"2017-05-17 12:00:13.380",13.3721695,25,25.829,95,101.03,0,0,95,100.443,0.2,0
"2017-05-17 12:00:13.843",13.835484,25,25.829,95,100.064,9.2,0.37,95,99.659,14,0.546
"2017-05-17 12:00:14.504",14.495947,25,25.829,95,98.831,21.1,0.864,95,98.22,24.1,0.952
"2017-05-17 12:00:15.308",15.2997962,25,25.829,95,97.755,16.5,0.67,95,96.974,14.5,0.564
"2017-05-17 12:00:15.905",15.8969309,25,25.829,95,96.933,8.4,0.476,95,96.352,13.9,0.546
"2017-05-17 12:00:16.511",16.5033485,25,25.829,95,96.303,14.7,0.599,95,95.783,19.6,0.776
"2017-05-17 12:00:17.108",17.0996725,25,25.829,95,95.732,17.5,0.705,95,95.249,22.7,0.899
"2017-05-17 12:00:17.699",17.6910591,25,25.829,95,95.306,21.6,0.882,95,94.8,22.6,0.899
"2017-05-17 12:00:18.529",18.521522,25,25.831,95,94.834,16.2,0.652,95,94.343,20.7,0.794
"2017-05-17 12:00:18.994",18.9856779,25,25.836,95,94.589,17.6,0.705,95,94.122,21.5,0.864
"2017-05-17 12:00:19.638",19.6290735,25,25.837,95,94.376,18.6,0.758,95,93.89,22.5,0.864
"2017-05-17 12:00:20.100",20.0923757,25,25.839,95,94.138,20.3,0.829,95,93.71,23.3,0.935
"2017-05-17 12:00:20.702",20.6939719,25,25.839,95,93.967,19.5,0.794,95,93.518,24.3,0.988
"2017-05-17 12:00:21.179",21.1708946,25,25.84,95,93.834,17.4,0.705,95,93.394,21.7,0.864
"2017-05-17 12:00:21.783",21.7755378,25,25.841,95,93.744,17.5,0.723,95,93.307,24.1,0.97
"2017-05-17 12:00:22.353",22.3453699,25,25.841,95,93.63,20.1,0.776,95,93.183,21.3,0.988
"2017-05-17 12:00:23.078",23.069723,25,25.841,95,93.52,19.9,0.811,95,93.058,23.9,0.952
"2017-05-17 12:00:23.674",23.6665209,25,25.841,95,93.435,19.8,0.811,95,92.982,22.9,0.917
"2017-05-17 12:00:24.355",24.3475135,25,25.841,95,93.389,19.2,0.776,95,92.928,21.3,1.005
"2017-05-17 12:00:24.946",24.938089,25,25.841,95,93.329,19.1,0.776,95,92.872,25.4,1.023
"2017-05-17 12:00:25.410",25.4019943,25,25.841,95,93.302,18.4,0.758,95,92.834,23.8,0.952
"2017-05-17 12:00:26.005",25.9976361,25,25.841,95,93.264,19.5,0.794,95,92.81,22.1,0.882
"2017-05-17 12:00:26.517",26.5088722,25,25.841,95,93.247,19.7,0.811,95,92.792,23.5,0.952
"2017-05-17 12:00:27.108",27.1004454,25,25.841,95,93.226,19.3,0.794,95,92.783,22.4,0.899
"2017-05-17 12:00:27.571",27.5632422,25,25.841,95,93.2,19.6,0.794,95,92.766,24.1,0.97
"2017-05-17 12:00:28.206",28.1976724,25,25.842,95,93.185,18.8,0.758,95,92.761,22.3,0.899
"2017-05-17 12:00:28.669",28.6610542,25,25.844,95,93.167,18.8,0.758,95,92.742,23.4,0.935
"2017-05-17 12:00:29.494",29.4864394,25,25.846,95,93.158,18.5,0.811,95,92.744,21.6,0.864
"2017-05-17 12:00:29.958",29.9500952,25,25.849,95,93.152,18.4,0.741,95,92.746,24.2,0.97
"2017-05-17 12:00:30.645",30.6375527,25,25.85,95,93.14,19.3,0.794,95,92.728,23.2,0.882
"2017-05-17 12:00:31.109",31.1007187,25,25.85,95,93.122,19.4,0.794,95,92.728,22.9,0.917
"2017-05-17 12:00:31.700",31.6920716,25,25.851,95,93.123,18.8,0.758,95,92.731,23.5,0.952
"2017-05-17 12:00:32.205",32.1968367,25,25.851,95,93.117,18.5,0.758,95,92.727,23.9,0.97
"2017-05-17 12:00:32.794",32.7864646,25,25.851,95,93.114,19.8,0.811,95,92.72,23.7,0.952
"2017-05-17 12:00:33.367",33.3592608,25,25.852,95,93.114,20.2,0.741,95,92.709,23.3,0.97
"2017-05-17 12:00:34.085",34.0775351,25,25.852,95,93.109,18.1,0.741,95,92.722,22.4,0.899
"2017-05-17 12:00:34.676",34.6681053,25,25.852,95,93.108,17.5,0.705,95,92.716,22.8,0.917
"2017-05-17 12:00:35.182",35.1746197,25,25.852,95,93.107,18.9,0.776,95,92.684,25.8,0.952
"2017-05-17 12:00:35.774",35.7659837,25,25.852,95,93.109,19.8,0.811,95,92.701,22.6,0.917
"2017-05-17 12:00:36.477",36.4692816,25,25.852,95,93.106,18.5,0.741,95,92.715,23.9,0.899
"2017-05-17 12:00:37.243",37.23556,25,25.852,95,93.108,17.9,0.723,95,92.71,22.2,0.917
"2017-05-17 12:00:37.707",37.6992035,25,25.852,95,93.111,17.8,0.776,95,92.707,23.4,0.935
"2017-05-17 12:00:38.538",38.5297653,25,25.852,95,93.104,20.5,0.829,95,92.716,23.4,0.935
"2017-05-17 12:00:39.134",39.126036,25,25.852,95,93.112,18.4,0.741,95,92.715,23.1,0.935
"2017-05-17 12:00:39.731",39.7231099,25,25.852,95,93.111,18.9,0.705,95,92.708,22.8,0.917
"2017-05-17 12:00:40.556",40.5485833,25,25.852,95,93.117,18.2,0.811,95,92.726,20.3,0.97
"2017-05-17 12:00:41.024",41.0163979,25,25.852,95,93.115,19.8,0.811,95,92.732,21.3,0.864
"2017-05-17 12:00:41.654",41.6466403,25,25.852,95,93.122,19,0.776,95,92.728,23.2,0.97
