Protocol file: C:\HelixGen\Protocols\Protocol_pcr - HLG.xml,,,,,,,,,,,,,,,
Run date.time: 6/2/2017 10:38:31 AM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
38:32.0,0,25,11.429,90,25.321,0,0,90,25.352,0,0,-2.688,-2.688,-2.688,25.404
38:33.1,1.0862025,25,11.429,50,25.323,0,0,90,25.352,0,0,-2.688,-2.688,-2.688,25.404
38:33.7,1.6130681,25,11.434,50,25.328,300,4.905,50,25.355,0,0,-2.688,-2.688,-2.688,25.407
38:34.7,2.6521618,25,11.436,50,25.945,300,4.658,50,25.38,100,5.187,-2.688,-2.688,-2.688,25.444
38:35.2,3.1306479,25,11.441,50,29.847,300,4.446,50,26.408,300,4.64,-2.688,-2.688,-2.688,25.542
38:36.0,3.9784447,25,11.436,50,33.019,300,4.375,50,28.576,300,4.534,-2.688,-2.688,-2.688,25.732
38:36.5,4.4733403,25,11.43,50,39.706,300,4.252,50,34.063,300,4.375,-2.688,-2.688,-2.688,26.032
38:37.3,5.2408492,25,11.433,50,43.762,300,4.181,50,38.184,300,4.287,-2.688,-2.688,-2.688,27.027
38:37.8,5.7199762,25,11.437,50,49.498,300,4.075,50,45.211,300,4.164,-2.688,-2.688,-2.688,27.726
38:38.2,6.1996132,25,11.433,50,53.505,300,4.022,50,48.794,300,4.093,-2.688,-2.688,-2.688,28.541
38:39.1,7.046157,25,11.433,50,57.154,300,3.952,50,53.139,300,4.04,-2.688,-2.688,-2.688,30.496
38:39.6,7.5249427,25,11.434,50,62.825,300,4.817,50,60.069,300,3.917,-2.688,-2.688,-2.688,31.629
38:40.3,8.2920073,25,11.436,50,66.884,-100,4.887,50,62.878,-100,5.452,-2.688,-2.688,-2.688,32.859
38:40.9,8.8509737,25,11.425,50,71.381,-100,4.746,50,69.195,-100,4.852,-2.688,-2.688,-2.688,34.165
38:41.7,9.6179784,25,11.428,50,72.291,-91.7,3.97,50,71.775,-100,4.799,-2.688,-2.688,-2.688,36.761
38:42.1,10.0971264,25,11.428,50,71.721,-7,0.352,50,72.211,-36.7,1.87,-2.688,-2.688,-2.688,37.972
38:42.7,10.6722389,25,11.426,50,70.625,25.7,1.164,50,71.342,7,0.299,-2.688,-2.688,-2.688,39.085
38:43.5,11.4393067,25,11.42,50,69.938,26.5,1.182,50,70.39,27.7,1.235,-2.688,-2.688,-2.688,40.101
38:44.0,11.951127,25,11.423,50,69.127,-100,4.781,50,69.304,21,0.917,-2.688,-2.688,-2.688,41.027
38:44.8,12.748706,25,11.428,50,68.496,-100,4.711,50,69.021,12.7,0.546,-2.688,-2.688,-2.688,42.693
38:45.3,13.228983,25,11.425,50,66.646,-100,4.622,50,68.511,-100,4.781,-2.688,-2.688,-2.688,43.428
38:45.7,13.7076607,25,11.422,50,65.214,-100,4.605,50,67.75,-100,4.728,-2.688,-2.688,-2.688,44.076
