Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/22/2017 5:30:52 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
30:53.2,0,0,26.553,90,25.919,0,0,90,25.959,0,0,-2.688,-2.688,-2.688,25.853
30:54.6,1.3951631,0,26.553,95,25.921,100,5.258,90,25.965,0,0,-2.688,-2.688,-2.688,25.856
30:55.6,2.4174211,0,26.553,95,27.696,100,4.569,95,26.129,100,4.817,-2.688,-2.688,-2.688,25.929
30:56.3,3.1008687,0,26.553,95,33.323,100,4.393,95,28.717,100,4.552,-2.688,-2.688,-2.688,26.084
30:57.1,3.9096834,0,26.553,95,38.362,100,4.287,95,32.516,100,4.411,-2.688,-2.688,-2.688,26.863
30:57.9,4.6899399,0,26.553,95,44.679,100,4.164,95,39.817,100,4.252,-2.688,-2.688,-2.688,27.509
30:58.8,5.6179405,0,26.553,95,50.243,100,4.075,95,45.972,100,4.146,-2.688,-2.688,-2.688,29.294
30:59.7,6.4862743,0,26.553,95,57.904,100,3.952,95,53.574,100,4.022,-2.688,-2.688,-2.688,31.774
31:00.3,7.167287,0,26.553,95,64.478,100,3.864,95,60.892,100,3.917,-2.688,-2.688,-2.688,33.218
31:01.2,7.9945891,0,26.553,95,70.05,100,3.793,95,66.884,100,3.846,-2.688,-2.688,-2.688,36.449
31:02.0,8.8717931,0,26.553,95,76.875,100,3.705,95,74.252,100,3.74,-2.688,-2.688,-2.688,38.234
31:03.0,9.7882006,0,26.553,95,82.595,100,3.617,95,81.17,100,3.652,-2.688,-2.688,-2.688,41.97
31:03.8,10.5789707,0,26.553,95,88.683,100,3.546,95,86.961,100,3.581,-2.688,-2.688,-2.688,45.803
31:04.6,11.4593607,0,26.553,95,93.78,100,3.493,95,92.348,100,3.528,-2.688,-2.688,-2.688,49.567
31:05.3,12.147589,0,26.553,95,99.214,100,3.423,95,98.008,100,3.458,-2.688,-2.688,-2.688,51.482
31:06.1,12.9625166,0,26.553,95,103.167,100,3.387,95,102.11,100,3.405,-2.688,-2.688,-2.688,55.37
31:07.0,13.8674624,0,26.553,95,108.028,100,3.334,95,107.112,100,3.352,-2.688,-2.688,-2.688,57.374
31:07.8,14.6546805,0,26.551,95,112.071,100,3.281,95,111.241,100,3.299,-2.688,-2.688,-2.688,61.422
31:08.7,15.5705637,0,26.541,95,115.912,100,3.228,95,115.159,100,3.264,-2.688,-2.688,-2.688,65.565
31:11.2,18.0210568,0,26.541,95,119.999,100,0,95,119.641,97.4,0,-2.688,-2.688,-2.688,75.753
31:14.1,20.8869963,0,26.529,95,119.827,100,3.652,95,119.282,100,3.511,-2.688,-2.688,-2.688,82.325
31:15.0,21.8027975,0,26.529,95,116.56,100,3.352,95,116.854,100,3.37,-2.688,-2.688,-2.688,83.871
31:15.7,22.5688296,0,26.529,95,117.353,100,3.281,95,117.718,100,3.299,-2.688,-2.688,-2.688,85.431
31:16.7,23.5321458,0,26.529,95,119.598,100,3.228,95,119.79,100,3.246,-2.688,-2.688,-2.688,87.28
31:20.7,27.5527332,0,26.529,95,123.78,91.4,0,95,120.472,100,0,-2.688,-2.688,-2.688,94.16
31:21.4,28.2305209,0,26.529,95,116.205,0,0,95,116.153,0,0,-2.688,-2.688,-2.688,94.544
31:22.2,29.0391872,0,26.529,95,114.076,0,0,95,114.56,0,0,-2.688,-2.688,-2.688,95.071
31:23.2,30.0084024,0,26.531,95,111.346,33.1,1.34,95,111.616,35.3,1.358,-2.688,-2.688,-2.688,95.282
31:24.1,30.8819079,0,26.53,95,109.035,30.3,1.146,95,109.177,31.1,1.164,-2.688,-2.688,-2.688,95.288
31:25.2,32.0642452,0,26.529,95,108,8,0.299,95,107.687,13.4,0.511,-2.688,-2.688,-2.688,95.248
31:26.2,33.0118207,0,26.531,95,106.553,28.7,1.164,95,106.521,29.7,1.129,-2.688,-2.688,-2.688,95.19
31:27.1,33.8906985,0,26.532,95,105.683,42.4,1.605,95,105.65,39.5,1.499,-2.688,-2.688,-2.688,95.133
31:27.9,34.6785713,0,26.532,95,105.364,26.9,1.005,95,105.307,30.4,1.146,-2.688,-2.688,-2.688,95.037
31:28.9,35.7282758,0,26.53,95,105.38,23.4,0.899,95,105.321,22.6,0.97,-2.688,-2.688,-2.688,95.008
31:29.8,36.6545123,0,26.529,95,105.25,40,1.535,95,105.184,37.7,1.393,-2.688,-2.688,-2.688,94.982
31:30.7,37.5693576,0,26.529,95,105.159,26.6,1.005,95,105.128,26.3,0.988,-2.688,-2.688,-2.688,94.948
31:31.9,38.7363693,0,26.529,95,105.355,19.1,0.723,95,105.243,30.3,1.146,-2.688,-2.688,-2.688,94.954
31:32.8,39.6466382,0,26.529,95,105.155,40.9,1.552,95,105.145,38.1,1.252,-2.688,-2.688,-2.688,94.945
31:33.8,40.6688843,0,26.529,95,105.262,19.3,0.723,95,105.195,28.8,1.093,-2.688,-2.688,-2.688,94.941
31:34.7,41.5582622,0,26.529,95,105.36,37.3,1.446,95,105.265,32.3,1.217,-2.688,-2.688,-2.688,94.96
31:35.6,42.4377172,0,26.529,95,105.134,40.2,1.517,95,105.165,34.7,1.305,-2.688,-2.688,-2.688,94.955
31:36.7,43.5556977,0,26.529,95,105.39,8.7,0.317,95,105.279,19.7,0.741,-2.688,-2.688,-2.688,94.967
31:37.6,44.4496466,0,26.529,95,105.334,39.4,1.517,95,105.285,34,1.288,-2.688,-2.688,-2.688,94.982
