Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml,,,,,,,,,,,,,,,
Run date.time: 5/23/2017 3:01:31 PM,,,,,,,,,,,,,,,
Time, Elapsed Seconds, SPREP Thermal Setpoint, SPREP Thermal C, PCR TEC1 Setpoint, PCR TEC1 C, PCR TEC1 PWR, PRC TE1C Amps,PCR TEC2 Setpoint, PCR TEC2 C, PCR TEC2 PWR, PRC TEC2 AmpsTEC3 Temp, TEC4 Temp, TEC5 temp, TEC6 temp,
01:31.9,0,25,11.432,90,25.543,0,0,90,25.578,0,0,-2.688,-2.688,-2.688,25.556
01:32.9,1.0315138,25,11.436,50,25.542,0,0,90,25.577,0,0,-2.688,-2.688,-2.688,25.556
01:34.0,2.1294935,25,11.433,50,25.55,100,4.834,50,25.578,0,0,-2.688,-2.688,-2.688,25.556
01:35.3,3.3710979,25,11.436,50,28.119,100,4.499,50,25.846,100,2.576,-2.688,-2.688,-2.688,25.595
01:35.9,4.0474768,25,11.443,50,35.442,100,4.34,50,28.073,100,4.552,-2.688,-2.688,-2.688,25.919
01:36.7,4.8479667,25,11.44,50,40.402,100,4.252,50,32.383,100,4.411,-2.688,-2.688,-2.688,26.385
01:37.5,5.6288377,25,11.446,50,45.661,100,4.146,50,39.773,100,4.252,-2.688,-2.688,-2.688,27.966
01:38.4,6.5400834,25,11.44,50,51.599,0,0,50,46.04,100,4.181,-2.688,-2.688,-2.688,30.212
01:39.4,7.5411406,25,11.44,50,56.736,0,0,50,53.579,0,0,-2.688,-2.688,-2.688,33.031
01:40.1,8.2532274,25,11.44,50,59.632,0,0,50,58.568,0,0,-2.688,-2.688,-2.688,34.502
01:40.9,9.0515864,25,11.427,50,60.385,0,0,50,60.139,0,0,-2.688,-2.688,-2.688,36.958
01:41.6,9.7232543,25,11.431,50,60.36,0,0,50,60.596,0,0,-2.688,-2.688,-2.688,37.963
01:42.5,10.6345784,25,11.442,50,59.965,0,0,50,60.384,0,0,-2.688,-2.688,-2.688,39.62
01:43.3,11.4238018,25,11.434,50,59.141,0,0,50,59.487,0,0,-2.688,-2.688,-2.688,40.928
01:44.1,12.2632192,25,11.435,50,58.25,0,0,50,58.65,0,0,-2.688,-2.688,-2.688,41.475
01:44.8,12.9307944,25,11.436,50,57.175,0,0,50,57.478,0,0,-2.688,-2.688,-2.688,42.379
01:45.7,13.7927939,25,11.429,50,56.317,6.3,0.282,50,56.547,5.7,0.282,-2.688,-2.688,-2.688,42.755
01:46.5,14.5755685,25,11.427,50,55.387,6.8,0.317,50,55.455,4.6,0.194,-2.688,-2.688,-2.688,43.382
01:47.3,15.4656208,25,11.436,50,54.659,0,0,50,54.793,3.6,0.141,-2.688,-2.688,-2.688,43.925
01:48.0,16.1466516,25,11.436,50,53.962,5.7,0.247,50,54.036,6.7,0.299,-2.688,-2.688,-2.688,44.165
01:48.8,16.9439833,25,11.438,50,53.498,6.7,0.299,50,53.5,6.7,0.299,-2.688,-2.688,-2.688,44.578
01:49.8,17.9211362,25,11.439,50,52.981,3.3,0.141,50,53.017,5.1,0.229,-2.688,-2.688,-2.688,44.767
01:50.5,18.666687,25,11.437,50,52.508,9,0.423,50,52.508,8.7,0.405,-2.688,-2.688,-2.688,45.105
01:51.5,19.5754655,25,11.428,50,52.179,8.2,0.388,50,52.183,8.7,0.388,-2.688,-2.688,-2.688,45.387
01:52.2,20.3387702,25,11.437,50,51.914,4.4,0.194,50,51.876,8.3,0.388,-2.688,-2.688,-2.688,45.517
01:53.0,21.1424764,25,11.428,50,51.72,11,0.458,50,51.655,10.6,0.494,-2.688,-2.688,-2.688,45.75
01:53.7,21.8183647,25,11.437,50,51.536,8.8,0.352,50,51.502,8.6,0.388,-2.688,-2.688,-2.688,45.857
01:54.6,22.7356645,25,11.433,50,51.502,4.1,0.176,50,51.442,7.8,0.388,-2.688,-2.688,-2.688,46.067
01:55.5,23.640733,25,11.432,50,51.431,10.8,0.546,50,51.378,10.4,0.494,-2.688,-2.688,-2.688,46.259
01:56.7,24.8040599,25,11.421,50,51.341,5.4,0.247,50,51.307,9.5,0.388,-2.688,-2.688,-2.688,46.431
01:57.6,25.7122537,25,11.432,50,51.389,7.6,0.352,50,51.316,9.9,0.458,-2.688,-2.688,-2.688,46.598
01:58.9,27.0065268,25,11.441,50,51.305,10.2,0.352,50,51.277,9.7,0.441,-2.688,-2.688,-2.688,46.813
01:59.6,27.6827313,25,11.441,50,51.39,5.5,0.247,50,51.318,7.2,0.352,-2.688,-2.688,-2.688,46.885
02:00.6,28.7165544,25,11.439,50,51.345,12.3,0.67,50,51.308,11.8,0.546,-2.688,-2.688,-2.688,47.013
02:01.6,29.6758501,25,11.444,50,51.344,3.6,0.158,50,51.307,7.1,0.299,-2.688,-2.688,-2.688,47.128
02:02.9,31.0388069,25,11.435,95,51.729,100,4.27,50,51.376,6.8,0.194,-2.688,-2.688,-2.688,47.327
02:04.3,32.4067151,25,11.429,95,57.338,100,4.058,95,52.075,100,4.27,-2.688,-2.688,-2.688,47.605
02:05.1,33.2482957,25,11.434,95,64.008,100,3.917,95,56.396,100,4.093,-2.688,-2.688,-2.688,48.494
02:05.8,33.9245212,25,11.43,95,69.047,100,3.828,95,61.461,100,3.952,-2.688,-2.688,-2.688,49.171
02:06.7,34.7926704,25,11.435,95,74.255,100,3.758,95,67.372,100,3.864,-2.688,-2.688,-2.688,50.756
02:07.5,35.5702146,25,11.431,95,79.555,100,3.687,95,73.593,100,3.758,-2.688,-2.688,-2.688,52.947
02:08.3,36.4603145,25,11.43,95,84.176,100,3.617,95,79.786,100,3.687,-2.688,-2.688,-2.688,55.659
02:09.0,37.1367107,25,11.437,95,89.958,100,3.546,95,86.496,100,3.599,-2.688,-2.688,-2.688,57.102
02:09.8,37.9367337,25,11.437,95,94.297,100,3.493,95,90.768,100,3.528,-2.688,-2.688,-2.688,58.589
02:10.6,38.671135,25,11.436,95,99.651,100,3.423,95,96.779,100,3.458,-2.688,-2.688,-2.688,61.732
02:11.5,39.575808,25,11.44,95,103.1,100,3.387,95,101.115,100,3.423,-2.688,-2.688,-2.688,65.059
02:12.5,40.6084156,25,11.441,95,108.027,100,3.317,95,106.385,100,3.352,-2.688,-2.688,-2.688,68.514
02:13.3,41.3701875,25,11.436,95,113.684,100,3.264,95,111.762,100,3.281,-2.688,-2.688,-2.688,70.285
02:14.1,42.1711627,25,11.446,95,117.082,100,3.228,95,115.76,100,3.246,-2.688,-2.688,-2.688,73.85
02:18.2,46.269958,25,11.438,95,122.341,2.6,0,95,124.066,42.3,0,-2.688,-2.688,-2.688,86.141
02:19.5,47.6073924,25,11.432,95,118.988,100,3.493,95,118.797,100,3.528,-2.688,-2.688,-2.688,88.559
02:20.4,48.4907715,25,11.438,95,116.984,100,3.352,95,116.769,100,3.37,-2.688,-2.688,-2.688,89.937
02:21.0,49.1664374,25,11.43,95,118.047,100,3.281,95,117.726,100,3.299,-2.688,-2.688,-2.688,90.767
02:23.4,51.4837385,25,11.425,95,120.966,55.7,0,95,120.854,68.7,0,-2.688,-2.688,-2.688,95.643
02:26.0,54.1042283,25,11.433,95,120.135,0,0,95,118.964,0,0,-2.688,-2.688,-2.688,98.151
02:26.7,54.7752534,25,11.436,95,116.086,0,0,95,116.211,0,0,-2.688,-2.688,-2.688,98.333
02:27.6,55.6874521,25,11.436,95,114.257,0,0,95,114.001,0,0,-2.688,-2.688,-2.688,98.586
02:28.4,56.4686682,25,11.433,95,111.515,72.9,2.699,95,111.177,85.6,3.14,-2.688,-2.688,-2.688,98.553
02:29.2,57.3150603,25,11.436,95,109.67,0,1.782,95,109.513,19.5,0.705,-2.688,-2.688,-2.688,98.427
02:29.9,57.9914716,25,11.439,95,109.272,0,0,95,109.239,0,0,-2.688,-2.688,-2.688,98.339
02:30.7,58.8176238,25,11.44,95,109.047,4.8,0.176,95,108.738,25.7,0.988,-2.688,-2.688,-2.688,98.305
02:31.5,59.6001333,25,11.44,95,108.001,38.7,1.482,95,107.621,29.1,1.093,-2.688,-2.688,-2.688,98.082
02:32.8,60.8967699,25,11.444,95,107.169,4.6,0.158,95,106.86,15.4,0.582,-2.688,-2.688,-2.688,97.854
02:33.9,62.0631469,25,11.438,95,106.309,36.5,1.393,95,105.836,35.8,1.305,-2.688,-2.688,-2.688,97.267
02:34.9,62.9889514,25,11.446,95,105.483,35.5,1.358,95,105.319,36.9,1.393,-2.688,-2.688,-2.688,96.956
02:35.7,63.8182728,25,11.445,95,105.38,16.4,0.635,95,105.252,15.7,0.723,-2.688,-2.688,-2.688,96.841
02:36.6,64.7337335,25,11.444,95,105.312,35.3,1.376,95,105.205,34.6,1.323,-2.688,-2.688,-2.688,96.677
02:37.4,65.5117622,25,11.435,95,105.082,38.5,1.482,95,105.073,35.5,1.34,-2.688,-2.688,-2.688,96.514
02:38.4,66.4813168,25,11.434,95,105.208,20.1,0.776,95,105.142,22.1,0.829,-2.688,-2.688,-2.688,96.416
02:39.0,67.1575808,25,11.437,95,105.305,33,1.093,95,105.206,31.7,1.217,-2.688,-2.688,-2.688,96.377
02:39.8,67.9585318,25,11.443,95,105.106,46.3,1.782,95,105.107,39.7,1.376,-2.688,-2.688,-2.688,96.326
02:40.6,68.6877151,25,11.441,95,105.142,20.2,0.776,95,105.131,26.1,0.988,-2.688,-2.688,-2.688,96.223
02:41.7,69.8443388,25,11.442,95,105.378,8,0.546,95,105.248,24.4,0.952,-2.688,-2.688,-2.688,96.177
02:42.6,70.7523414,25,11.44,95,105.1,44,1.676,95,105.131,35.8,1.358,-2.688,-2.688,-2.688,96.101
02:43.5,71.6628782,25,11.448,95,105.288,12.6,0.476,95,105.207,20.4,0.776,-2.688,-2.688,-2.688,96.036
02:44.8,72.9422044,25,11.449,95,105.438,26.3,1.393,95,105.265,31.3,1.305,-2.688,-2.688,-2.688,96.017
02:45.7,73.8076184,25,11.445,95,105.035,33.2,1.27,95,105.133,31.6,1.199,-2.688,-2.688,-2.688,95.947
02:46.9,74.9739094,25,11.443,95,105.404,1.7,0.052,95,105.306,18.5,0.705,-2.688,-2.688,-2.688,95.93
02:47.6,75.6896339,25,11.447,95,105.229,54.2,2.064,95,105.208,39.6,1.517,-2.688,-2.688,-2.688,95.911
02:48.5,76.6053243,25,11.443,95,105.005,34.7,1.076,95,105.132,30.4,1.146,-2.688,-2.688,-2.688,95.851
02:49.4,77.4945495,25,11.445,95,105.52,0,0,95,105.358,18.3,0.688,-2.688,-2.688,-2.688,95.855
02:50.4,78.500874,25,11.446,95,105.277,55.5,2.117,95,105.247,45.7,1.746,-2.688,-2.688,-2.688,95.81
02:51.1,79.1834216,25,11.451,95,105.013,35,0.617,95,105.177,24.7,0.935,-2.688,-2.688,-2.688,95.78
02:52.0,80.1150311,25,11.448,95,105.492,0,0,95,105.397,19.2,0.723,-2.688,-2.688,-2.688,95.805
02:52.9,81.0415577,25,11.453,95,105.585,45.4,1.764,95,105.349,38.8,1.499,-2.688,-2.688,-2.688,95.795
02:53.6,81.718307,25,11.442,95,105.012,43.2,1.623,95,105.156,33.9,1.288,-2.688,-2.688,-2.688,95.76
02:54.5,82.6230449,25,11.441,95,105.318,0,0,95,105.331,17,0.635,-2.688,-2.688,-2.688,95.769
02:55.5,83.6664913,25,11.438,95,105.744,32.5,1.27,95,105.362,39.3,1.588,-2.688,-2.688,-2.688,95.793
02:56.5,84.5772755,25,11.436,95,105.061,59.6,2.223,95,105.188,38.1,1.464,-2.688,-2.688,-2.688,95.742
02:57.6,85.7393125,25,11.441,95,105.419,0,0,95,105.373,13.3,0.423,-2.688,-2.688,-2.688,95.78
02:58.4,86.5177397,25,11.439,95,105.593,43,1.676,95,105.379,42,1.623,-2.688,-2.688,-2.688,95.786
02:59.2,87.3636887,25,11.444,95,105.096,48,1.799,95,105.211,34.9,1.323,-2.688,-2.688,-2.688,95.759
02:59.9,88.035017,25,11.435,95,105.441,0,0,95,105.4,14.7,0.546,-2.688,-2.688,-2.688,95.768
03:00.8,88.966476,25,11.441,95,105.792,3.8,0.123,95,105.501,28.4,1.093,-2.688,-2.688,-2.688,95.796
03:02.0,90.0742329,25,11.434,95,105.223,57.7,2.152,95,105.244,40.7,1.552,-2.688,-2.688,-2.688,95.761
03:02.8,90.8787387,25,11.437,95,105.375,0,0,95,105.393,18.3,0.335,-2.688,-2.688,-2.688,95.764
03:03.7,91.7816644,25,11.439,95,105.824,12.2,0.476,95,105.524,28.5,1.111,-2.688,-2.688,-2.688,95.818
03:04.4,92.5613219,25,11.445,95,105.323,60.3,2.276,95,105.306,40.1,1.517,-2.688,-2.688,-2.688,95.791
03:05.5,93.5876349,25,11.442,95,105.177,100,0.317,95,105.36,20.5,0.776,-2.688,-2.688,-2.688,95.798
03:07.0,95.0870152,25,11.445,95,106.138,0,0,95,105.539,30.9,1.288,-2.688,-2.688,-2.688,95.848
03:08.5,96.6303191,25,11.442,95,105.436,56.5,1.764,95,105.394,12.7,0.441,-2.688,-2.688,-2.688,95.848
03:09.7,97.7859799,25,11.437,95,105.667,0,0,95,105.361,42.1,1.588,-2.688,-2.688,-2.688,95.838
03:10.6,98.6966796,25,11.433,95,105.325,46.6,1.764,95,105.608,25.9,1.005,-2.688,-2.688,-2.688,95.887
03:11.6,99.6901299,25,11.441,95,105.327,15.5,0.599,95,105.233,47.2,1.799,-2.688,-2.688,-2.688,95.82
03:12.7,100.8485554,25,11.44,95,105.5,27.4,1.076,95,105.327,12.9,0.476,-2.688,-2.688,-2.688,95.845
03:13.5,101.6314461,25,11.442,95,105.269,31.5,1.199,95,105.313,41.8,1.605,-2.688,-2.688,-2.688,95.854
03:14.5,102.6635584,25,11.439,95,105.437,15.7,0.599,95,105.232,26.5,1.005,-2.688,-2.688,-2.688,95.832
03:15.8,103.9558475,25,11.436,95,105.458,30.1,1.164,95,105.422,34.1,1.34,-2.688,-2.688,-2.688,95.869
03:16.6,104.7033397,25,11.434,95,105.314,26.3,0.899,95,105.238,32.7,1.252,-2.688,-2.688,-2.688,95.835
03:17.9,105.9980041,25,11.435,95,105.504,15.8,0.599,95,105.453,17.9,0.688,-2.688,-2.688,-2.688,95.856
03:18.7,106.824002,25,11.436,95,105.372,41.2,1.552,95,105.321,34.9,1.323,-2.688,-2.688,-2.688,95.865
03:19.6,107.7391977,25,11.44,95,105.323,24.6,0.546,95,105.32,21.9,0.829,-2.688,-2.688,-2.688,95.844
03:20.9,109.0186966,25,11.434,95,105.577,13.7,0.529,95,105.474,26.5,1.023,-2.688,-2.688,-2.688,95.884
03:21.7,109.832555,25,11.434,95,105.301,38.6,1.535,95,105.301,32.7,1.235,-2.688,-2.688,-2.688,95.868
