Protocol file: C:\HelixGen\Protocols\Protocol_pcr -temp5.xml
PCR Cycle#, Cartridge 1 Channel 1, Cartridge 1 Channel 2, Cartridge 1 Channel 3, Cartridge 1 Channel 4,Cartridge 2 Channel 1, Cartridge 2 Channel 2, Cartridge 2 Channel 3, Cartridge 2 Channel 4,Cartridge 3 Channel 1, Cartridge 3 Channel 2, Cartridge 3 Channel 3, Cartridge 3 Channel 4,Cartridge 4 Channel 1, Cartridge 4 Channel 2, Cartridge 4 Channel 3, Cartridge 4 Channel 4,Cartridge 5 Channel 1, Cartridge 5 Channel 2, Cartridge 5 Channel 3, Cartridge 5 Channel 4,Cartridge 6 Channel 1, Cartridge 6 Channel 2, Cartridge 6 Channel 3, Cartridge 6 Channel 4,Sensor Temp 1, Sensor Temp 2, Sensor Temp 3, Sensor Temp 4, Sensor Temp 5, Sensor Temp 6
1,0,0,0,0,0,0,0,0,-11973,-17228,72107,161541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.75,0,0,0
2,0,0,0,0,0,0,0,0,-56999,-81972,-115957,-118821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.25,0,0,0
3,0,0,0,0,0,0,0,0,-62031,-103222,-87462,-106789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75,0,0,0
4,0,0,0,0,0,0,0,0,-75656,-126561,-123579,-173125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75,0,0,0
5,0,0,0,0,0,0,0,0,-89777,-143783,-120715,-206625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75,0,0,0
6,0,0,0,0,0,0,0,0,-98311,-160209,-104575,-224210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.75,0,0,0
7,0,0,0,0,0,0,0,0,-116090,-181272,-85146,-228387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
8,0,0,0,0,0,0,0,0,-133438,-202506,-70978,-257911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
9,0,0,0,0,0,0,0,0,-152231,-222165,-67115,-263823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
10,0,0,0,0,0,0,0,0,-155715,-238830,-50454,-268854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
11,0,0,0,0,0,0,0,0,-180262,-258355,-49056,-297530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
12,0,0,0,0,0,0,0,0,-186826,-263292,-34437,-287408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
13,0,0,0,0,0,0,0,0,-201837,-273329,-35025,-306867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
14,0,0,0,0,0,0,0,0,-218887,-281675,-40877,-328908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
15,0,0,0,0,0,0,0,0,-231360,-285861,-28389,-346791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
16,0,0,0,0,0,0,0,0,-241745,-289946,-14980,-322426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
17,0,0,0,0,0,0,0,0,-258447,-295493,22778,-305311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
18,0,0,0,0,0,0,0,0,-247670,-290720,-39295,-369273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
19,0,0,0,0,0,0,0,0,-269960,-298624,-61499,-392053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
20,0,0,0,0,0,0,0,0,-278352,-299910,-11401,-336558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
21,0,0,0,0,0,0,0,0,-269807,-299097,-75200,-409919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
22,0,0,0,0,0,0,0,0,-271623,-302611,-94610,-413103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
23,0,0,0,0,0,0,0,0,-273317,-299296,-89462,-431412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
24,0,0,0,0,0,0,0,0,-279840,-300469,-94521,-450474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
25,0,0,0,0,0,0,0,0,-292548,-306656,-106907,-468492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
26,0,0,0,0,0,0,0,0,-293458,-302771,-109781,-471192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
27,0,0,0,0,0,0,0,0,-298606,-301376,-116461,-474713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
28,0,0,0,0,0,0,0,0,-302648,-302685,-123530,-481574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
29,0,0,0,0,0,0,0,0,-315839,-308667,-134993,-504982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,0,0,0
30,0,0,0,0,0,0,0,0,-307838,-303182,-127409,-490547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
31,0,0,0,0,0,0,0,0,-307546,-299885,-130519,-502562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0
